Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200699,102,18700, ,Corvallis  OR ,301,301,75839,4,8,1102,13,46,4373,0,0,0,301,301,75839,4,8,1102,13,46,4373,0,0,0
200699,104,10580, ,Albany-Schenectady-Troy  NY ,1836,1836,402381,24,48,6485,18,72,4840,34,494,52148,1575,1575,366728,23,46,6395,18,72,4840,32,456,50186
200699,104,24020, ,Glens Falls  NY ,571,571,107929,2,4,308,22,86,2441,6,48,2875,525,525,101952,2,4,308,21,83,2329,6,48,2875
200699,112,11180, ,Ames  IA ,278,278,52509,2,4,620,0,0,0,13,202,10389,274,274,52060,2,4,620,0,0,0,13,202,10389
200699,118,11540, ,Appleton  WI ,807,807,156444,32,64,6482,11,44,2824,4,50,2140,742,742,147025,31,62,6362,11,44,2824,4,50,2140
200699,118,36780, ,Oshkosh-Neenah  WI ,469,469,98850,25,50,5985,10,39,3518,26,258,12351,461,461,97326,25,50,5985,10,39,3518,26,258,12351
200699,120,11700, ,Asheville  NC ,3750,3750,801387,17,34,3991,32,122,11512,20,404,30193,3750,3750,801387,17,34,3991,32,122,11512,20,404,30193
200699,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,53927,53927,8014050,113,226,19644,131,484,44903,367,13629,1211803,52757,52757,7882744,113,226,19644,129,478,44903,349,13481,1203945
200699,122,23580, ,Gainesville  GA ,1702,1702,335490,3,6,233,15,47,5110,7,99,3494,1702,1702,335490,3,6,233,15,47,5110,7,99,3494
200699,132,12940, ,Baton Rouge  LA ,6414,6414,812702,21,42,3904,5,16,1758,199,2589,232888,6180,6180,784776,21,42,3904,5,16,1758,194,2534,228239
200699,140,13460,C,Bend  OR ,3073,3073,719162,42,84,12043,14,53,5379,8,74,5872,2922,2922,683018,42,84,12043,13,50,5140,8,74,5872
200699,142,13820,C,Birmingham-Hoover  AL ,6437,6437,1072600,17,34,1357,7,25,2675,70,1311,114235,5430,5430,900668,17,34,1357,7,25,2675,70,1311,114235
200699,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,6167,6167,1351476,379,758,85038,175,589,63859,234,6402,630636,4931,4931,1113863,329,658,74443,163,553,59614,124,4999,498480
200699,148,31700, ,Manchester-Nashua  NH ,1085,1085,206502,26,52,5794,6,23,2423,10,186,17553,979,979,186360,25,50,5602,6,23,2423,9,178,16832
200699,148,49340, ,Worcester  MA ,2265,2265,408229,32,64,8708,19,59,4877,17,297,26323,1527,1527,291885,29,58,8352,14,44,4020,17,297,26323
200699,154,15180, ,Brownsville-Harlingen  TX ,2852,2852,266873,19,38,3069,28,105,6566,36,407,25330,2646,2646,236959,12,24,1062,19,74,3952,25,261,9728
200699,160,15380, ,Buffalo-Niagara Falls  NY ,1473,1473,295255,38,76,10484,2,8,740,17,466,38478,1445,1445,288729,38,76,10484,2,8,740,17,466,38478
200699,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,20298,20298,3344509,44,88,7722,52,172,15836,190,4603,422853,18636,18636,3054908,39,78,6724,38,124,10934,171,4481,409739
200699,174,16860, ,Chattanooga  TN-GA ,3029,3029,433589,42,84,4547,28,100,5465,19,242,23190,2594,2594,375018,26,52,3117,27,96,5465,11,182,20566
200699,174,17420, ,Cleveland  TN ,789,789,119534,21,42,2555,3,10,540,0,0,0,631,631,96430,21,42,2555,3,10,540,0,0,0
200699,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,28632,28632,6352816,367,734,81968,633,2079,190575,625,15277,1364438,27369,27369,6128407,357,714,79750,615,2018,185730,566,14380,1293282
200699,176,28100, ,Kankakee-Bradley  IL ,590,590,104494,10,20,1944,0,0,0,4,20,680,579,579,103356,5,10,1027,0,0,0,4,20,680
200699,176,33140, ,Michigan City-La Porte  IN ,375,375,60641,0,0,0,2,7,300,0,0,0,316,316,55091,0,0,0,0,0,0,0,0,0
200699,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,7436,7436,1426028,37,74,6954,114,392,41771,114,1545,113126,6915,6915,1346216,36,72,6709,102,356,38904,81,1344,104013
200699,184,10420, ,Akron  OH ,1746,1746,354262,12,24,2565,30,100,8724,18,339,12745,1469,1469,321195,12,24,2565,24,82,8037,6,144,5854
200699,184,17460,C,Cleveland-Elyria-Mentor  OH ,4542,4542,962208,30,60,6113,42,147,15372,50,445,22103,3884,3884,861020,24,48,5284,24,87,10915,28,335,13727
200699,192,17900,C,Columbia  SC ,6494,6494,806147,14,28,1612,43,142,11842,71,1453,85093,3892,3892,508581,9,18,1073,43,142,11842,36,821,49424
200699,194,12220,C,Auburn-Opelika  AL ,1687,1687,261688,9,18,1217,0,0,0,26,499,36401,1687,1687,261688,9,18,1217,0,0,0,26,499,36401
200699,194,17980, ,Columbus  GA-AL ,1635,1635,234827,4,8,663,12,43,1951,41,541,33812,907,907,158504,0,0,0,0,0,0,12,200,7500
200699,198,18140,C,Columbus  OH ,5641,5641,1237904,61,122,16007,174,676,69405,114,1437,121899,5183,5183,1155684,61,122,16007,172,670,69405,114,1437,121899
200699,204,18580, ,Corpus Christi  TX ,2113,2113,268379,20,40,2241,55,220,7621,42,927,52483,1617,1617,206627,10,20,1038,55,220,7621,35,807,47710
200699,206,19100,C,Dallas-Fort Worth-Arlington  TX ,43591,43591,8442367,298,596,40854,86,329,40238,456,11998,979997,42609,42609,8275611,295,590,40524,86,329,40238,456,11998,979997
200699,212,19380, ,Dayton  OH ,1839,1839,377025,19,38,4392,1,3,270,22,251,17876,1834,1834,376639,19,38,4392,1,3,270,22,251,17876
