Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202301,104,10580,C,Albany-Schenectady-Troy  NY ,45,45,17885,0,0,0,2,8,1600,1,40,1000,31,31,12261,0,0,0,2,8,1600,1,40,1000
202301,104,24020,C,Glens Falls  NY ,9,9,2369,0,0,0,0,0,0,0,0,0,3,3,896,0,0,0,0,0,0,0,0,0
202301,106,10740,C,Albuquerque  NM ,132,132,35328,0,0,0,0,0,0,4,124,6585,85,85,24663,0,0,0,0,0,0,1,84,4000
202301,106,42140,C,Santa Fe  NM ,9,9,2624,0,0,0,0,0,0,3,40,4402,0,0,0,0,0,0,0,0,0,0,0,0
202301,107,11020,C,Altoona  PA ,3,3,918,0,0,0,0,0,0,0,0,0,1,1,425,0,0,0,0,0,0,0,0,0
202301,108,11100,C,Amarillo  TX ,26,26,6662,1,2,260,0,0,0,0,0,0,26,26,6662,1,2,260,0,0,0,0,0,0
202301,118,11540,C,Appleton  WI ,18,18,6985,3,6,825,0,0,0,6,180,12682,15,15,5815,3,6,825,0,0,0,4,168,11655
202301,118,36780,C,Oshkosh-Neenah  WI ,11,11,4542,0,0,0,0,0,0,0,0,0,10,10,4158,0,0,0,0,0,0,0,0,0
202301,120,11700,C,Asheville  NC ,165,165,67958,4,8,1172,0,0,0,4,106,11173,70,70,37016,4,8,1172,0,0,0,0,0,0
202301,122,12020,C,Athens-Clarke County  GA ,41,41,12718,1,2,221,1,4,511,4,98,10752,8,8,4063,0,0,0,0,0,0,0,0,0
202301,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,1348,1348,368145,3,6,1708,1,3,956,35,2350,417127,1195,1195,333151,2,4,1508,0,0,0,32,2271,404250
202301,122,23580,C,Gainesville  GA ,60,60,14993,0,0,0,0,0,0,0,0,0,5,5,2026,0,0,0,0,0,0,0,0,0
202301,122,40660,C,Rome  GA ,21,21,4046,0,0,0,0,0,0,0,0,0,21,21,4046,0,0,0,0,0,0,0,0,0
202301,140,13460,C,Bend  OR ,83,83,27516,5,10,2207,0,0,0,2,36,7758,83,83,27516,5,10,2207,0,0,0,2,36,7758
202301,142,13820,C,Birmingham-Hoover  AL ,228,228,67688,5,10,8390,0,0,0,0,0,0,204,204,60502,5,10,8390,0,0,0,0,0,0
202301,144,14020,C,Bloomington  IN ,9,9,3594,0,0,0,0,0,0,1,18,3000,8,8,3309,0,0,0,0,0,0,1,18,3000
202301,145,14010,C,Bloomington  IL ,3,3,1149,0,0,0,0,0,0,0,0,0,2,2,800,0,0,0,0,0,0,0,0,0
202301,146,14100,C,Bloomsburg-Berwick  PA ,2,2,404,0,0,0,0,0,0,0,0,0,1,1,140,0,0,0,0,0,0,0,0,0
202301,147,14260,C,Boise City  ID ,319,319,87335,2,4,591,9,36,4460,10,314,42817,233,233,66625,1,2,307,5,20,2763,7,272,40694
202301,148,12700,C,Barnstable Town  MA ,29,29,15305,3,6,753,1,3,500,0,0,0,21,21,11295,3,6,753,1,3,500,0,0,0
202301,148,14460,C,Boston-Cambridge-Newton  MA-NH ,270,270,104101,16,32,5788,12,42,7677,30,690,210368,138,138,60870,9,18,2815,11,39,7069,9,507,189350
202301,148,31700,C,Manchester-Nashua  NH ,40,40,11406,1,2,470,0,0,0,0,0,0,18,18,6261,0,0,0,0,0,0,0,0,0
202301,148,39300,C,Providence-Warwick  RI-MA ,111,111,25881,10,20,2907,2,7,877,1,5,458,55,55,12890,6,12,1891,1,4,562,0,0,0
202301,148,49340,C,Worcester  MA-CT ,46,46,14663,2,4,428,0,0,0,2,19,2496,21,21,7504,1,2,175,0,0,0,0,0,0
202301,150,14540,C,Bowling Green  KY ,62,62,15669,0,0,0,0,0,0,6,48,5056,62,62,15669,0,0,0,0,0,0,6,48,5056
202301,154,15180,C,Brownsville-Harlingen  TX ,82,82,12677,11,22,2127,2,7,952,3,30,2631,12,12,4182,6,12,1222,0,0,0,0,0,0
202301,160,15380,C,Buffalo-Cheektowaga  NY ,40,40,14540,0,0,0,1,3,225,2,27,4118,21,21,9120,0,0,0,0,0,0,1,18,2100
202301,162,15540,C,Burlington-South Burlington  VT ,18,18,5516,0,0,0,0,0,0,1,5,714,9,9,2982,0,0,0,0,0,0,0,0,0
202301,163,15980,C,Cape Coral-Fort Myers  FL ,608,608,159778,5,10,1292,1,3,518,8,607,48424,607,607,158595,5,10,1292,1,3,518,8,607,48424
202301,163,34940,C,Naples-Marco Island  FL ,208,208,121291,0,0,0,1,4,457,2,38,4461,208,208,121291,0,0,0,1,4,457,2,38,4461
202301,164,16020,C,Cape Girardeau  MO-IL ,7,7,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202301,168,16300,C,Cedar Rapids  IA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202301,168,26980,C,Iowa City  IA ,19,19,5842,0,0,0,0,0,0,1,6,860,13,13,4298,0,0,0,0,0,0,0,0,0
202301,170,16620,C,Charleston  WV ,10,10,751,0,0,0,0,0,0,0,0,0,8,8,593,0,0,0,0,0,0,0,0,0
202301,170,26580,C,Huntington-Ashland  WV-KY-OH ,16,16,4023,0,0,0,0,0,0,0,0,0,6,6,1935,0,0,0,0,0,0,0,0,0
202301,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,1324,1324,343454,3,6,1240,1,4,601,9,596,64049,1186,1186,303053,3,6,1240,1,4,601,6,536,56763
