Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202203,104,10580,C,Albany-Schenectady-Troy  NY ,399,399,122737,32,64,14650,3,12,2540,22,236,20978,183,183,58012,4,8,1050,2,8,2040,2,22,1900
202203,104,24020,C,Glens Falls  NY ,54,54,14918,1,2,297,3,11,1439,2,10,1155,28,28,8738,1,2,297,3,11,1439,2,10,1155
202203,106,10740,C,Albuquerque  NM ,655,655,166340,0,0,0,1,4,400,8,342,30673,613,613,155894,0,0,0,1,4,400,3,315,29548
202203,106,42140,C,Santa Fe  NM ,81,81,24231,0,0,0,0,0,0,3,38,5330,0,0,0,0,0,0,0,0,0,0,0,0
202203,107,11020,C,Altoona  PA ,17,17,4800,0,0,0,0,0,0,6,52,7654,9,9,3044,0,0,0,0,0,0,6,52,7654
202203,108,11100,C,Amarillo  TX ,239,239,57651,10,20,2569,0,0,0,0,0,0,234,234,55983,10,20,2569,0,0,0,0,0,0
202203,118,11540,C,Appleton  WI ,128,128,42822,16,32,5948,0,0,0,2,12,1360,103,103,35530,16,32,5948,0,0,0,0,0,0
202203,118,36780,C,Oshkosh-Neenah  WI ,80,80,28985,1,2,348,0,0,0,0,0,0,76,76,27887,1,2,348,0,0,0,0,0,0
202203,120,11700,C,Asheville  NC ,797,797,249900,4,8,1352,0,0,0,18,369,36568,360,360,120303,1,2,30,0,0,0,1,12,912
202203,122,12020,C,Athens-Clarke County  GA ,223,223,60463,1,2,60,0,0,0,25,564,65420,130,130,43036,1,2,60,0,0,0,25,564,65420
202203,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,7697,7697,1892085,15,30,6893,32,117,13791,107,3640,427939,6846,6846,1708848,15,30,6893,32,117,13791,91,3240,388664
202203,122,23580,C,Gainesville  GA ,359,359,85189,0,0,0,9,33,3301,7,41,4953,86,86,20861,0,0,0,9,33,3301,7,41,4953
202203,122,40660,C,Rome  GA ,55,55,8509,0,0,0,0,0,0,0,0,0,55,55,8509,0,0,0,0,0,0,0,0,0
202203,140,13460,C,Bend  OR ,318,318,119009,18,36,5766,9,27,2171,6,106,16173,318,318,119009,18,36,5766,9,27,2171,6,106,16173
202203,142,13820,C,Birmingham-Hoover  AL ,932,932,286362,1,2,160,0,0,0,6,333,47930,716,716,208424,1,2,160,0,0,0,6,333,47930
202203,144,14020,C,Bloomington  IN ,73,73,19841,3,6,852,0,0,0,3,99,11625,15,15,4274,0,0,0,0,0,0,0,0,0
202203,145,14010,C,Bloomington  IL ,51,51,13747,1,2,146,0,0,0,0,0,0,34,34,9966,0,0,0,0,0,0,0,0,0
202203,146,14100,C,Bloomsburg-Berwick  PA ,25,25,5612,0,0,0,0,0,0,0,0,0,12,12,2757,0,0,0,0,0,0,0,0,0
202203,147,14260,C,Boise City  ID ,1971,1971,501554,5,10,2200,35,139,14140,71,1087,157804,1893,1893,482875,5,10,2200,35,139,14140,71,1087,157804
202203,148,12700,C,Barnstable Town  MA ,130,130,67115,7,14,1240,1,3,900,0,0,0,64,64,35099,5,10,750,1,3,900,0,0,0
202203,148,14460,C,Boston-Cambridge-Newton  MA-NH ,1092,1092,392450,52,104,26310,28,89,19308,155,2925,567888,593,593,247057,29,58,14903,20,64,14384,35,1736,416891
202203,148,31700,C,Manchester-Nashua  NH ,192,192,50404,3,6,1329,0,0,0,1,40,3835,58,58,20443,0,0,0,0,0,0,1,40,3835
202203,148,39300,C,Providence-Warwick  RI-MA ,371,371,105928,18,36,5086,1,4,523,2,11,1849,174,174,59802,16,32,4560,1,4,523,1,6,949
202203,148,49340,C,Worcester  MA-CT ,308,308,85164,6,12,2502,1,3,465,8,145,19112,151,151,41430,4,8,1740,1,3,465,1,14,2416
202203,150,14540,C,Bowling Green  KY ,228,228,54580,0,0,0,2,7,625,21,168,12112,227,227,54430,0,0,0,1,4,400,21,168,12112
202203,154,15180,C,Brownsville-Harlingen  TX ,584,584,60419,8,16,1047,7,22,2435,6,62,4559,238,238,19301,2,4,202,0,0,0,0,0,0
202203,160,15380,C,Buffalo-Cheektowaga  NY ,228,228,81234,6,12,2242,0,0,0,11,110,18269,170,170,65969,6,12,2242,0,0,0,1,8,1565
202203,162,15540,C,Burlington-South Burlington  VT ,115,115,35876,2,4,829,1,3,145,9,62,7789,64,64,21697,0,0,0,0,0,0,1,9,1800
202203,163,15980,C,Cape Coral-Fort Myers  FL ,2746,2746,539258,32,64,7925,12,48,5502,32,969,170608,1682,1682,328591,5,10,994,11,44,5026,28,897,165623
202203,163,34940,C,Naples-Marco Island  FL ,981,981,433911,6,12,1767,10,40,9588,12,338,65644,981,981,433911,6,12,1767,10,40,9588,12,338,65644
202203,164,16020,C,Cape Girardeau  MO-IL ,19,19,5313,1,2,325,2,6,150,3,15,1732,0,0,0,0,0,0,0,0,0,0,0,0
202203,168,16300,C,Cedar Rapids  IA ,112,112,25214,6,12,2306,0,0,0,3,126,13630,107,107,24130,5,10,2031,0,0,0,3,126,13630
202203,168,26980,C,Iowa City  IA ,88,88,28035,16,32,7601,1,4,700,2,110,27100,74,74,25364,15,30,7300,1,4,700,2,110,27100
202203,170,16620,C,Charleston  WV ,42,42,6609,0,0,0,0,0,0,0,0,0,23,23,3820,0,0,0,0,0,0,0,0,0
202203,170,26580,C,Huntington-Ashland  WV-KY-OH ,64,64,12259,0,0,0,2,6,280,0,0,0,0,0,0,0,0,0,2,6,280,0,0,0
