Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202201,104,10580,C,Albany-Schenectady-Troy  NY ,66,66,20553,1,2,300,0,0,0,1,16,1200,52,52,16877,0,0,0,0,0,0,1,16,1200
202201,104,24020,C,Glens Falls  NY ,12,12,3299,1,2,297,2,7,916,0,0,0,5,5,1586,1,2,297,2,7,916,0,0,0
202201,106,10740,C,Albuquerque  NM ,180,180,45178,0,0,0,0,0,0,2,91,4292,115,115,30699,0,0,0,0,0,0,1,84,4000
202201,106,42140,C,Santa Fe  NM ,23,23,6248,0,0,0,0,0,0,2,30,4208,0,0,0,0,0,0,0,0,0,0,0,0
202201,107,11020,C,Altoona  PA ,7,7,1813,0,0,0,0,0,0,0,0,0,1,1,45,0,0,0,0,0,0,0,0,0
202201,108,11100,C,Amarillo  TX ,89,89,21532,1,2,257,0,0,0,0,0,0,87,87,20814,1,2,257,0,0,0,0,0,0
202201,118,11540,C,Appleton  WI ,46,46,14766,1,2,400,0,0,0,1,5,567,40,40,13211,1,2,400,0,0,0,0,0,0
202201,118,36780,C,Oshkosh-Neenah  WI ,25,25,10091,0,0,0,0,0,0,0,0,0,23,23,9468,0,0,0,0,0,0,0,0,0
202201,120,11700,C,Asheville  NC ,209,209,65499,1,2,441,0,0,0,6,127,12760,8,8,6292,0,0,0,0,0,0,0,0,0
202201,122,12020,C,Athens-Clarke County  GA ,56,56,12360,0,0,0,0,0,0,11,106,12482,27,27,7061,0,0,0,0,0,0,11,106,12482
202201,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,2272,2272,532376,5,10,1688,6,21,3575,24,533,46049,2040,2040,478777,3,6,1283,4,15,3077,20,509,41851
202201,122,23580,C,Gainesville  GA ,109,109,25505,0,0,0,5,17,1941,2,10,1699,11,11,2858,0,0,0,5,17,1941,0,0,0
202201,122,40660,C,Rome  GA ,20,20,2923,0,0,0,0,0,0,0,0,0,20,20,2923,0,0,0,0,0,0,0,0,0
202201,140,13460,C,Bend  OR ,125,125,42675,4,8,1364,3,9,983,1,13,1477,78,78,31616,4,8,1364,2,6,481,0,0,0
202201,142,13820,C,Birmingham-Hoover  AL ,270,270,84653,0,0,0,0,0,0,0,0,0,204,204,60953,0,0,0,0,0,0,0,0,0
202201,144,14020,C,Bloomington  IN ,22,22,6004,1,2,284,0,0,0,1,31,3640,6,6,1710,0,0,0,0,0,0,0,0,0
202201,145,14010,C,Bloomington  IL ,15,15,3855,1,2,146,0,0,0,0,0,0,11,11,2965,0,0,0,0,0,0,0,0,0
202201,146,14100,C,Bloomsburg-Berwick  PA ,9,9,1942,0,0,0,0,0,0,0,0,0,3,3,684,0,0,0,0,0,0,0,0,0
202201,147,14260,C,Boise City  ID ,611,611,163202,1,2,331,6,22,2424,3,56,6708,430,430,119678,1,2,331,4,16,1333,0,0,0
202201,148,12700,C,Barnstable Town  MA ,47,47,23556,0,0,0,1,3,900,0,0,0,19,19,11723,0,0,0,1,3,900,0,0,0
202201,148,14460,C,Boston-Cambridge-Newton  MA-NH ,332,332,109801,12,24,6365,6,19,3415,50,528,107137,167,167,64311,8,16,4617,4,13,2475,8,226,69461
202201,148,31700,C,Manchester-Nashua  NH ,60,60,14783,1,2,296,0,0,0,0,0,0,25,25,6422,0,0,0,0,0,0,0,0,0
202201,148,39300,C,Providence-Warwick  RI-MA ,122,122,36538,8,16,2112,1,4,523,2,10,1861,60,60,22192,5,10,1411,1,4,523,0,0,0
202201,148,49340,C,Worcester  MA-CT ,101,101,24490,2,4,1000,0,0,0,2,31,4085,45,45,9786,1,2,500,0,0,0,0,0,0
202201,150,14540,C,Bowling Green  KY ,68,68,16269,0,0,0,0,0,0,9,72,4932,68,68,16269,0,0,0,0,0,0,9,72,4932
202201,154,15180,C,Brownsville-Harlingen  TX ,269,269,20271,4,8,484,2,6,713,2,22,1613,160,160,6959,2,4,202,0,0,0,0,0,0
202201,160,15380,C,Buffalo-Cheektowaga  NY ,65,65,22404,3,6,1132,0,0,0,2,21,3675,51,51,18715,3,6,1132,0,0,0,0,0,0
202201,162,15540,C,Burlington-South Burlington  VT ,38,38,11453,0,0,0,1,3,145,1,7,1000,24,24,7644,0,0,0,0,0,0,0,0,0
202201,163,15980,C,Cape Coral-Fort Myers  FL ,941,941,192545,8,16,2155,2,8,933,9,182,39294,941,941,192545,8,16,2155,2,8,933,9,182,39294
202201,163,34940,C,Naples-Marco Island  FL ,362,362,150004,3,6,1141,2,8,1857,6,116,41224,362,362,150004,3,6,1141,2,8,1857,6,116,41224
202201,164,16020,C,Cape Girardeau  MO-IL ,5,5,1377,1,2,325,1,3,75,1,5,577,0,0,0,0,0,0,0,0,0,0,0,0
202201,168,16300,C,Cedar Rapids  IA ,12,12,2936,0,0,0,0,0,0,2,20,4327,12,12,2936,0,0,0,0,0,0,2,20,4327
202201,168,26980,C,Iowa City  IA ,16,16,5272,1,2,301,1,4,483,1,8,1147,5,5,2560,0,0,0,0,0,0,0,0,0
202201,170,16620,C,Charleston  WV ,12,12,1940,0,0,0,0,0,0,0,0,0,7,7,1161,0,0,0,0,0,0,0,0,0
202201,170,26580,C,Huntington-Ashland  WV-KY-OH ,21,21,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202201,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,1638,1638,412665,5,10,1510,0,0,0,27,1577,256388,1313,1313,325692,5,10,1510,0,0,0,25,1531,252701
