Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202304,104,10580,C,Albany-Schenectady-Troy  NY ,301,301,107427,5,10,2100,5,19,4060,14,238,34061,202,202,71202,1,2,250,2,8,2060,7,202,30178
202304,104,24020,C,Glens Falls  NY ,47,47,15592,1,2,346,0,0,0,0,0,0,47,47,15592,1,2,346,0,0,0,0,0,0
202304,106,10740,C,Albuquerque  NM ,586,586,143292,0,0,0,0,0,0,13,418,36291,480,480,114884,0,0,0,0,0,0,7,382,34791
202304,106,42140,C,Santa Fe  NM ,41,41,17166,1,2,295,0,0,0,6,72,8023,0,0,0,0,0,0,0,0,0,0,0,0
202304,107,11020,C,Altoona  PA ,16,16,5975,0,0,0,1,4,400,0,0,0,8,8,3624,0,0,0,1,4,400,0,0,0
202304,108,11100,C,Amarillo  TX ,195,195,51621,2,4,521,0,0,0,0,0,0,188,188,49722,2,4,521,0,0,0,0,0,0
202304,118,11540,C,Appleton  WI ,132,132,46908,4,8,1225,1,4,555,18,268,23253,118,118,42651,4,8,1225,1,4,555,12,228,19787
202304,118,36780,C,Oshkosh-Neenah  WI ,71,71,27689,2,4,300,0,0,0,0,0,0,66,66,25742,2,4,300,0,0,0,0,0,0
202304,120,11700,C,Asheville  NC ,842,842,333129,4,8,1172,0,0,0,21,512,85241,326,326,148129,4,8,1172,0,0,0,0,0,0
202304,122,12020,C,Athens-Clarke County  GA ,224,224,71469,13,26,4448,11,33,2892,6,129,17178,115,115,40141,13,26,4448,11,33,2892,6,129,17178
202304,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,7385,7385,1899545,16,32,5716,19,69,8713,125,5689,832981,6515,6515,1684007,16,32,5716,19,69,8713,122,5651,826821
202304,122,23580,C,Gainesville  GA ,323,323,76136,2,4,350,5,20,1818,8,51,4824,57,57,13442,2,4,350,5,20,1818,8,51,4824
202304,122,40660,C,Rome  GA ,88,88,18469,0,0,0,0,0,0,0,0,0,88,88,18469,0,0,0,0,0,0,0,0,0
202304,140,13460,C,Bend  OR ,369,369,134709,20,40,10457,1,4,475,7,131,19733,176,176,67085,3,6,1348,0,0,0,2,36,7758
202304,142,13820,C,Birmingham-Hoover  AL ,882,882,261545,10,20,10716,1,4,646,0,0,0,732,732,218801,9,18,10641,1,4,646,0,0,0
202304,144,14020,C,Bloomington  IN ,78,78,25432,0,0,0,0,0,0,1,18,3000,71,71,23798,0,0,0,0,0,0,1,18,3000
202304,145,14010,C,Bloomington  IL ,57,57,15940,1,2,146,0,0,0,0,0,0,34,34,10136,0,0,0,0,0,0,0,0,0
202304,146,14100,C,Bloomsburg-Berwick  PA ,19,19,4575,1,2,260,0,0,0,2,11,998,10,10,2508,1,2,260,0,0,0,0,0,0
202304,147,14260,C,Boise City  ID ,1765,1765,467250,8,16,2710,40,157,14991,29,899,139239,1401,1401,365108,3,6,1066,28,112,9794,23,802,129935
202304,148,12700,C,Barnstable Town  MA ,115,115,71765,3,6,753,1,3,500,0,0,0,85,85,57101,3,6,753,1,3,500,0,0,0
202304,148,14460,C,Boston-Cambridge-Newton  MA-NH ,1075,1075,431474,62,124,28439,47,155,33203,145,2417,537534,505,505,257486,37,74,16299,42,140,29805,51,1510,416584
202304,148,31700,C,Manchester-Nashua  NH ,148,148,51534,16,32,9848,0,0,0,2,295,67944,97,97,37216,14,28,9028,0,0,0,2,295,67944
202304,148,39300,C,Providence-Warwick  RI-MA ,403,403,104411,45,90,10434,5,17,2137,6,89,18548,180,180,49063,20,40,5753,4,14,1612,3,71,16631
202304,148,49340,C,Worcester  MA-CT ,249,249,74865,31,62,7145,0,0,0,5,50,5467,110,110,35004,26,52,5332,0,0,0,1,8,800
202304,150,14540,C,Bowling Green  KY ,279,279,72151,3,6,1162,7,26,3298,54,474,55469,278,278,72001,3,6,1162,6,23,3073,54,474,55469
202304,154,15180,C,Brownsville-Harlingen  TX ,362,362,64933,37,74,7380,6,21,2583,11,83,10247,21,21,3714,0,0,0,0,0,0,0,0,0
202304,160,15380,C,Buffalo-Cheektowaga  NY ,244,244,91385,2,4,800,3,10,1434,8,82,14949,180,180,72718,1,2,350,1,4,800,4,32,3737
202304,162,15540,C,Burlington-South Burlington  VT ,125,125,38558,17,34,5887,1,3,145,8,202,23966,82,82,26549,15,30,5470,0,0,0,4,177,21922
202304,163,15980,C,Cape Coral-Fort Myers  FL ,2274,2274,481650,105,210,28734,1,3,518,33,1546,194159,2270,2270,476834,105,210,28734,1,3,518,33,1546,194159
202304,163,34940,C,Naples-Marco Island  FL ,1007,1007,505721,3,6,1529,9,36,6237,7,167,49307,82,82,199399,0,0,0,0,0,0,0,0,0
202304,164,16020,C,Cape Girardeau  MO-IL ,18,18,5440,0,0,0,0,0,0,0,0,0,5,5,2329,0,0,0,0,0,0,0,0,0
202304,168,16300,C,Cedar Rapids  IA ,104,104,23789,4,8,1467,4,15,2398,4,32,2400,96,96,21939,4,8,1467,3,12,2208,4,32,2400
202304,168,26980,C,Iowa City  IA ,126,126,41008,8,16,3871,1,3,582,7,173,26045,89,89,31312,4,8,1781,0,0,0,3,144,22153
202304,170,16620,C,Charleston  WV ,46,46,9641,0,0,0,0,0,0,0,0,0,39,39,8593,0,0,0,0,0,0,0,0,0
202304,170,26580,C,Huntington-Ashland  WV-KY-OH ,73,73,16919,2,4,200,0,0,0,0,0,0,3,3,1326,2,4,200,0,0,0,0,0,0
