Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202205,104,10580,C,Albany-Schenectady-Troy  NY ,606,606,194798,33,66,15200,5,18,3348,28,339,43685,308,308,107160,4,8,1050,2,8,2040,3,106,21950
202205,104,24020,C,Glens Falls  NY ,92,92,25322,1,2,297,3,11,1439,2,10,1155,49,49,14964,1,2,297,3,11,1439,2,10,1155
202205,106,10740,C,Albuquerque  NM ,1039,1039,273411,0,0,0,1,4,400,15,930,91944,971,971,256496,0,0,0,1,4,400,6,883,89986
202205,106,42140,C,Santa Fe  NM ,113,113,40243,0,0,0,0,0,0,2,46,5063,0,0,0,0,0,0,0,0,0,0,0,0
202205,107,11020,C,Altoona  PA ,30,30,9032,0,0,0,0,0,0,6,52,7654,13,13,5227,0,0,0,0,0,0,6,52,7654
202205,108,11100,C,Amarillo  TX ,411,411,101793,10,20,2569,0,0,0,0,0,0,402,402,99028,10,20,2569,0,0,0,0,0,0
202205,118,11540,C,Appleton  WI ,240,240,86808,27,54,10623,0,0,0,6,50,4733,196,196,71813,27,54,10623,0,0,0,0,0,0
202205,118,36780,C,Oshkosh-Neenah  WI ,140,140,50813,3,6,963,0,0,0,6,46,4600,131,131,48012,3,6,963,0,0,0,6,46,4600
202205,120,11700,C,Asheville  NC ,1350,1350,439970,4,8,1352,0,0,0,28,577,58534,594,594,206677,1,2,30,0,0,0,2,22,2112
202205,122,12020,C,Athens-Clarke County  GA ,386,386,112106,1,2,60,0,0,0,32,666,76583,212,212,71327,1,2,60,0,0,0,32,666,76583
202205,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,12580,12580,3026960,28,56,10414,38,139,15991,179,6487,795773,11182,11182,2724117,28,56,10414,38,139,15991,165,6251,772791
202205,122,23580,C,Gainesville  GA ,589,589,141109,1,2,198,12,44,4390,17,445,82250,132,132,33423,1,2,198,12,44,4390,17,445,82250
202205,122,40660,C,Rome  GA ,122,122,22521,0,0,0,0,0,0,0,0,0,122,122,22521,0,0,0,0,0,0,0,0,0
202205,140,13460,C,Bend  OR ,567,567,206289,27,54,9411,13,41,6073,15,245,29948,567,567,206289,27,54,9411,13,41,6073,15,245,29948
202205,142,13820,C,Birmingham-Hoover  AL ,1402,1402,467983,1,2,160,0,0,0,7,387,52265,1235,1235,424211,1,2,160,0,0,0,0,0,0
202205,144,14020,C,Bloomington  IN ,111,111,34000,3,6,852,0,0,0,3,99,11625,87,87,27084,3,6,852,0,0,0,3,99,11625
202205,145,14010,C,Bloomington  IL ,120,120,33309,1,2,146,0,0,0,1,54,7800,61,61,17870,0,0,0,0,0,0,1,54,7800
202205,146,14100,C,Bloomsburg-Berwick  PA ,41,41,10385,0,0,0,0,0,0,2,10,907,17,17,4901,0,0,0,0,0,0,0,0,0
202205,147,14260,C,Boise City  ID ,3353,3353,863175,11,22,5030,54,215,22871,109,2003,296124,3218,3218,829933,11,22,5030,54,215,22871,109,2003,296124
202205,148,12700,C,Barnstable Town  MA ,227,227,130842,8,16,1590,3,9,2200,0,0,0,112,112,73798,8,16,1590,3,9,2200,0,0,0
202205,148,14460,C,Boston-Cambridge-Newton  MA-NH ,1722,1722,643204,90,180,44263,51,167,37365,162,4438,1051824,942,942,405282,62,124,31588,41,134,32071,64,3467,905881
202205,148,31700,C,Manchester-Nashua  NH ,307,307,87174,6,12,2214,2,6,1077,1,40,3835,95,95,36502,0,0,0,0,0,0,1,40,3835
202205,148,39300,C,Providence-Warwick  RI-MA ,683,683,181716,43,86,12335,8,26,3521,6,44,5064,308,308,101862,26,52,7330,6,19,2328,2,24,2749
202205,148,49340,C,Worcester  MA-CT ,532,532,146002,22,44,8951,1,3,465,15,293,33156,292,292,76739,17,34,7115,1,3,465,4,136,14528
202205,150,14540,C,Bowling Green  KY ,412,412,98457,2,4,400,3,11,1025,28,256,18867,411,411,98307,2,4,400,2,8,800,28,256,18867
202205,154,15180,C,Brownsville-Harlingen  TX ,876,876,105825,16,32,2632,11,36,4339,11,112,9175,56,56,15228,0,0,0,0,0,0,0,0,0
202205,160,15380,C,Buffalo-Cheektowaga  NY ,425,425,151563,8,16,3001,0,0,0,11,133,24583,350,350,133660,8,16,3001,0,0,0,3,22,2794
202205,162,15540,C,Burlington-South Burlington  VT ,187,187,59705,7,14,2488,1,3,145,20,149,16752,82,82,29850,1,2,160,0,0,0,1,9,1800
202205,163,15980,C,Cape Coral-Fort Myers  FL ,4697,4697,983637,39,78,9860,19,75,9323,46,1078,193351,2815,2815,570719,8,16,1852,16,63,7645,41,976,184823
202205,163,34940,C,Naples-Marco Island  FL ,1548,1548,658846,7,14,2147,22,88,17980,19,438,78044,1548,1548,658846,7,14,2147,22,88,17980,19,438,78044
202205,164,16020,C,Cape Girardeau  MO-IL ,48,48,13828,1,2,325,2,6,150,3,15,1732,0,0,0,0,0,0,0,0,0,0,0,0
202205,168,16300,C,Cedar Rapids  IA ,214,214,53302,13,26,4681,0,0,0,7,302,29416,203,203,50269,9,18,3244,0,0,0,7,302,29416
202205,168,26980,C,Iowa City  IA ,218,218,70861,16,32,7601,1,4,700,6,282,50905,155,155,54439,1,2,800,1,4,700,4,258,47465
202205,170,16620,C,Charleston  WV ,75,75,10768,0,0,0,0,0,0,0,0,0,49,49,6573,0,0,0,0,0,0,0,0,0
202205,170,26580,C,Huntington-Ashland  WV-KY-OH ,113,113,22194,3,6,300,2,6,280,0,0,0,1,1,150,3,6,300,2,6,280,0,0,0
