Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200799,102,18700, ,Corvallis  OR ,193,193,51040,4,8,1266,3,12,2242,0,0,0,193,193,51040,4,8,1266,3,12,2242,0,0,0
200799,104,10580, ,Albany-Schenectady-Troy  NY ,1591,1591,386651,18,36,3487,24,95,9410,71,981,98096,1399,1399,358018,17,34,3397,23,91,9130,67,947,96796
200799,104,24020, ,Glens Falls  NY ,452,452,71777,7,14,1201,2,7,470,1,24,1800,399,399,65666,7,14,1201,1,4,357,1,24,1800
200799,112,11180, ,Ames  IA ,244,244,59729,0,0,0,0,0,0,6,116,8845,240,240,59204,0,0,0,0,0,0,6,116,8845
200799,118,11540, ,Appleton  WI ,673,673,139040,23,46,4938,1,3,252,7,78,4590,637,637,131758,23,46,4938,1,3,252,7,78,4590
200799,118,36780, ,Oshkosh-Neenah  WI ,441,441,87135,15,30,3412,4,16,2345,4,72,5585,423,423,83178,15,30,3412,4,16,2345,4,72,5585
200799,120,11700, ,Asheville  NC ,3324,3324,710088,12,24,2233,29,103,9572,14,197,17953,2705,2705,588719,8,16,1522,27,97,8572,10,158,15034
200799,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,31089,31089,5074424,94,188,18954,132,481,58618,369,13012,1230922,30537,30537,4985335,94,188,18954,128,469,58318,368,12995,1229242
200799,122,23580, ,Gainesville  GA ,1283,1283,222581,2,4,93,9,30,3196,2,10,950,1283,1283,222581,0,0,0,2,8,776,2,10,950
200799,132,12940, ,Baton Rouge  LA ,4360,4360,602337,62,124,11188,18,72,5559,94,1811,143184,4276,4276,589538,62,124,11188,18,72,5559,94,1811,143184
200799,140,13460,C,Bend  OR ,1574,1574,401360,10,20,1994,8,25,2801,21,166,11021,1574,1574,401360,10,20,1994,8,25,2801,21,166,11021
200799,142,13820,C,Birmingham-Hoover  AL ,4930,4930,865318,1,2,130,4,15,1677,20,486,38157,4229,4229,748699,1,2,130,4,15,1677,13,339,27547
200799,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,5305,5305,1297800,217,434,50560,83,280,32759,262,5229,649716,4277,4277,1111501,170,340,39283,71,244,29386,170,4210,554510
200799,148,31700, ,Manchester-Nashua  NH ,697,697,149020,23,46,4592,5,20,2276,17,208,24277,632,632,137264,21,42,4208,5,20,2276,8,151,18845
200799,148,49340, ,Worcester  MA ,1660,1660,307131,13,26,2953,9,30,3549,5,71,2975,1439,1439,272223,11,22,2712,9,30,3549,5,71,2975
200799,154,15180, ,Brownsville-Harlingen  TX ,1728,1728,186135,47,94,5986,33,131,10069,15,138,14225,1706,1706,183681,47,94,5986,33,131,10069,15,138,14225
200799,160,15380, ,Buffalo-Niagara Falls  NY ,1388,1388,284898,3,6,795,2,8,860,26,530,58520,1373,1373,281801,3,6,795,2,8,860,26,530,58520
200799,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,15902,15902,2869302,15,30,2705,27,104,10592,185,5154,504481,15902,15902,2869302,15,30,2705,27,104,10592,185,5154,504481
200799,174,16860, ,Chattanooga  TN-GA ,2118,2118,317023,23,46,2566,14,53,2526,38,470,47998,1611,1611,245730,4,8,744,3,11,1133,22,303,32716
200799,174,17420, ,Cleveland  TN ,651,651,100643,17,34,2113,18,65,3975,5,69,4924,646,646,99932,16,32,1999,18,65,3975,5,69,4924
200799,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,18095,18095,4227916,284,568,63261,392,1261,115155,486,14009,1260999,17209,17209,4063850,282,564,62840,386,1240,113686,430,13296,1203732
200799,176,28100, ,Kankakee-Bradley  IL ,382,382,76516,8,16,1676,3,10,1423,0,0,0,374,374,75700,3,6,759,3,10,1423,0,0,0
200799,176,33140, ,Michigan City-La Porte  IN ,301,301,53685,0,0,0,3,9,386,1,20,1700,259,259,49702,0,0,0,0,0,0,1,20,1700
200799,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,5289,5289,1086485,65,130,15283,92,292,31649,113,1173,96309,5016,5016,1051809,65,130,15283,88,280,31262,90,1051,92094
200799,184,10420, ,Akron  OH ,1379,1379,270769,2,4,530,9,29,1985,14,182,6985,1234,1234,255632,2,4,530,4,14,1642,2,28,1544
200799,184,17460,C,Cleveland-Elyria-Mentor  OH ,3574,3574,750606,22,44,5113,18,60,6710,38,397,28643,3196,3196,700961,21,42,4988,7,25,4006,24,327,23179
200799,192,17900,C,Columbia  SC ,5576,5576,739970,14,28,1870,4,13,1138,63,1248,64749,3645,3645,517434,10,20,1439,0,0,0,33,693,33422
200799,194,12220,C,Auburn-Opelika  AL ,1181,1181,201015,11,22,2101,1,3,600,13,297,25476,1181,1181,201015,11,22,2101,1,3,600,13,297,25476
200799,194,17980, ,Columbus  GA-AL ,1199,1199,162824,5,10,792,11,36,1636,43,563,43659,697,697,110165,4,8,626,0,0,0,18,267,21311
200799,198,18140,C,Columbus  OH ,4322,4322,1036988,33,66,9816,128,500,46810,181,1514,94931,4019,4019,980815,33,66,9816,126,493,46600,181,1514,94931
200799,204,18580, ,Corpus Christi  TX ,1771,1771,229094,4,8,605,5,19,875,16,219,10140,1739,1739,225196,4,8,605,5,19,875,16,219,10140
200799,206,19100,C,Dallas-Fort Worth-Arlington  TX ,28156,28156,5995555,186,372,32920,136,532,39239,490,14508,1230392,27427,27427,5846789,182,364,32233,135,528,38943,484,14433,1227385
200799,212,19380, ,Dayton  OH ,1501,1501,349444,10,20,2045,1,4,150,6,52,4966,1462,1462,342308,10,20,2045,1,4,150,6,52,4966
