Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
9099,1000,9999, ,Birmingham AL MSA,2669,2669,238485,3,6,194,0,0,0,92,1316,48867,2636,2636,236330,3,6,194,0,0,0,92,1316,48867
9099,1010,9999, ,Bismarck ND MSA,273,273,23353,0,0,0,0,0,0,6,119,3922,272,272,23253,0,0,0,0,0,0,6,119,3922
9099,1020,9999, ,Bloomington IN MSA,426,426,41170,28,56,2931,2,8,360,7,51,1408,420,420,40630,28,56,2931,2,8,360,7,51,1408
9099,1040,9999, ,Bloomington-Normal IL MSA,561,561,39911,17,34,1514,4,16,527,13,136,4267,561,561,39911,17,34,1514,4,16,527,13,136,4267
9099,1080,9999, ,Boise City ID MSA,1840,1840,161347,16,32,1605,58,230,6682,39,468,13577,1840,1840,161347,16,32,1605,58,230,6682,39,468,13577
9099,1122,1120, ,Boston MA PMSA,3297,3297,394807,127,254,15502,24,85,5102,65,852,39032,3092,3092,378199,127,254,15502,24,85,5102,43,720,32870
9099,1122,1200, ,Brockton MA PMSA,271,271,23057,8,16,841,6,20,1022,6,35,1575,268,268,22780,8,16,841,6,20,1022,6,35,1575
9099,1122,4160, ,Lawrence-Haverhill MA-NH PMSA,998,998,99754,52,104,4372,4,14,1055,4,53,600,980,980,97337,48,96,3969,4,14,1055,3,48,300
9099,1122,4560, ,Lowell MA-NH PMSA,618,618,66674,20,40,2706,0,0,0,2,83,4328,601,601,64671,20,40,2706,0,0,0,2,83,4328
9099,1122,5350, ,Nashua NH PMSA,451,451,42956,20,40,1086,0,0,0,1,6,385,445,445,42075,20,40,1086,0,0,0,1,6,385
9099,1122,7090, ,Salem-Gloucester MA PMSA,313,313,39533,20,40,2678,16,64,3015,13,128,5913,304,304,38123,20,40,2678,16,64,3015,13,128,5913
9099,1140,9999, ,Bradenton FL MSA,1259,1259,70589,43,86,5712,10,39,1533,75,997,47493,1259,1259,70589,43,86,5712,10,39,1533,75,997,47493
9099,1150,9999, ,Bremerton WA MSA,1914,1914,105849,18,36,1178,0,0,0,41,632,22455,1888,1888,103995,18,36,1178,0,0,0,37,483,16348
9099,1240,9999, ,Brownsville-Harlingen TX MSA,641,641,27173,7,14,334,1,4,49,1,6,62,622,622,26679,7,14,334,1,4,49,1,6,62
9099,1260,9999, ,Bryan-College Station TX MSA,213,213,20202,0,0,0,0,0,0,0,0,0,213,213,20202,0,0,0,0,0,0,0,0,0
9099,1282,1280, ,Buffalo NY PMSA,2145,2145,240307,107,214,11445,20,73,3707,31,311,8072,2145,2145,240307,107,214,11445,20,73,3707,31,311,8072
9099,1282,5700, ,Niagara Falls NY PMSA,625,625,58897,26,52,2632,12,47,1484,11,173,3858,625,625,58897,26,52,2632,12,47,1484,11,173,3858
9099,1300,9999, ,Burlington NC MSA,343,343,23881,10,20,680,2,7,195,0,0,0,343,343,23881,10,20,680,2,7,195,0,0,0
9099,1305,9999, ,Burlington VT MSA,405,405,43001,10,20,1531,3,12,420,2,13,690,405,405,43001,10,20,1531,3,12,420,2,13,690
9099,1320,9999, ,Canton OH MSA,880,880,100653,40,80,4045,10,36,1610,26,260,8710,877,877,100476,40,80,4045,10,36,1610,26,260,8710
9099,1350,9999, ,Casper WY MSA,30,30,3191,0,0,0,0,0,0,0,0,0,30,30,3191,0,0,0,0,0,0,0,0,0
9099,1360,9999, ,Cedar Rapids IA MSA,499,499,37894,7,14,691,20,79,3413,7,90,1799,499,499,37894,7,14,691,20,79,3413,7,90,1799
9099,1400,9999, ,Champaign-Urbana-Rantoul IL MSA,218,218,18871,3,6,346,9,29,1761,24,276,8135,187,187,16586,3,6,346,9,29,1761,24,276,8135
9099,1440,9999, ,Charleston SC MSA,3034,3034,249266,28,56,2428,3,9,182,33,443,11429,2801,2801,227768,26,52,2088,0,0,0,33,443,11429
9099,1480,9999, ,Charleston WV MSA,175,175,14972,1,2,140,6,20,615,3,18,262,164,164,14491,1,2,140,2,8,120,1,8,160
9099,1520,9999, ,Charlotte-Gastonia-Rock Hill NC-SC MSA,7675,7675,615462,87,174,5194,28,108,3404,234,2795,70707,7434,7434,595599,85,170,5040,28,108,3404,216,2542,65867
9099,1540,9999, ,Charlottesville VA MSA,955,955,81006,30,60,3728,17,65,2649,28,271,9383,955,955,81006,30,60,3728,17,65,2649,28,271,9383
9099,1560,9999, ,Chattanooga TN-GA MSA,1288,1288,87153,37,74,2197,16,63,1087,12,79,3429,1182,1182,83065,35,70,2117,16,63,1087,8,59,1429
9099,1580,9999, ,Cheyenne WY MSA,79,79,7618,0,0,0,0,0,0,0,0,0,79,79,7618,0,0,0,0,0,0,0,0,0
9099,1602,0620, ,Aurora-Elgin IL PMSA,3015,3015,364250,47,94,5118,36,140,8196,40,599,21474,2998,2998,362846,47,94,5118,36,140,8196,40,599,21474
9099,1602,1600, ,Chicago IL PMSA,10495,10495,1261716,198,396,23766,168,588,33800,232,5187,327773,10269,10269,1244441,198,396,23766,168,588,33800,228,5167,327273
9099,1602,2960, ,Gary-Hammond IN PMSA,2157,2157,233546,29,58,3550,19,72,2980,1,6,137,2156,2156,233443,29,58,3550,19,72,2980,1,6,137
9099,1602,3690, ,Joliet IL PMSA,2623,2623,256386,36,72,5046,11,44,3634,4,34,1130,2605,2605,254636,36,72,5046,11,44,3634,4,34,1130
9099,1602,3800, ,Kenosha WI PMSA,682,682,61998,5,10,549,0,0,0,24,602,19885,682,682,61998,5,10,549,0,0,0,24,602,19885
9099,1602,3965, ,Lake County IL PMSA,3441,3441,405964,33,66,3829,8,31,1668,31,583,35313,3397,3397,401698,33,66,3829,8,31,1668,31,583,35313
9099,1620,9999, ,Chico CA MSA,1153,1153,107540,16,32,1603,59,229,9838,65,498,22202,1153,1153,107540,16,32,1603,59,229,9838,65,498,22202
9099,1642,1640, ,Cincinnati OH-KY-IN PMSA,5171,5171,493092,53,106,4196,11,41,3661,155,2283,61744,5021,5021,486242,53,106,4196,11,41,3661,155,2283,61744
9099,1642,3200, ,Hamilton-Middletown OH PMSA,1277,1277,83646,18,36,1384,9,31,1931,28,191,7622,1275,1275,83445,18,36,1384,8,28,1756,28,191,7622
9099,1660,9999, ,Clarksville-Hopkinsville TN-KY MSA,790,790,42360,6,12,249,12,45,1114,9,66,1296,790,790,42360,6,12,249,12,45,1114,9,66,1296
9099,1692,0080, ,Akron OH PMSA,2166,2166,232143,22,44,1868,28,111,5855,84,1011,27659,2166,2166,232143,22,44,1868,28,111,5855,84,1011,27659
9099,1692,1680, ,Cleveland OH PMSA,3797,3797,490735,65,130,8991,38,137,9448,106,1529,45654,3762,3762,487771,65,130,8991,37,134,9323,102,1472,42958
9099,1692,4440, ,Lorain-Elyria OH PMSA,821,821,96653,47,94,4552,8,31,952,14,87,2197,818,818,96510,47,94,4552,8,31,952,13,82,2030
9099,1720,9999, ,Colorado Springs CO MSA,745,745,74774,2,4,327,6,22,1150,16,278,11405,745,745,74774,2,4,327,6,22,1150,16,278,11405
9099,1740,9999, ,Columbia MO MSA,611,611,50780,62,124,5207,3,12,195,6,40,1050,611,611,50780,62,124,5207,3,12,195,6,40,1050
9099,1760,9999, ,Columbia SC MSA,2058,2058,157842,10,20,996,2,6,192,18,396,11594,2058,2058,157842,10,20,996,2,6,192,18,396,11594
9099,1800,9999, ,Columbus GA-AL MSA,520,520,27608,4,8,210,3,12,340,7,72,1794,520,520,27608,4,8,210,3,12,340,7,72,1794
9099,1840,9999, ,Columbus OH MSA,5770,5770,594169,70,140,5914,116,457,9507,227,3056,78550,5683,5683,588512,70,140,5914,116,457,9507,208,2918,75208
9099,1880,9999, ,Corpus Christi TX MSA,501,501,36186,1,2,85,12,40,955,1,9,403,467,467,33869,1,2,85,12,40,955,1,9,403
9099,1900,9999, ,Cumberland MD-WV MSA,266,266,15783,2,4,130,0,0,0,3,48,2089,258,258,15573,2,4,130,0,0,0,0,0,0
9099,1922,1920, ,Dallas TX PMSA,9916,9916,1109243,7,14,984,7,26,4571,219,4861,113569,9895,9895,1106695,7,14,984,7,26,4571,218,4854,113470
9099,1922,2800, ,Fort Worth-Arlington TX PMSA,4734,4734,512380,1,2,70,5,19,432,14,307,22292,4732,4732,512261,0,0,0,4,16,386,14,307,22292
9099,1950,9999, ,Danville VA MSA,301,301,19381,4,8,200,10,39,1086,6,50,1080,301,301,19381,4,8,200,10,39,1086,6,50,1080
9099,1960,9999, ,Davenport-Rock Island-Moline IA-IL MSA,637,637,66892,4,8,478,1,4,155,0,0,0,636,636,66820,4,8,478,1,4,155,0,0,0
9099,2000,9999, ,Dayton-Springfield OH MSA,2133,2133,199263,27,54,2314,39,150,5798,30,347,13469,2130,2130,199034,27,54,2314,39,150,5798,30,347,13469
9099,2020,9999, ,Daytona Beach FL MSA,3269,3269,263875,29,58,3627,7,26,1395,26,507,35979,3269,3269,263875,29,58,3627,7,26,1395,26,507,35979
9099,2030,9999, ,Decatur Al MSA,485,485,32445,1,2,40,7,27,710,7,67,1217,477,477,31839,1,2,40,7,27,710,7,67,1217
9099,2040,9999, ,Decatur IL MSA,207,207,20777,2,4,370,1,4,260,1,12,1000,206,206,20727,2,4,370,1,4,260,1,12,1000
9099,2082,1125, ,Boulder-Longmont CO PMSA,1014,1014,121872,0,0,0,2,7,255,29,439,14851,1014,1014,121872,0,0,0,2,7,255,29,439,14851
9099,2082,2080, ,Denver CO PMSA,4383,4383,486058,5,10,588,7,27,2797,3,76,1978,4381,4381,485746,5,10,588,7,27,2797,3,76,1978
9099,2120,9999, ,Des Moines IA MSA,1676,1676,152056,18,36,1940,10,38,2104,43,919,31241,1659,1659,151009,17,34,1870,10,38,2104,43,919,31241
9099,2162,0440, ,Ann Arbor MI PMSA,830,830,96129,13,26,2392,10,37,3995,81,916,34149,828,828,95961,13,26,2392,10,37,3995,81,916,34149
9099,2162,2160, ,Detroit MI PMSA,11283,11283,1058097,96,192,8418,99,380,22490,268,4307,162518,11228,11228,1053551,95,190,8334,98,377,22490,255,4218,160166
9099,2180,9999, ,Dothan AL MSA,326,326,19193,6,12,282,0,0,0,5,38,1053,325,325,19113,6,12,282,0,0,0,5,38,1053
9099,2200,9999, ,Dubuque IA MSA,247,247,20799,6,12,531,8,32,1754,5,55,3100,247,247,20799,6,12,531,8,32,1754,5,55,3100
9099,2240,9999, ,Duluth MN-WI MSA,589,589,39312,7,14,679,9,35,1513,1,12,634,549,549,36094,7,14,679,9,35,1513,1,12,634
9099,2290,9999, ,Eau Claire WI MSA,381,381,32320,5,10,652,9,34,1280,5,85,4850,381,381,32320,5,10,652,9,34,1280,5,85,4850
9099,2320,9999, ,El Paso TX MSA,1837,1837,96606,9,18,626,4,15,339,17,227,4326,1837,1837,96606,9,18,626,4,15,339,17,227,4326
9099,2330,9999, ,Elkhart-Goshen IN MSA,668,668,52941,5,10,551,9,36,1137,2,30,437,664,664,52679,5,10,551,9,36,1137,1,24,240
9099,2335,9999, ,Elmira NY MSA,100,100,9661,1,2,65,0,0,0,1,8,350,86,86,8616,0,0,0,0,0,0,1,8,350
9099,2340,9999, ,Enid OK MSA,31,31,3567,0,0,0,0,0,0,0,0,0,31,31,3567,0,0,0,0,0,0,0,0,0
9099,2360,9999, ,Erie PA MSA,593,593,41546,1,2,60,9,34,1207,9,49,1402,550,550,39480,1,2,60,9,34,1207,9,49,1402
9099,2400,9999, ,Eugene-Springfield OR MSA,884,884,81760,21,42,2306,14,50,2908,86,896,33888,878,878,81223,21,42,2306,14,50,2908,86,896,33888
9099,2440,9999, ,Evansville IN-KY MSA,752,752,60860,17,34,2403,2,6,190,20,313,4595,752,752,60860,17,34,2403,2,6,190,20,313,4595
9099,2520,9999, ,Fargo-Moorhead ND-MN MSA,417,417,37028,2,4,150,4,15,566,29,554,12104,416,416,36968,2,4,150,4,15,566,29,554,12104
9099,2560,9999, ,Fayetteville NC MSA,1024,1024,57452,2,4,100,15,55,1277,11,135,2976,1023,1023,57367,2,4,100,15,55,1277,11,135,2976
9099,2580,9999, ,Fayetteville-Springdale AR MSA,517,517,33582,52,104,3273,5,17,410,11,112,2589,516,516,33528,51,102,3218,5,17,410,11,112,2589
9099,2600,9999, ,Fitchburg-Leominster MA MSA,181,181,16309,4,8,403,6,24,880,4,99,2075,166,166,14932,4,8,403,6,24,880,4,99,2075
9099,2640,9999, ,Flint MI MSA,845,845,68318,13,26,1230,15,55,3072,14,355,11570,843,843,68149,13,26,1230,15,55,3072,14,355,11570
9099,2650,9999, ,Florence AL MSA,197,197,11201,5,10,172,4,13,317,11,146,2793,180,180,10605,5,10,172,4,13,317,11,146,2793
9099,2655,9999, ,Florence SC MSA,453,453,35185,10,20,550,3,10,240,17,227,6050,452,452,35055,10,20,550,3,10,240,17,227,6050
9099,2670,9999, ,Fort Collins-Loveland CO MSA,1017,1017,79199,18,36,1843,3,11,738,18,172,3787,1017,1017,79199,18,36,1843,3,11,738,18,172,3787
9099,2700,9999, ,Fort Myers-Cape Coral FL MSA,3383,3383,275330,95,190,10801,26,104,6546,88,1238,49963,3207,3207,261247,90,180,10267,22,88,5689,81,1131,44553
9099,2710,9999, ,Fort Pierce FL MSA,3101,3101,256089,36,72,3817,71,275,13017,31,330,22505,3101,3101,256089,36,72,3817,71,275,13017,31,330,22505
9099,2720,9999, ,Fort Smith AR-OK MSA,451,451,28157,8,16,649,2,6,175,7,187,3320,437,437,27293,8,16,649,2,6,175,7,187,3320
9099,2750,9999, ,Fort Walton Beach FL MSA,910,910,51827,0,0,0,0,0,0,8,155,2526,910,910,51827,0,0,0,0,0,0,8,155,2526
9099,2760,9999, ,Fort Wayne IN MSA,1681,1681,174677,30,60,1903,2,8,480,7,214,4600,1679,1679,174620,30,60,1903,2,8,480,7,214,4600
9099,2840,9999, ,Fresno CA MSA,3872,3872,375114,139,278,13156,48,185,8440,118,1018,34824,3872,3872,375114,139,278,13156,48,185,8440,118,1018,34824
9099,2880,9999, ,Gadsden AL MSA,114,114,6576,1,2,48,0,0,0,2,16,350,114,114,6576,1,2,48,0,0,0,2,16,350
9099,2900,9999, ,Gainesville FL MSA,943,943,54483,6,12,265,10,40,617,27,216,6567,943,943,54483,6,12,265,10,40,617,27,216,6567
9099,2975,9999, ,Glens Falls NY MSA,662,662,54155,24,48,3312,5,20,1195,1,10,262,649,649,53643,24,48,3312,5,20,1195,1,10,262
9099,2985,9999, ,Grand Forks ND MSA,71,71,6356,1,2,80,1,4,188,0,0,0,70,70,6281,0,0,0,1,4,188,0,0,0
9099,3000,9999, ,Grand Rapids MI MSA,2927,2927,274043,46,92,5192,58,225,9457,62,1632,60052,2890,2890,271425,46,92,5192,56,219,9197,61,1622,59874
9099,3040,9999, ,Great Falls MT MSA,53,53,5673,1,2,227,0,0,0,0,0,0,53,53,5673,1,2,227,0,0,0,0,0,0
9099,3060,9999, ,Greeley CO MSA,246,246,19037,6,12,573,4,13,848,0,0,0,231,231,18278,6,12,573,4,13,848,0,0,0
9099,3080,9999, ,Green Bay WI MSA,760,760,71672,59,118,5743,2,7,340,21,376,8320,590,590,57394,59,118,5743,1,4,280,21,376,8320
9099,3120,9999, ,Greensboro--Winston-Salem--High Point NC MSA,4364,4364,323725,44,88,2674,29,112,4476,44,426,9604,4361,4361,323441,44,88,2674,29,112,4476,44,426,9604
9099,3160,9999, ,Greenville-Spartanburg SC MSA,2802,2802,208611,54,108,4149,8,27,1000,85,1179,45240,2802,2802,208611,54,108,4149,8,27,1000,85,1179,45240
9099,3180,9999, ,Hagerstown MD MSA,631,631,55279,19,38,1143,0,0,0,1,8,160,630,630,55261,19,38,1143,0,0,0,1,8,160
9099,3240,9999, ,Harrisburg-Lebanon-Carlisle PA MSA,2454,2454,189590,16,32,996,12,43,1724,31,459,14932,2377,2377,185397,16,32,996,12,43,1724,30,443,14038
9099,3282,1170, ,Bristol CT PMSA,144,144,14487,0,0,0,1,3,65,1,7,125,144,144,14487,0,0,0,1,3,65,1,7,125
9099,3282,3280, ,Hartford CT PMSA,1262,1262,136971,18,36,1612,6,22,1601,9,357,13723,1262,1262,136971,18,36,1612,6,22,1601,9,357,13723
9099,3282,5020, ,Middletown CT PMSA,207,207,18744,2,4,187,0,0,0,1,15,360,207,207,18744,2,4,187,0,0,0,1,15,360
9099,3282,5440, ,New Britain CT PMSA,161,161,13089,4,8,316,2,7,249,0,0,0,161,161,13089,4,8,316,2,7,249,0,0,0
9099,3290,9999, ,Hickory-Morganton NC MSA,859,859,62640,22,44,1522,12,43,1256,19,137,3208,763,763,57069,22,44,1522,12,43,1256,19,137,3208
9099,3320,9999, ,Honolulu HI MSA,1524,1524,249477,63,126,18133,22,85,6335,95,1242,127931,1524,1524,249477,63,126,18133,22,85,6335,95,1242,127931
9099,3350,9999, ,Houma-Thibodaux LA MSA,393,393,22088,3,6,168,0,0,0,7,56,900,393,393,22088,3,6,168,0,0,0,7,56,900
9099,3362,1145, ,Brazoria TX PMSA,924,924,73804,2,4,88,0,0,0,1,12,1043,915,915,72812,2,4,88,0,0,0,1,12,1043
9099,3362,2920, ,Galveston-Texas City TX PMSA,942,942,104072,0,0,0,0,0,0,1,40,600,942,942,104072,0,0,0,0,0,0,1,40,600
9099,3362,3360, ,Houston TX PMSA,9065,9065,945165,6,12,375,8,31,1378,100,2259,49642,9062,9062,944985,6,12,375,8,31,1378,100,2259,49642
9099,3400,9999, ,Huntington-Ashland WV-KY-OH MSA,140,140,10212,3,6,108,2,7,504,0,0,0,135,135,10013,2,4,80,2,7,504,0,0,0
9099,3440,9999, ,Huntsville AL MSA,1380,1380,47989,4,8,217,6,24,1101,31,453,8004,1379,1379,47954,4,8,217,6,24,1101,31,453,8004
9099,3480,9999, ,Indianapolis IN MSA,6433,6433,726758,84,168,8572,44,160,10697,133,1716,49118,6429,6429,726585,84,168,8572,44,160,10697,133,1716,49118
9099,3500,9999, ,Iowa City IA MSA,374,374,39202,5,10,403,10,39,2195,16,196,5880,374,374,39202,5,10,403,10,39,2195,16,196,5880
9099,3520,9999, ,Jackson MI MSA,452,452,32665,3,6,265,2,6,568,10,120,6327,417,417,30647,3,6,265,2,6,568,10,120,6327
9099,3560,9999, ,Jackson MS MSA,1144,1144,76021,22,44,2093,4,15,688,8,96,3516,1142,1142,75903,22,44,2093,4,15,688,8,96,3516
9099,3580,9999, ,Jackson TN MSA,427,427,30123,1,2,40,1,4,90,0,0,0,427,427,30123,1,2,40,1,4,90,0,0,0
9099,3600,9999, ,Jacksonville FL MSA,5981,5981,457904,23,46,2232,22,87,3115,151,2044,58774,5981,5981,457904,23,46,2232,22,87,3115,151,2044,58774
9099,3605,9999, ,Jacksonville NC MSA,470,470,20458,2,4,158,4,14,506,3,44,2898,470,470,20458,2,4,158,4,14,506,3,44,2898
9099,3610,9999, ,Jamestown-Durkirk NY MSA,214,214,15372,1,2,70,1,3,30,1,6,170,198,198,14691,1,2,70,1,3,30,1,6,170
9099,3620,9999, ,Janesville-Beloit WI MSA,359,359,28148,39,78,4028,1,4,205,11,177,5048,338,338,27362,39,78,4028,1,4,205,11,177,5048
9099,3660,9999, ,Johnson City-Kingsport-Bristol TN-VA MSA,800,800,51087,8,16,416,7,28,672,16,130,3132,787,787,50506,8,16,416,7,28,672,16,130,3132
9099,3680,9999, ,Johnstown PA MSA,367,367,23738,2,4,114,0,0,0,2,64,2534,333,333,22042,2,4,114,0,0,0,2,64,2534
9099,3710,9999, ,Joplin MO MSA,252,252,15986,5,10,410,8,32,649,3,24,700,243,243,15356,5,10,410,8,32,649,3,24,700
9099,3720,9999, ,Kalamazoo MI MSA,658,658,75565,5,10,684,3,12,520,5,48,2448,607,607,71132,5,10,684,3,12,520,5,48,2448
9099,3740,9999, ,Kankakee IL MSA,245,245,22313,10,20,1018,4,16,470,8,168,9420,239,239,21850,10,20,1018,4,16,470,8,168,9420
9099,3760,9999, ,Kansas City MO-KS MSA,6197,6197,605227,122,244,13858,98,377,12153,53,596,22990,6171,6171,603330,122,244,13858,98,377,12153,53,596,22990
9099,3810,9999, ,Killeen-Temple TX MSA,257,257,18844,1,2,77,0,0,0,0,0,0,254,254,18759,1,2,77,0,0,0,0,0,0
9099,3840,9999, ,Knoxville TN MSA,2531,2531,173050,36,72,2256,39,145,4841,25,273,8863,2523,2523,172600,36,72,2256,39,145,4841,25,273,8863
9099,3850,9999, ,Kokomo IN MSA,196,196,18656,20,40,3544,0,0,0,0,0,0,189,189,18350,20,40,3544,0,0,0,0,0,0
9099,3870,9999, ,La Crosse WI MSA,268,268,23501,19,38,1937,3,12,303,11,133,4247,267,267,23462,19,38,1937,3,12,303,10,119,3779
9099,3880,9999, ,Lafayette LA MSA,402,402,36228,0,0,0,0,0,0,0,0,0,383,383,35518,0,0,0,0,0,0,0,0,0
9099,3920,9999, ,Lafayette-West Lafayette IN MSA,371,371,35393,0,0,0,3,12,320,33,369,9988,371,371,35393,0,0,0,3,12,320,33,369,9988
9099,3960,9999, ,Lake Charles LA MSA,484,484,32375,6,12,497,1,3,1100,11,93,2763,481,481,32241,6,12,497,1,3,1100,5,34,1165
9099,3980,9999, ,Lakeland-Winter Haven FL MSA,1988,1988,124254,49,98,3782,1,4,88,61,695,22851,1988,1988,124254,49,98,3782,1,4,88,61,695,22851
9099,4000,9999, ,Lancaster PA MSA,1947,1947,160593,14,28,1115,33,128,5695,47,578,24451,1770,1770,151966,14,28,1115,33,128,5695,46,558,23903
9099,4040,9999, ,Lansing-East Lansing MI MSA,1324,1324,106193,24,48,2696,6,23,1091,16,239,5734,1322,1322,105961,24,48,2696,6,23,1091,15,229,5511
9099,4080,9999, ,Laredo TX MSA,603,603,26910,4,8,124,10,38,610,14,175,3085,603,603,26910,4,8,124,10,38,610,14,175,3085
9099,4100,9999, ,Las Cruces NM MSA,433,433,30456,5,10,166,2,6,90,7,104,2657,368,368,26575,1,2,35,2,6,90,7,104,2657
9099,4120,9999, ,Las Vegas NV MSA,11201,11201,757124,63,126,3780,144,564,24658,740,8812,270204,11200,11200,757087,63,126,3780,144,564,24658,739,8806,270099
9099,4150,9999, ,Lawrence KS MSA,436,436,37460,53,106,5364,34,122,4242,7,46,1547,418,418,36331,53,106,5364,34,122,4242,7,46,1547
9099,4200,9999, ,Lawton OK MSA,61,61,6377,0,0,0,0,0,0,0,0,0,59,59,6331,0,0,0,0,0,0,0,0,0
9099,4240,9999, ,Lewiston-Auburn ME MSA,148,148,11811,4,8,233,0,0,0,1,8,232,148,148,11811,4,8,233,0,0,0,1,8,232
9099,4280,9999, ,Lexington-Fayette KY MSA,1943,1943,153661,43,86,2695,10,38,1027,15,98,2094,1943,1943,153661,43,86,2695,10,38,1027,15,98,2094
