Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
9399,1080,9999, ,Boise City ID MSA,4531,4531,421019,59,118,6316,149,589,22178,90,865,29323,4067,4067,385329,58,116,6198,146,579,21723,90,865,29323
9399,1122,1120, ,Boston MA-NH PMSA,6448,6448,809318,96,192,12810,4,14,807,44,792,53766,5994,5994,765144,77,154,10869,4,14,807,25,696,47342
9399,1122,1200, ,Brockton MA PMSA,745,745,68954,3,6,354,0,0,0,0,0,0,729,729,67511,3,6,354,0,0,0,0,0,0
9399,1122,2600, ,Fitchburg-Leominster MA PMSA,323,323,27333,2,4,266,0,0,0,0,0,0,196,196,17242,1,2,150,0,0,0,0,0,0
9399,1122,4160, ,Lawrence MA-NH PMSA,1526,1526,156045,8,16,781,0,0,0,2,10,63,1238,1238,124257,4,8,377,0,0,0,0,0,0
9399,1122,4560, ,Lowell MA-NH PMSA,976,976,105252,5,10,568,0,0,0,5,68,2200,948,948,101989,5,10,568,0,0,0,5,68,2200
9399,1122,4760, ,Manchester NH PMSA,555,555,61621,3,6,394,0,0,0,0,0,0,552,552,61331,3,6,394,0,0,0,0,0,0
9399,1122,5350, ,Nashua NH PMSA,601,601,55374,10,20,1232,0,0,0,0,0,0,564,564,52709,10,20,1232,0,0,0,0,0,0
9399,1122,5400, ,New Bedford MA PMSA,432,432,38005,6,12,678,0,0,0,2,33,1550,432,432,38005,6,12,678,0,0,0,2,33,1550
9399,1122,6450, ,Portsmouth-Rochester NH-ME PMSA,672,672,70924,1,2,100,1,3,210,4,220,9485,615,615,65784,1,2,100,1,3,210,4,220,9485
9399,1122,9240, ,Worcester MA-CT PMSA,1829,1829,177497,20,40,2320,6,20,867,15,89,3197,1241,1241,131226,16,32,1734,4,14,867,1,5,250
9399,1240,9999, ,Brownsville-Harlingen-San Benito TX MSA,1030,1030,56406,19,38,1160,11,39,921,15,146,5564,999,999,55514,19,38,1160,11,39,921,15,146,5564
9399,1260,9999, ,Bryan-College Station TX MSA,607,607,56440,54,108,4404,8,32,1394,0,0,0,607,607,56440,54,108,4404,8,32,1394,0,0,0
9399,1280,9999, ,Buffalo-Niagara Falls NY MSA,2421,2421,283271,78,156,9391,12,45,2307,12,128,4597,2406,2406,282150,78,156,9391,12,45,2307,11,123,4513
9399,1305,9999, ,Burlington VT MSA,698,698,69469,6,12,744,12,45,2243,4,74,2799,698,698,69469,6,12,744,9,36,1860,3,69,2685
9399,1320,9999, ,Canton-Massillon OH MSA,1068,1068,135419,47,94,5577,13,49,2287,11,229,11654,1068,1068,135419,47,94,5577,13,49,2287,10,224,11542
9399,1350,9999, ,Casper WY MSA,68,68,8758,0,0,0,0,0,0,0,0,0,68,68,8758,0,0,0,0,0,0,0,0,0
9399,1360,9999, ,Cedar Rapids IA MSA,803,803,72002,6,12,1043,23,91,5304,17,310,9178,799,799,71792,6,12,1043,23,91,5304,17,310,9178
9399,1400,9999, ,Champaign-Urbana IL MSA,288,288,27121,9,18,943,7,26,1176,21,429,12506,196,196,19616,6,12,628,3,10,290,21,429,12506
9399,1440,9999, ,Charleston-North Charleston SC MSA,2670,2670,260205,3,6,389,0,0,0,9,116,2593,2251,2251,225538,3,6,389,0,0,0,3,86,1774
9399,1480,9999, ,Charleston WV MSA,670,670,61721,1,2,65,7,27,894,2,38,600,665,665,61471,1,2,65,7,27,894,2,38,600
9399,1520,9999, ,Charlotte-Gastonia-Rock Hill NC-SC MSA,9420,9420,907416,61,122,5374,2,8,214,96,1292,42578,8875,8875,855186,56,112,5058,2,8,214,84,1158,38919
9399,1540,9999, ,Charlottesville VA MSA,1016,1016,102146,30,60,3619,6,23,1314,20,168,6958,1016,1016,102146,30,60,3619,6,23,1314,20,168,6958
9399,1560,9999, ,Chattanooga TN-GA MSA,1758,1758,138958,41,82,2910,2,8,290,6,93,3310,1587,1587,129917,41,82,2910,2,8,290,4,83,2310
9399,1580,9999, ,Cheyenne WY MSA,263,263,27829,2,4,198,4,16,515,0,0,0,254,254,27128,2,4,198,4,16,515,0,0,0
9399,1602,1600, ,Chicago IL PMSA,25243,25243,3035050,345,690,47098,324,1188,84871,281,3718,191536,23563,23563,2852730,301,602,41519,324,1188,84871,264,3619,187556
9399,1602,2960, ,Gary IN PMSA,2465,2465,284011,52,104,7158,28,100,5983,13,109,4372,2452,2452,282819,51,102,7037,28,100,5983,13,109,4372
9399,1602,3740, ,Kankakee IL PMSA,399,399,36299,14,28,1746,9,36,1520,8,58,2158,391,391,35379,14,28,1746,9,36,1520,8,58,2158
9399,1602,3800, ,Kenosha WI PMSA,654,654,66472,9,18,977,6,21,1495,25,282,8815,654,654,66472,9,18,977,6,21,1495,25,282,8815
9399,1620,9999, ,Chico-Paradise CA MSA,638,638,69820,3,6,352,3,12,869,8,80,3855,638,638,69820,3,6,352,3,12,869,8,80,3855
9399,1642,1640, ,Cincinnati OH-KY-IN PMSA,6959,6959,734543,91,182,9009,32,115,6144,137,1822,57284,6732,6732,721238,90,180,8967,32,115,6144,118,1615,50502
9399,1642,3200, ,Hamilton-Middletown OH PMSA,2135,2135,236779,23,46,2610,21,76,3981,43,378,14697,2107,2107,233704,17,34,1759,21,76,3981,43,378,14697
9399,1660,9999, ,Clarksville-Hopkinsville TN-KY MSA,1712,1712,95627,18,36,1029,60,231,5763,17,123,2553,1712,1712,95627,18,36,1029,60,231,5763,17,123,2553
9399,1692,0080, ,Akron OH PMSA,2564,2564,329606,44,88,4370,44,161,9616,18,202,6237,2560,2560,329249,44,88,4370,44,161,9616,18,202,6237
9399,1692,1680, ,Cleveland-Lorain-Elyria OH PMSA,5721,5721,783978,88,176,14166,98,355,21390,40,472,20500,5569,5569,765343,87,174,14006,93,339,21235,38,460,20067
9399,1720,9999, ,Colorado Springs CO MSA,3626,3626,314199,3,6,310,4,15,748,3,62,2574,3626,3626,314199,3,6,310,4,15,748,3,62,2574
9399,1740,9999, ,Columbia MO MSA,1050,1050,107276,89,178,8417,14,56,2554,0,0,0,1050,1050,107276,89,178,8417,14,56,2554,0,0,0
9399,1760,9999, ,Columbia SC MSA,2865,2865,210939,2,4,169,2,8,205,33,360,9285,2855,2855,210405,2,4,169,2,8,205,33,360,9285
9399,1800,9999, ,Columbus GA-AL MSA,1299,1299,104274,11,22,830,6,21,1055,19,176,5077,1299,1299,104274,11,22,830,6,21,1055,19,176,5077
9399,1840,9999, ,Columbus OH MSA,7534,7534,921426,87,174,10523,212,831,20192,292,2803,77416,5629,5629,766873,35,70,4727,78,304,9450,192,1819,54280
9399,1880,9999, ,Corpus Christi TX MSA,994,994,83808,4,8,430,6,20,763,11,116,3570,962,962,81508,4,8,430,6,20,763,11,116,3570
9399,1900,9999, ,Cumberland MD-WV MSA,275,275,18337,1,2,20,0,0,0,5,56,2064,254,254,17643,1,2,20,0,0,0,3,18,410
9399,1922,1920, ,Dallas TX PMSA,15729,15729,1978855,8,16,719,6,24,859,257,4346,151272,15642,15642,1968922,8,16,719,6,24,859,257,4346,151272
9399,1922,2800, ,Fort Worth-Arlington TX PMSA,6011,6011,711567,16,32,1760,1,4,90,18,365,13099,5624,5624,631278,16,32,1760,1,4,90,18,365,13099
9399,1950,9999, ,Danville VA MSA,445,445,31408,0,0,0,0,0,0,10,78,1914,445,445,31408,0,0,0,0,0,0,10,78,1914
9399,1960,9999, ,Davenport-Moline-Rock Island IA-IL MSA,904,904,93613,9,18,1245,8,26,1520,8,65,1865,884,884,91376,6,12,853,5,17,1115,8,65,1865
9399,2000,9999, ,Dayton-Springfield OH MSA,2445,2445,275324,67,134,6759,30,101,7042,42,604,20575,2437,2437,274721,64,128,6488,30,101,7042,42,604,20575
9399,2020,9999, ,Daytona Beach FL MSA,3017,3017,253120,11,22,1036,9,28,1272,12,578,45415,3012,3012,252765,11,22,1036,9,28,1272,12,578,45415
9399,2030,9999, ,Decatur Al MSA,525,525,39528,0,0,0,15,58,1437,3,18,779,448,448,36375,0,0,0,13,52,1383,2,13,733
9399,2040,9999, ,Decatur IL MSA,225,225,26328,1,2,428,1,3,600,2,22,660,225,225,26328,1,2,428,1,3,600,2,22,660
9399,2082,1125, ,Boulder-Longmont CO PMSA,2852,2852,322341,6,12,894,5,19,952,6,184,7186,2852,2852,322341,6,12,894,5,19,952,6,184,7186
9399,2082,2080, ,Denver CO PMSA,10843,10843,1351390,40,80,7192,9,35,2465,162,2016,79642,10512,10512,1311495,40,80,7192,9,35,2465,162,2016,79642
9399,2082,3060, ,Greeley CO PMSA,840,840,71217,14,28,1623,2,8,467,6,89,2873,828,828,70283,14,28,1623,2,8,467,6,89,2873
9399,2120,9999, ,Des Moines IA MSA,2258,2258,271067,13,26,1384,7,24,1976,34,510,21761,2251,2251,270783,13,26,1384,7,24,1976,34,510,21761
9399,2162,0440, ,Ann Arbor MI PMSA,2961,2961,291187,12,24,1114,12,43,3992,24,302,10387,2829,2829,280804,12,24,1114,12,43,3992,24,302,10387
9399,2162,2160, ,Detroit MI PMSA,12116,12116,1275696,50,100,6085,78,294,18982,138,2209,93805,11738,11738,1240516,48,96,5932,67,256,15305,99,1843,82792
9399,2162,2640, ,Flint MI PMSA,1022,1022,94963,3,6,276,1,4,240,19,191,4802,1012,1012,93972,3,6,276,1,4,240,19,191,4802
9399,2180,9999, ,Dothan AL MSA,431,431,28574,4,8,144,5,17,523,0,0,0,418,418,27638,4,8,144,5,17,523,0,0,0
9399,2190,9999, ,Dover DE MSA,790,790,55844,46,92,4319,0,0,0,1,49,1956,790,790,55844,46,92,4319,0,0,0,1,49,1956
9399,2200,9999, ,Dubuque IA MSA,300,300,29877,18,36,1690,14,52,2661,8,65,2219,300,300,29877,18,36,1690,14,52,2661,8,65,2219
9399,2240,9999, ,Duluth-Superior MN-WI MSA,789,789,54927,8,16,890,1,3,300,9,56,1597,634,634,42456,3,6,285,1,3,300,1,6,210
9399,2290,9999, ,Eau Claire WI MSA,463,463,44003,24,48,2459,34,135,5383,2,11,480,445,445,42077,23,46,2314,33,132,5270,2,11,480
9399,2320,9999, ,El Paso TX MSA,2193,2193,126253,17,34,1399,7,27,621,24,324,7379,2193,2193,126253,17,34,1399,7,27,621,24,324,7379
9399,2330,9999, ,Elkhart-Goshen IN MSA,777,777,73312,6,12,857,4,16,524,9,227,5577,777,777,73312,6,12,857,4,16,524,9,227,5577
9399,2335,9999, ,Elmira NY MSA,96,96,9828,1,2,57,8,31,1469,0,0,0,78,78,8526,1,2,57,7,28,1150,0,0,0
9399,2340,9999, ,Enid OK MSA,68,68,6150,1,2,150,0,0,0,1,10,370,68,68,6150,1,2,150,0,0,0,1,10,370
9399,2360,9999, ,Erie PA MSA,690,690,61082,13,26,1511,31,120,5391,13,137,5560,677,677,60585,13,26,1511,30,117,5286,13,137,5560
9399,2400,9999, ,Eugene-Springfield OR MSA,1244,1244,135625,26,52,3181,12,46,2300,6,136,5810,1244,1244,135625,26,52,3181,12,46,2300,6,136,5810
9399,2440,9999, ,Evansville-Henderson IN-KY MSA,1136,1136,97713,5,10,553,1,4,175,14,165,3038,1134,1134,97618,5,10,553,1,4,175,14,165,3038
9399,2520,9999, ,Fargo-Moorhead ND-MN MSA,821,821,78483,1,2,80,7,27,1499,49,1029,25623,819,819,78103,1,2,80,7,27,1499,49,1029,25623
9399,2560,9999, ,Fayetteville NC MSA,2638,2638,162221,19,38,1508,16,62,2184,50,812,33377,2638,2638,162221,19,38,1508,16,62,2184,50,812,33377
9399,2580,9999, ,Fayetteville-Springdale-Rogers AR MSA,1782,1782,127282,389,778,33299,31,117,4631,61,758,18756,1772,1772,126980,389,778,33299,31,117,4631,61,758,18756
9399,2650,9999, ,Florence AL MSA,259,259,14500,5,10,222,9,32,460,14,168,3323,213,213,12220,2,4,75,6,23,310,14,168,3323
9399,2655,9999, ,Florence SC MSA,469,469,39185,3,6,241,4,15,507,11,152,5424,410,410,34822,3,6,241,3,12,457,5,120,4784
9399,2670,9999, ,Fort Collins-Loveland CO MSA,2274,2274,221836,21,42,2490,19,76,3042,18,226,7771,2274,2274,221836,21,42,2490,19,76,3042,18,226,7771
9399,2700,9999, ,Fort Myers-Cape Coral FL MSA,3672,3672,338468,90,180,12086,94,364,27680,104,1112,86961,3499,3499,320668,84,168,11333,89,345,26203,99,1057,83219
9399,2710,9999, ,Fort Pierce-Port St. Lucie FL MSA,2225,2225,288059,187,374,28000,23,89,6924,58,418,29013,2225,2225,288059,187,374,28000,23,89,6924,58,418,29013
9399,2720,9999, ,Fort Smith AR-OK MSA,535,535,44615,18,36,1288,10,39,1360,0,0,0,510,510,43071,18,36,1288,10,39,1360,0,0,0
9399,2750,9999, ,Fort Walton Beach FL MSA,1577,1577,106797,6,12,410,22,82,2411,17,146,3700,1577,1577,106797,6,12,410,22,82,2411,17,146,3700
9399,2760,9999, ,Fort Wayne IN MSA,2271,2271,268295,5,10,682,0,0,0,11,192,5142,2268,2268,268209,5,10,682,0,0,0,11,192,5142
9399,2840,9999, ,Fresno CA MSA,4446,4446,416611,48,96,5722,24,81,3726,55,332,15428,4423,4423,415083,47,94,5640,24,81,3726,55,332,15428
9399,2880,9999, ,Gadsden AL MSA,189,189,14835,0,0,0,0,0,0,4,81,2450,188,188,14798,0,0,0,0,0,0,4,81,2450
9399,2900,9999, ,Gainesville FL MSA,962,962,84405,0,0,0,1,4,270,44,517,13089,962,962,84405,0,0,0,1,4,270,44,517,13089
9399,2975,9999, ,Glens Falls NY MSA,502,502,46588,3,6,344,2,8,613,2,49,1950,502,502,46588,3,6,344,2,8,613,2,49,1950
9399,2980,9999, ,Goldsboro NC MSA,444,444,32053,12,24,681,16,59,2307,2,15,555,54,54,5489,12,24,681,14,53,1827,2,15,555
9399,2985,9999, ,Grand Forks ND-MN MSA,242,242,21179,2,4,160,4,16,960,6,159,4614,238,238,20973,0,0,0,4,16,960,6,159,4614
9399,3000,9999, ,Grand Rapids-Muskegon-Holland MI MSA,4636,4636,445019,42,84,4656,29,113,5798,47,518,24292,4053,4053,393620,40,80,4327,18,72,3662,38,473,22213
9399,3040,9999, ,Great Falls MT MSA,107,107,11353,1,2,236,0,0,0,0,0,0,107,107,11353,1,2,236,0,0,0,0,0,0
9399,3080,9999, ,Green Bay WI MSA,1089,1089,124901,109,218,13366,1,4,162,38,582,18469,1070,1070,123460,109,218,13366,1,4,162,38,582,18469
9399,3120,9999, ,Greensboro--Winston-Salem--High Point NC MSA,6324,6324,545728,41,82,3190,17,57,2562,86,1084,29251,6319,6319,545398,41,82,3190,17,57,2562,86,1084,29251
9399,3150,9999, ,Greenville NC MSA,817,817,70383,3,6,234,0,0,0,68,923,21701,817,817,70383,3,6,234,0,0,0,68,923,21701
9399,3160,9999, ,Greenville-Spartanburg-Anderson SC MSA,4764,4764,389170,28,56,2089,11,39,1330,16,241,8381,4741,4741,387247,28,56,2089,11,39,1330,16,241,8381
9399,3240,9999, ,Harrisburg-Lebanon-Carlisle PA MSA,2677,2677,235227,6,12,436,9,35,1076,29,308,10636,2622,2622,231509,5,10,401,9,35,1076,29,308,10636
9399,3280,9999, ,Hartford CT MSA,2929,2929,295686,5,10,374,14,49,1820,25,163,5861,2907,2907,294109,5,10,374,14,49,1820,25,163,5861
9399,3290,9999, ,Hickory-Morganton NC MSA,1449,1449,126940,32,64,2260,4,16,420,8,69,1638,1257,1257,112335,24,48,2038,4,16,420,8,69,1638
9399,3320,9999, ,Honolulu HI MSA,1916,1916,292242,31,62,8879,16,59,4627,132,1374,66728,1916,1916,292242,31,62,8879,16,59,4627,132,1374,66728
9399,3350,9999, ,Houma LA MSA,655,655,50870,1,2,70,1,4,75,0,0,0,655,655,50870,1,2,70,1,4,75,0,0,0
9399,3362,1145, ,Brazoria TX PMSA,1257,1257,114549,0,0,0,2,6,244,10,125,4112,951,951,85605,0,0,0,0,0,0,0,0,0
9399,3362,2920, ,Galveston-Texas City TX PMSA,1319,1319,152149,0,0,0,18,70,4003,22,309,10252,1319,1319,152149,0,0,0,18,70,4003,22,309,10252
9399,3362,3360, ,Houston TX PMSA,11057,11057,1196530,11,22,1354,5,18,913,220,3119,110116,11032,11032,1192036,11,22,1354,5,18,913,220,3119,110116
9399,3400,9999, ,Huntington-Ashland WV-KY-OH MSA,192,192,14453,7,14,357,2,8,400,5,36,1067,150,150,11800,7,14,357,1,4,400,5,36,1067
9399,3440,9999, ,Huntsville AL MSA,1328,1328,58444,0,0,0,9,36,730,59,602,16006,1326,1326,58373,0,0,0,9,36,730,59,602,16006
9399,3480,9999, ,Indianapolis IN MSA,8906,8906,1072300,119,238,13175,26,96,8170,97,1161,37155,8837,8837,1066939,119,238,13175,26,96,8170,97,1161,37155
9399,3500,9999, ,Iowa City IA MSA,652,652,74390,13,26,2497,9,33,2489,22,257,9217,652,652,74390,13,26,2497,9,33,2489,22,257,9217
9399,3520,9999, ,Jackson MI MSA,479,479,39223,1,2,101,0,0,0,6,103,4129,406,406,34222,1,2,101,0,0,0,3,80,3717
9399,3560,9999, ,Jackson MS MSA,1954,1954,157918,9,18,483,16,64,1117,22,181,3640,1949,1949,157518,9,18,483,16,64,1117,22,181,3640
9399,3580,9999, ,Jackson TN MSA,544,544,45714,1,2,80,0,0,0,5,25,229,544,544,45714,1,2,80,0,0,0,5,25,229
9399,3600,9999, ,Jacksonville FL MSA,7017,7017,656056,97,194,10511,23,92,3301,24,205,11460,7012,7012,655821,97,194,10511,23,92,3301,24,205,11460
9399,3605,9999, ,Jacksonville NC MSA,665,665,32451,9,18,769,0,0,0,0,0,0,665,665,32451,9,18,769,0,0,0,0,0,0
9399,3610,9999, ,Jamestown NY MSA,222,222,17578,1,2,50,2,7,298,2,48,1609,210,210,17042,1,2,50,2,7,298,1,24,859
9399,3620,9999, ,Janesville-Beloit WI MSA,538,538,49787,45,90,5722,6,22,694,13,147,4960,459,459,42788,40,80,5201,4,16,520,12,135,4642
9399,3660,9999, ,Johnson City-Kingsport-Bristol TN-VA MSA,1096,1096,76571,29,58,1835,16,57,1479,36,304,8179,986,986,71566,29,58,1835,16,57,1479,27,251,6533
9399,3680,9999, ,Johnstown PA MSA,321,321,24715,1,2,45,0,0,0,3,23,1270,301,301,23404,1,2,45,0,0,0,3,23,1270
9399,3710,9999, ,Joplin MO MSA,372,372,29200,59,118,6513,29,113,3197,3,48,760,337,337,26703,59,118,6513,27,107,3080,3,48,760
9399,3720,9999, ,Kalamazoo-Battle Creek MI MSA,1397,1397,139631,7,14,737,9,36,1310,20,450,11793,1176,1176,125695,7,14,737,9,36,1310,20,450,11793
9399,3760,9999, ,Kansas City MO-KS MSA,8686,8686,941694,99,198,12040,78,305,10723,18,404,27072,8537,8537,933060,96,192,11470,78,305,10723,18,404,27072
9399,3810,9999, ,Killeen-Temple TX MSA,1765,1765,148688,15,30,1274,0,0,0,0,0,0,1765,1765,148688,15,30,1274,0,0,0,0,0,0
9399,3840,9999, ,Knoxville TN MSA,3359,3359,244599,44,88,2999,17,65,1938,35,416,13551,3211,3211,227787,43,86,2954,17,65,1938,35,416,13551
9399,3850,9999, ,Kokomo IN MSA,272,272,29094,21,42,3731,0,0,0,6,120,4500,258,258,28516,21,42,3731,0,0,0,6,120,4500
9399,3870,9999, ,La Crosse WI-MN MSA,481,481,49310,30,60,3008,5,19,734,8,81,2003,446,446,45973,30,60,3008,5,19,734,8,81,2003
9399,3880,9999, ,Lafayette LA MSA,1040,1040,90377,1,2,74,2,6,180,2,48,1282,1023,1023,89364,1,2,74,2,6,180,2,48,1282
9399,3920,9999, ,Lafayette IN MSA,708,708,71116,24,48,1234,0,0,0,15,234,6349,708,708,71116,24,48,1234,0,0,0,15,234,6349
9399,3960,9999, ,Lake Charles LA MSA,686,686,58245,17,34,1394,4,14,532,0,0,0,682,682,58035,17,34,1394,4,14,532,0,0,0
9399,3980,9999, ,Lakeland-Winter Haven FL MSA,2587,2587,171052,20,40,1670,1,4,185,2,24,1556,2574,2574,170488,20,40,1670,1,4,185,2,24,1556
9399,4000,9999, ,Lancaster PA MSA,2189,2189,199119,18,36,1975,4,14,902,28,502,29299,1892,1892,175759,18,36,1975,3,11,720,22,444,26734
9399,4040,9999, ,Lansing-East Lansing MI MSA,1416,1416,145034,8,16,782,3,10,657,37,411,25634,1378,1378,142172,6,12,594,3,10,657,37,411,25634
9399,4080,9999, ,Laredo TX MSA,869,869,46834,3,6,139,30,116,2710,52,558,12699,0,0,0,0,0,0,0,0,0,0,0,0
9399,4100,9999, ,Las Cruces NM MSA,905,905,76662,2,4,129,3,11,217,3,88,1616,905,905,76662,2,4,129,3,11,217,3,88,1616
9399,4120,9999, ,Las Vegas NV-AZ MSA,17464,17464,1219274,87,174,7874,100,393,17032,313,2994,130518,17459,17459,1218793,87,174,7874,100,393,17032,313,2994,130518
9399,4150,9999, ,Lawrence KS MSA,537,537,52894,86,172,8625,16,63,3626,20,191,3400,537,537,52894,86,172,8625,16,63,3626,20,191,3400
9399,4200,9999, ,Lawton OK MSA,213,213,19887,1,2,40,0,0,0,0,0,0,213,213,19887,1,2,40,0,0,0,0,0,0
9399,4240,9999, ,Lewiston-Auburn ME MSA,183,183,15089,0,0,0,0,0,0,0,0,0,161,161,13364,0,0,0,0,0,0,0,0,0
9399,4280,9999, ,Lexington KY MSA,2835,2835,244641,79,158,5830,34,128,3873,45,438,11475,2570,2570,225541,75,150,5477,32,122,3513,44,433,11375
9399,4320,9999, ,Lima OH MSA,377,377,41329,20,40,2149,2,6,242,0,0,0,365,365,40323,20,40,2149,2,6,242,0,0,0
9399,4360,9999, ,Lincoln NE MSA,1063,1063,118022,29,58,2884,1,4,185,37,520,11580,1060,1060,117764,29,58,2884,1,4,185,37,520,11580
9399,4400,9999, ,Little Rock-North Little Rock AR MSA,2084,2084,219418,34,68,1764,33,126,3418,17,250,6445,2084,2084,219418,34,68,1764,33,126,3418,17,250,6445
9399,4420,9999, ,Longview-Marshall TX MSA,240,240,20390,7,14,394,0,0,0,0,0,0,240,240,20390,7,14,394,0,0,0,0,0,0
9399,4472,4480, ,Los Angeles-Long Beach CA PMSA,4523,4523,780959,130,260,24160,89,302,25850,138,2347,211810,4395,4395,770149,119,238,22582,74,256,22882,122,2250,206849
9399,4472,5945, ,Orange County CA PMSA,4441,4441,728316,35,70,6869,70,258,24199,174,1575,117179,4441,4441,728316,35,70,6869,70,258,24199,174,1575,117179
9399,4472,6780, ,Riverside-San Bernardino CA PMSA,12300,12300,1430669,48,96,8307,39,149,10370,49,507,21839,12262,12262,1427552,48,96,8307,38,146,10193,49,507,21839
