Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202202,104,10580,C,Albany-Schenectady-Troy  NY ,292,292,48044,31,62,1506,0,0,0,6,51,5451,252,252,37339,30,60,1206,0,0,0,3,32,3048
202202,104,24020,C,Glens Falls  NY ,33,33,9615,1,2,297,2,7,916,0,0,0,17,17,5838,1,2,297,2,7,916,0,0,0
202202,106,10740,C,Albuquerque  NM ,369,369,88577,0,0,0,0,0,0,4,101,4708,301,301,70977,0,0,0,0,0,0,1,84,4000
202202,106,42140,C,Santa Fe  NM ,50,50,15810,0,0,0,0,0,0,0,0,0,50,50,15810,0,0,0,0,0,0,0,0,0
202202,107,11020,C,Altoona  PA ,13,13,3384,0,0,0,0,0,0,0,0,0,2,2,727,0,0,0,0,0,0,0,0,0
202202,108,11100,C,Amarillo  TX ,175,175,42261,2,4,514,0,0,0,0,0,0,171,171,40911,2,4,514,0,0,0,0,0,0
202202,118,11540,C,Appleton  WI ,88,88,28198,8,16,2850,0,0,0,1,5,567,75,75,24328,8,16,2850,0,0,0,1,5,567
202202,118,36780,C,Oshkosh-Neenah  WI ,46,46,17972,0,0,0,0,0,0,0,0,0,42,42,16769,0,0,0,0,0,0,0,0,0
202202,120,11700,C,Asheville  NC ,489,489,142664,3,6,911,0,0,0,11,237,23381,184,184,52780,1,2,30,0,0,0,1,12,912
202202,122,12020,C,Athens-Clarke County  GA ,137,137,35759,1,2,60,0,0,0,12,263,25175,120,120,34627,1,2,60,0,0,0,12,263,25175
202202,122,12060,C,Atlanta-Sandy Springs-Alpharetta  GA ,4845,4845,1150967,7,14,2093,16,59,7818,64,2204,248246,4283,4283,1033011,3,6,1283,14,53,7391,54,2012,230402
202202,122,23580,C,Gainesville  GA ,222,222,52396,0,0,0,9,33,3301,7,41,4953,52,52,12336,0,0,0,9,33,3301,7,41,4953
202202,122,40660,C,Rome  GA ,43,43,8009,0,0,0,0,0,0,0,0,0,43,43,8009,0,0,0,0,0,0,0,0,0
202202,140,13460,C,Bend  OR ,239,239,80803,7,14,3015,11,33,3174,5,84,9228,143,143,58215,7,14,3015,9,27,2171,3,56,6047
202202,142,13820,C,Birmingham-Hoover  AL ,534,534,162097,0,0,0,0,0,0,0,0,0,373,373,102885,0,0,0,0,0,0,0,0,0
202202,144,14020,C,Bloomington  IN ,41,41,11113,2,4,568,0,0,0,2,55,6458,0,0,0,0,0,0,0,0,0,0,0,0
202202,145,14010,C,Bloomington  IL ,22,22,5459,1,2,146,0,0,0,0,0,0,13,13,3509,0,0,0,0,0,0,0,0,0
202202,146,14100,C,Bloomsburg-Berwick  PA ,16,16,3335,0,0,0,0,0,0,0,0,0,7,7,1645,0,0,0,0,0,0,0,0,0
202202,147,14260,C,Boise City  ID ,1225,1225,314402,1,2,331,11,43,3913,47,536,81414,1177,1177,302841,1,2,331,11,43,3913,47,536,81414
202202,148,12700,C,Barnstable Town  MA ,81,81,39923,4,8,600,1,3,900,0,0,0,49,49,26981,4,8,600,1,3,900,0,0,0
202202,148,14460,C,Boston-Cambridge-Newton  MA-NH ,677,677,232286,29,58,14992,16,51,11374,104,2003,404070,277,277,120258,21,42,11760,14,45,10405,24,1402,331691
202202,148,31700,C,Manchester-Nashua  NH ,109,109,28462,1,2,296,0,0,0,1,40,3835,35,35,10758,0,0,0,0,0,0,1,40,3835
202202,148,39300,C,Providence-Warwick  RI-MA ,237,237,68342,17,34,4472,2,7,746,4,21,3772,116,116,41348,10,20,2836,1,4,523,1,6,949
202202,148,49340,C,Worcester  MA-CT ,179,179,47371,4,8,1585,0,0,0,5,81,11245,80,80,21635,2,4,800,0,0,0,1,14,2416
202202,150,14540,C,Bowling Green  KY ,143,143,34197,0,0,0,0,0,0,15,120,8557,143,143,34197,0,0,0,0,0,0,15,120,8557
202202,154,15180,C,Brownsville-Harlingen  TX ,406,406,37405,6,12,765,5,15,1585,4,39,2864,182,182,10023,2,4,202,0,0,0,0,0,0
202202,160,15380,C,Buffalo-Cheektowaga  NY ,138,138,50084,4,8,1732,0,0,0,6,55,8958,105,105,41626,4,8,1732,0,0,0,0,0,0
202202,162,15540,C,Burlington-South Burlington  VT ,73,73,21715,1,2,415,1,3,145,4,25,3022,42,42,13187,0,0,0,0,0,0,0,0,0
202202,163,15980,C,Cape Coral-Fort Myers  FL ,1866,1866,369014,18,36,4288,2,8,933,24,562,95004,1866,1866,369014,18,36,4288,2,8,933,24,562,95004
202202,163,34940,C,Naples-Marco Island  FL ,677,677,291154,3,6,1141,5,20,4393,11,205,68401,68,68,137686,0,0,0,0,0,0,1,72,36000
202202,164,16020,C,Cape Girardeau  MO-IL ,11,11,3049,1,2,325,1,3,75,2,10,1154,0,0,0,0,0,0,0,0,0,0,0,0
202202,168,16300,C,Cedar Rapids  IA ,46,46,10929,2,4,1200,0,0,0,2,20,4327,45,45,10715,2,4,1200,0,0,0,2,20,4327
202202,168,26980,C,Iowa City  IA ,56,56,17043,2,4,797,2,7,845,2,14,2007,15,15,4734,0,0,0,0,0,0,0,0,0
202202,170,16620,C,Charleston  WV ,26,26,4078,0,0,0,0,0,0,0,0,0,14,14,2376,0,0,0,0,0,0,0,0,0
202202,170,26580,C,Huntington-Ashland  WV-KY-OH ,40,40,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202202,172,16740,C,Charlotte-Concord-Gastonia  NC-SC ,3585,3585,989447,10,20,3096,2,8,1055,43,2385,298249,3151,3151,856790,10,20,3096,2,8,1055,41,2350,294276
