Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202604,01,001,3,6,Autauga County                                              ,76,76,33779982,0,0,0,0,0,0,0,0,0,76,76,33779982,0,0,0,0,0,0,0,0,0
202604,01,003,3,6,Baldwin County                                              ,1237,1237,395714018,2,4,850212,1,3,502729,12,88,13671368,976,976,324300648,2,4,850212,1,3,502729,9,62,10560976
202604,01,005,3,6,Barbour County                                              ,4,4,1639400,0,0,0,0,0,0,0,0,0,4,4,1639400,0,0,0,0,0,0,0,0,0
202604,01,007,3,6,Bibb County                                                 ,13,13,20179900,0,0,0,0,0,0,0,0,0,13,13,20179900,0,0,0,0,0,0,0,0,0
202604,01,009,3,6,Blount County                                               ,4,4,971751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,013,3,6,Butler County                                               ,2,2,1088300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,015,3,6,Calhoun County                                              ,25,25,5652357,2,4,451786,0,0,0,0,0,0,18,18,3857500,0,0,0,0,0,0,0,0,0
202604,01,017,3,6,Chambers County                                             ,14,14,2410111,0,0,0,0,0,0,0,0,0,12,12,1956772,0,0,0,0,0,0,0,0,0
202604,01,019,3,6,Cherokee County                                             ,8,8,2404744,0,0,0,0,0,0,0,0,0,7,7,2192444,0,0,0,0,0,0,0,0,0
202604,01,021,3,6,Chilton County                                              ,48,48,8369298,0,0,0,2,7,703760,0,0,0,43,43,7180160,0,0,0,2,7,703760,0,0,0
202604,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,025,3,6,Clarke County                                               ,4,4,796999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,027,3,6,Clay County                                                 ,3,3,451431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,029,3,6,Cleburne County                                             ,2,2,430848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,031,3,6,Coffee County                                               ,75,75,21253357,0,0,0,0,0,0,0,0,0,43,43,13091792,0,0,0,0,0,0,0,0,0
202604,01,033,3,6,Colbert County                                              ,25,25,3220732,0,0,0,2,7,358969,0,0,0,12,12,1193455,0,0,0,2,7,358969,0,0,0
202604,01,035,3,6,Conecuh County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,039,3,6,Covington County                                            ,6,6,1441827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,041,3,6,Crenshaw County                                             ,1,1,161250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202604,01,043,3,6,Cullman County                                              ,87,87,17182408,0,0,0,0,0,0,0,0,0,83,83,16553539,0,0,0,0,0,0,0,0,0
202604,01,045,3,6,Dale County                                                 ,7,7,1233589,0,0,0,0,0,0,0,0,0,5,5,741000,0,0,0,0,0,0,0,0,0
