Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202312,01,001,3,6,Autauga County                                              ,260,260,91554102,0,0,0,0,0,0,0,0,0,260,260,91554102,0,0,0,0,0,0,0,0,0
202312,01,003,3,6,Baldwin County                                              ,3321,3321,1025192944,8,16,2437900,4,16,3482480,61,1015,138604202,3229,3229,1009569188,8,16,2437900,4,16,3482480,61,1015,138604202
202312,01,005,3,6,Barbour County                                              ,24,24,6591400,20,40,3552700,0,0,0,0,0,0,24,24,6591400,20,40,3552700,0,0,0,0,0,0
202312,01,007,3,6,Bibb County                                                 ,4,4,1648215,0,0,0,0,0,0,0,0,0,4,4,1648215,0,0,0,0,0,0,0,0,0
202312,01,009,3,6,Blount County                                               ,16,16,2771381,2,4,225000,0,0,0,0,0,0,12,12,1820521,2,4,225000,0,0,0,0,0,0
202312,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,013,3,6,Butler County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,015,3,6,Calhoun County                                              ,55,55,8165240,1,2,100000,0,0,0,0,0,0,48,48,7486710,1,2,100000,0,0,0,0,0,0
202312,01,017,3,6,Chambers County                                             ,29,29,4232302,0,0,0,0,0,0,0,0,0,22,22,3374802,0,0,0,0,0,0,0,0,0
202312,01,019,3,6,Cherokee County                                             ,11,11,2215200,0,0,0,0,0,0,0,0,0,7,7,1366000,0,0,0,0,0,0,0,0,0
202312,01,021,3,6,Chilton County                                              ,24,24,6624346,0,0,0,0,0,0,0,0,0,20,20,5571775,0,0,0,0,0,0,0,0,0
202312,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,025,3,6,Clarke County                                               ,1,1,285115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,027,3,6,Clay County                                                 ,15,15,1851004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,029,3,6,Cleburne County                                             ,2,2,340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,031,3,6,Coffee County                                               ,130,130,27196230,0,0,0,0,0,0,0,0,0,129,129,26608730,0,0,0,0,0,0,0,0,0
202312,01,033,3,6,Colbert County                                              ,80,80,11086896,0,0,0,0,0,0,0,0,0,51,51,7018448,0,0,0,0,0,0,0,0,0
202312,01,035,3,6,Conecuh County                                              ,1,1,149500,0,0,0,0,0,0,0,0,0,1,1,149500,0,0,0,0,0,0,0,0,0
202312,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,039,3,6,Covington County                                            ,13,13,3253046,0,0,0,0,0,0,0,0,0,6,6,2035268,0,0,0,0,0,0,0,0,0
202312,01,041,3,6,Crenshaw County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202312,01,043,3,6,Cullman County                                              ,178,178,38565862,8,16,1367000,0,0,0,3,16,4100000,149,149,32538223,8,16,1367000,0,0,0,3,16,4100000
202312,01,045,3,6,Dale County                                                 ,45,45,6518865,0,0,0,1,4,137000,0,0,0,41,41,5872850,0,0,0,1,4,137000,0,0,0
