Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2001,01,001,3,6,Autauga County                ,176,176,10280503,0,0,0,0,0,0,15,224,11208275,176,176,10280503,0,0,0,0,0,0,15,224,11208275
2001,01,003,3,6,Baldwin County                ,1735,1735,226817747,19,38,3859490,1,4,320000,13,310,55875000,1714,1714,224788154,18,36,3720530,1,4,320000,13,310,55875000
2001,01,005,3,6,Barbour County                ,23,23,2401865,0,0,0,0,0,0,0,0,0,23,23,2401865,0,0,0,0,0,0,0,0,0
2001,01,007,3,6,Bibb County                   ,4,4,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,01,009,3,6,Blount County                 ,44,44,5994660,0,0,0,0,0,0,0,0,0,44,44,5994660,0,0,0,0,0,0,0,0,0
2001,01,011,3,6,Bullock County                ,1,1,125000,0,0,0,0,0,0,0,0,0,1,1,125000,0,0,0,0,0,0,0,0,0
2001,01,013,3,6,Butler County                 ,7,7,736846,0,0,0,0,0,0,0,0,0,7,7,736846,0,0,0,0,0,0,0,0,0
2001,01,015,3,6,Calhoun County                ,243,243,34088846,0,0,0,0,0,0,3,16,733232,59,59,6004474,0,0,0,0,0,0,0,0,0
2001,01,017,3,6,Chambers County               ,22,22,1866169,0,0,0,0,0,0,0,0,0,22,22,1866169,0,0,0,0,0,0,0,0,0
2001,01,019,3,6,Cherokee County               ,21,21,1707555,0,0,0,0,0,0,0,0,0,17,17,1474555,0,0,0,0,0,0,0,0,0
2001,01,021,3,6,Chilton County                ,44,44,4970700,0,0,0,0,0,0,5,46,850000,31,31,3463700,0,0,0,0,0,0,5,46,850000
2001,01,023,3,6,Choctaw County                ,2,2,230000,0,0,0,0,0,0,0,0,0,2,2,230000,0,0,0,0,0,0,0,0,0
2001,01,025,3,6,Clarke County                 ,16,16,2296500,0,0,0,0,0,0,0,0,0,11,11,1609000,0,0,0,0,0,0,0,0,0
2001,01,027,3,6,Clay County                   ,5,5,355000,0,0,0,0,0,0,0,0,0,5,5,355000,0,0,0,0,0,0,0,0,0
2001,01,029,3,6,Cleburne County               ,5,5,372253,0,0,0,0,0,0,0,0,0,5,5,372253,0,0,0,0,0,0,0,0,0
2001,01,031,3,6,Coffee County                 ,128,128,11901760,0,0,0,0,0,0,0,0,0,128,128,11901760,0,0,0,0,0,0,0,0,0
2001,01,033,3,6,Colbert County                ,95,95,7228905,0,0,0,0,0,0,7,64,2866533,71,71,4840231,0,0,0,0,0,0,0,0,0
2001,01,035,3,6,Conecuh County                ,1,1,49000,0,0,0,0,0,0,0,0,0,1,1,49000,0,0,0,0,0,0,0,0,0
2001,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,01,039,3,6,Covington County              ,20,20,2060900,0,0,0,0,0,0,0,0,0,5,5,442000,0,0,0,0,0,0,0,0,0
2001,01,041,3,6,Crenshaw County               ,6,6,795000,0,0,0,0,0,0,0,0,0,6,6,795000,0,0,0,0,0,0,0,0,0
2001,01,043,3,6,Cullman County                ,25,25,4557094,0,0,0,0,0,0,0,0,0,25,25,4557094,0,0,0,0,0,0,0,0,0
2001,01,045,3,6,Dale County                   ,47,47,4771997,0,0,0,0,0,0,0,0,0,43,43,4305395,0,0,0,0,0,0,0,0,0
