Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2009,01,001,3,6,Autauga County                ,110,110,17726760,0,0,0,0,0,0,0,0,0,100,100,16170599,0,0,0,0,0,0,0,0,0
2009,01,003,3,6,Baldwin County                ,788,788,162630514,3,6,222492,0,0,0,2,189,15217757,788,788,162630514,3,6,222492,0,0,0,2,189,15217757
2009,01,005,3,6,Barbour County                ,11,11,2665726,0,0,0,0,0,0,0,0,0,11,11,2665726,0,0,0,0,0,0,0,0,0
2009,01,007,3,6,Bibb County                   ,9,9,1707763,0,0,0,0,0,0,0,0,0,9,9,1707763,0,0,0,0,0,0,0,0,0
2009,01,009,3,6,Blount County                 ,11,11,2386320,1,2,80000,0,0,0,0,0,0,11,11,2386320,1,2,80000,0,0,0,0,0,0
2009,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,01,013,3,6,Butler County                 ,3,3,862000,0,0,0,0,0,0,0,0,0,3,3,862000,0,0,0,0,0,0,0,0,0
2009,01,015,3,6,Calhoun County                ,139,139,18150212,3,6,240000,1,3,386420,1,46,3247600,137,137,17924580,3,6,240000,1,3,386420,1,46,3247600
2009,01,017,3,6,Chambers County               ,16,16,2527000,0,0,0,0,0,0,0,0,0,16,16,2527000,0,0,0,0,0,0,0,0,0
2009,01,019,3,6,Cherokee County               ,8,8,1601250,0,0,0,0,0,0,0,0,0,6,6,1271250,0,0,0,0,0,0,0,0,0
2009,01,021,3,6,Chilton County                ,20,20,2568673,0,0,0,0,0,0,0,0,0,19,19,2429090,0,0,0,0,0,0,0,0,0
2009,01,023,3,6,Choctaw County                ,2,2,269000,0,0,0,0,0,0,0,0,0,2,2,269000,0,0,0,0,0,0,0,0,0
2009,01,025,3,6,Clarke County                 ,10,10,2523000,0,0,0,0,0,0,0,0,0,10,10,2523000,0,0,0,0,0,0,0,0,0
2009,01,027,3,6,Clay County                   ,2,2,190000,0,0,0,0,0,0,0,0,0,2,2,190000,0,0,0,0,0,0,0,0,0
2009,01,029,3,6,Cleburne County               ,9,9,1487077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,01,031,3,6,Coffee County                 ,169,169,21530255,0,0,0,0,0,0,0,0,0,168,168,21380630,0,0,0,0,0,0,0,0,0
2009,01,033,3,6,Colbert County                ,82,82,9678285,0,0,0,0,0,0,2,20,800000,21,21,2562254,0,0,0,0,0,0,2,20,800000
2009,01,035,3,6,Conecuh County                ,3,3,195233,0,0,0,0,0,0,0,0,0,3,3,195233,0,0,0,0,0,0,0,0,0
2009,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,01,039,3,6,Covington County              ,20,20,2592875,0,0,0,0,0,0,0,0,0,20,20,2592875,0,0,0,0,0,0,0,0,0
2009,01,041,3,6,Crenshaw County               ,1,1,26000,0,0,0,0,0,0,0,0,0,1,1,26000,0,0,0,0,0,0,0,0,0
2009,01,043,3,6,Cullman County                ,42,42,5256855,0,0,0,0,0,0,0,0,0,25,25,4330062,0,0,0,0,0,0,0,0,0
2009,01,045,3,6,Dale County                   ,50,50,4578342,0,0,0,0,0,0,1,55,2800000,50,50,4578342,0,0,0,0,0,0,1,55,2800000
