Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2002,01,001,3,6,Autauga County                ,276,276,13856975,0,0,0,0,0,0,0,0,0,276,276,13856975,0,0,0,0,0,0,0,0,0
2002,01,003,3,6,Baldwin County                ,2009,2009,269671818,8,16,1181904,2,8,613450,10,173,10196000,1964,1964,263888785,8,16,1181904,2,8,613450,10,173,10196000
2002,01,005,3,6,Barbour County                ,21,21,1600783,0,0,0,0,0,0,0,0,0,20,20,1515783,0,0,0,0,0,0,0,0,0
2002,01,007,3,6,Bibb County                   ,2,2,140000,0,0,0,0,0,0,0,0,0,2,2,140000,0,0,0,0,0,0,0,0,0
2002,01,009,3,6,Blount County                 ,45,45,6029991,0,0,0,1,3,121500,0,0,0,45,45,6029991,0,0,0,1,3,121500,0,0,0
2002,01,011,3,6,Bullock County                ,5,5,874767,0,0,0,0,0,0,0,0,0,5,5,874767,0,0,0,0,0,0,0,0,0
2002,01,013,3,6,Butler County                 ,11,11,1153370,0,0,0,0,0,0,0,0,0,11,11,1153370,0,0,0,0,0,0,0,0,0
2002,01,015,3,6,Calhoun County                ,215,215,23895277,1,2,10000,0,0,0,3,16,915315,185,185,21623389,1,2,10000,0,0,0,3,16,915315
2002,01,017,3,6,Chambers County               ,19,19,2876457,0,0,0,0,0,0,0,0,0,6,6,1975000,0,0,0,0,0,0,0,0,0
2002,01,019,3,6,Cherokee County               ,27,27,1940280,2,4,80000,0,0,0,0,0,0,27,27,1940280,2,4,80000,0,0,0,0,0,0
2002,01,021,3,6,Chilton County                ,36,36,4707900,0,0,0,0,0,0,0,0,0,19,19,2979000,0,0,0,0,0,0,0,0,0
2002,01,023,3,6,Choctaw County                ,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
2002,01,025,3,6,Clarke County                 ,20,20,2829442,0,0,0,0,0,0,0,0,0,15,15,2141942,0,0,0,0,0,0,0,0,0
2002,01,027,3,6,Clay County                   ,2,2,210000,0,0,0,0,0,0,0,0,0,2,2,210000,0,0,0,0,0,0,0,0,0
2002,01,029,3,6,Cleburne County               ,4,4,425000,0,0,0,0,0,0,0,0,0,4,4,425000,0,0,0,0,0,0,0,0,0
2002,01,031,3,6,Coffee County                 ,164,164,16215831,1,2,80000,0,0,0,0,0,0,164,164,16215831,1,2,80000,0,0,0,0,0,0
2002,01,033,3,6,Colbert County                ,110,110,8396329,0,0,0,0,0,0,5,52,2329058,2,2,110000,0,0,0,0,0,0,0,0,0
2002,01,035,3,6,Conecuh County                ,4,4,601600,0,0,0,0,0,0,0,0,0,4,4,601600,0,0,0,0,0,0,0,0,0
2002,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,039,3,6,Covington County              ,21,21,2080800,0,0,0,0,0,0,0,0,0,20,20,2000800,0,0,0,0,0,0,0,0,0
2002,01,041,3,6,Crenshaw County               ,6,6,1690000,0,0,0,0,0,0,0,0,0,6,6,1690000,0,0,0,0,0,0,0,0,0
2002,01,043,3,6,Cullman County                ,32,32,3763106,1,2,100000,1,4,155200,3,118,2766206,32,32,3763106,1,2,100000,1,4,155200,3,118,2766206
2002,01,045,3,6,Dale County                   ,42,42,4072839,0,0,0,0,0,0,0,0,0,40,40,3824624,0,0,0,0,0,0,0,0,0
