Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
1999,01,001,3,6,Autauga County                ,215,215,12320143,0,0,0,1,4,115385,2,34,1162500,177,177,10004795,0,0,0,0,0,0,1,24,850000
1999,01,003,3,6,Baldwin County                ,1866,1866,243844864,18,36,2936964,2,6,452000,32,648,68524498,1794,1794,238386799,18,36,2936964,2,6,452000,32,648,68524498
1999,01,005,3,6,Barbour County                ,34,34,2706188,2,4,166893,0,0,0,0,0,0,25,25,1859489,1,2,74000,0,0,0,0,0,0
1999,01,007,3,6,Bibb County                   ,4,4,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,01,009,3,6,Blount County                 ,63,63,8993659,0,0,0,0,0,0,6,48,2045000,63,63,8993659,0,0,0,0,0,0,6,48,2045000
1999,01,011,3,6,Bullock County                ,1,1,52500,0,0,0,0,0,0,0,0,0,1,1,52500,0,0,0,0,0,0,0,0,0
1999,01,013,3,6,Butler County                 ,14,14,1700000,0,0,0,0,0,0,12,128,4980206,14,14,1700000,0,0,0,0,0,0,12,128,4980206
1999,01,015,3,6,Calhoun County                ,180,180,16477156,0,0,0,8,32,1100000,23,210,11574502,65,65,5746000,0,0,0,8,32,1100000,11,132,8000000
1999,01,017,3,6,Chambers County               ,18,18,2017850,0,0,0,0,0,0,0,0,0,16,16,1882278,0,0,0,0,0,0,0,0,0
1999,01,019,3,6,Cherokee County               ,43,43,2119752,0,0,0,0,0,0,0,0,0,4,4,233000,0,0,0,0,0,0,0,0,0
1999,01,021,3,6,Chilton County                ,41,41,5076000,0,0,0,0,0,0,0,0,0,41,41,5076000,0,0,0,0,0,0,0,0,0
1999,01,023,3,6,Choctaw County                ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
1999,01,025,3,6,Clarke County                 ,15,15,1644880,0,0,0,0,0,0,6,48,1900000,15,15,1644880,0,0,0,0,0,0,6,48,1900000
1999,01,027,3,6,Clay County                   ,6,6,327600,0,0,0,0,0,0,0,0,0,6,6,327600,0,0,0,0,0,0,0,0,0
1999,01,029,3,6,Cleburne County               ,12,12,1306600,0,0,0,0,0,0,1,24,1638459,12,12,1306600,0,0,0,0,0,0,1,24,1638459
1999,01,031,3,6,Coffee County                 ,123,123,11115600,0,0,0,1,4,108000,7,53,2180000,123,123,11115600,0,0,0,1,4,108000,7,53,2180000
1999,01,033,3,6,Colbert County                ,132,132,10383406,2,4,180480,2,6,138000,0,0,0,127,127,10137156,2,4,180480,2,6,138000,0,0,0
1999,01,035,3,6,Conecuh County                ,9,9,724700,0,0,0,0,0,0,0,0,0,9,9,724700,0,0,0,0,0,0,0,0,0
1999,01,037,3,6,Coosa County                  ,1,1,45000,0,0,0,0,0,0,0,0,0,1,1,45000,0,0,0,0,0,0,0,0,0
1999,01,039,3,6,Covington County              ,19,19,1770350,0,0,0,0,0,0,0,0,0,18,18,1690350,0,0,0,0,0,0,0,0,0
1999,01,041,3,6,Crenshaw County               ,6,6,719500,0,0,0,0,0,0,0,0,0,6,6,719500,0,0,0,0,0,0,0,0,0
1999,01,043,3,6,Cullman County                ,116,116,8947050,1,2,50000,0,0,0,9,85,1515000,107,107,8085630,1,2,50000,0,0,0,9,85,1515000
1999,01,045,3,6,Dale County                   ,38,38,3982352,2,4,224952,0,0,0,5,40,1619048,38,38,3982352,2,4,224952,0,0,0,5,40,1619048
