Survey , FIPS , FIPS , Region , Division , County ,   , 1-unit ,   ,   , 2-unit ,   ,   , 34unit ,   ,   , 5-unit ,   ,   , 1-unit rep ,   ,   , 2-unit rep ,   ,   , 34-unit rep ,   ,   , 5-unit rep ,   ,  
Date , State , County , Code , Code , Name , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  ,  Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value 

9299  ,     01  , 001  , 3  , 6  , Autauga County  , 255  , 255  , 14622134  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 255  , 255  , 14622134  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 003  , 3  , 6  , Baldwin County  , 1408  , 1408  , 120244258  , 14  , 28  , 2040500  , 2  , 6  , 264100  , 0  , 0  , 0  , 1408  , 1408  , 120244258  , 14  , 28  , 2040500  , 2  , 6  , 264100  , 0  , 0  , 0
9299  ,     01  , 005  , 3  , 6  , Barbour County  , 64  , 64  , 3873729  , 2  , 4  , 159600  , 0  , 0  , 0  , 0  , 0  , 0  , 64  , 64  , 3873729  , 2  , 4  , 159600  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 007  , 3  , 6  , Bibb County  , 4  , 4  , 275000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 4  , 275000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 009  , 3  , 6  , Blount County  , 17  , 17  , 1374235  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 17  , 17  , 1374235  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 011  , 3  , 6  , Bullock County  , 3  , 3  , 112000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 013  , 3  , 6  , Butler County  , 11  , 11  , 600250  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 11  , 11  , 600250  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 015  , 3  , 6  , Calhoun County  , 155  , 155  , 10360855  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 24  , 680000  , 155  , 155  , 10360855  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 24  , 680000
9299  ,     01  , 017  , 3  , 6  , Chambers County  , 12  , 12  , 426500  , 1  , 2  , 25000  , 0  , 0  , 0  , 0  , 0  , 0  , 5  , 5  , 199000  , 1  , 2  , 25000  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 019  , 3  , 6  , Cherokee County  , 20  , 20  , 989765  , 1  , 2  , 30000  , 0  , 0  , 0  , 0  , 0  , 0  , 20  , 20  , 989765  , 1  , 2  , 30000  , 0  , 0  , 0  , 0  , 0  , 0
9299  ,     01  , 021  , 3  , 6  , Chilton County  , 30  , 30  , 1895500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 30  , 30  , 1895500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
