Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2004,01,001,3,6,Autauga County                ,367,367,19471050,0,0,0,0,0,0,0,0,0,367,367,19471050,0,0,0,0,0,0,0,0,0
2004,01,003,3,6,Baldwin County                ,3442,3442,426585145,22,44,3659170,14,55,5492450,15,1218,224430527,3355,3355,418779427,22,44,3659170,14,55,5492450,15,1218,224430527
2004,01,005,3,6,Barbour County                ,19,19,2388000,0,0,0,0,0,0,0,0,0,19,19,2388000,0,0,0,0,0,0,0,0,0
2004,01,007,3,6,Bibb County                   ,4,4,654563,0,0,0,0,0,0,0,0,0,4,4,654563,0,0,0,0,0,0,0,0,0
2004,01,009,3,6,Blount County                 ,34,34,5233447,2,4,161640,0,0,0,5,40,2205105,34,34,5233447,2,4,161640,0,0,0,5,40,2205105
2004,01,011,3,6,Bullock County                ,1,1,65000,0,0,0,0,0,0,0,0,0,1,1,65000,0,0,0,0,0,0,0,0,0
2004,01,013,3,6,Butler County                 ,18,18,2566548,0,0,0,0,0,0,0,0,0,18,18,2566548,0,0,0,0,0,0,0,0,0
2004,01,015,3,6,Calhoun County                ,204,204,25220208,1,2,80000,0,0,0,1,16,400000,188,188,22979600,1,2,80000,0,0,0,1,16,400000
2004,01,017,3,6,Chambers County               ,17,17,2102870,0,0,0,0,0,0,0,0,0,17,17,2102870,0,0,0,0,0,0,0,0,0
2004,01,019,3,6,Cherokee County               ,18,18,1593660,2,4,80000,0,0,0,0,0,0,18,18,1593660,2,4,80000,0,0,0,0,0,0
2004,01,021,3,6,Chilton County                ,47,47,7347150,0,0,0,0,0,0,4,49,3000000,47,47,7347150,0,0,0,0,0,0,4,49,3000000
2004,01,023,3,6,Choctaw County                ,2,2,261944,0,0,0,0,0,0,0,0,0,2,2,261944,0,0,0,0,0,0,0,0,0
2004,01,025,3,6,Clarke County                 ,20,20,3132600,0,0,0,0,0,0,0,0,0,20,20,3132600,0,0,0,0,0,0,0,0,0
2004,01,027,3,6,Clay County                   ,4,4,350000,0,0,0,0,0,0,6,36,1400000,4,4,350000,0,0,0,0,0,0,6,36,1400000
2004,01,029,3,6,Cleburne County               ,6,6,637500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,01,031,3,6,Coffee County                 ,283,283,31266833,0,0,0,2,6,200000,5,80,2600000,283,283,31266833,0,0,0,2,6,200000,5,80,2600000
2004,01,033,3,6,Colbert County                ,135,135,12862179,0,0,0,0,0,0,0,0,0,130,130,12145179,0,0,0,0,0,0,0,0,0
2004,01,035,3,6,Conecuh County                ,1,1,178000,0,0,0,0,0,0,0,0,0,1,1,178000,0,0,0,0,0,0,0,0,0
2004,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,01,039,3,6,Covington County              ,9,9,1503000,0,0,0,0,0,0,9,45,2882628,6,6,1078000,0,0,0,0,0,0,9,45,2882628
2004,01,041,3,6,Crenshaw County               ,3,3,544487,0,0,0,0,0,0,0,0,0,2,2,269487,0,0,0,0,0,0,0,0,0
2004,01,043,3,6,Cullman County                ,84,84,7488590,1,2,50000,0,0,0,0,0,0,84,84,7488590,1,2,50000,0,0,0,0,0,0
2004,01,045,3,6,Dale County                   ,69,69,5890498,1,2,102000,1,4,160000,0,0,0,43,43,4289653,1,2,102000,1,4,160000,0,0,0
