Survey , FIPS , FIPS , Region , Division , County ,   , 1-unit ,   ,   , 2-unit ,   ,   , 34unit ,   ,   , 5-unit ,   ,   , 1-unit rep ,   ,   , 2-unit rep ,   ,   , 34-unit rep ,   ,   , 5-unit rep ,   ,  
Date , State , County , Code , Code , Name , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  ,  Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value 

9499  ,     01  , 001  , 3  , 6  , Autauga County  , 215  , 215  , 11567758  , 0  , 0  , 0  , 0  , 0  , 0  , 8  , 57  , 1268571  , 182  , 182  , 9778634  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 42  , 987750
9499  ,     01  , 003  , 3  , 6  , Baldwin County  , 1932  , 1932  , 158406849  , 77  , 154  , 7255254  , 6  , 24  , 1306480  , 25  , 1099  , 79713444  , 968  , 968  , 93872423  , 41  , 82  , 5239254  , 6  , 24  , 1306480  , 25  , 1099  , 79713444
9499  ,     01  , 005  , 3  , 6  , Barbour County  , 47  , 47  , 4018635  , 1  , 2  , 75600  , 0  , 0  , 0  , 0  , 0  , 0  , 47  , 47  , 4018635  , 1  , 2  , 75600  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 007  , 3  , 6  , Bibb County  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 009  , 3  , 6  , Blount County  , 40  , 40  , 3066175  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 40  , 40  , 3066175  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 011  , 3  , 6  , Bullock County  , 25  , 25  , 709000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 25  , 25  , 709000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 013  , 3  , 6  , Butler County  , 19  , 19  , 1050000  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 24  , 693000  , 16  , 16  , 955000  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 24  , 693000
9499  ,     01  , 015  , 3  , 6  , Calhoun County  , 200  , 200  , 14601714  , 2  , 4  , 125500  , 6  , 24  , 500000  , 7  , 41  , 1274475  , 123  , 123  , 9440586  , 2  , 4  , 125500  , 6  , 24  , 500000  , 2  , 16  , 350000
9499  ,     01  , 017  , 3  , 6  , Chambers County  , 15  , 15  , 1178680  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 15  , 15  , 1178680  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 019  , 3  , 6  , Cherokee County  , 23  , 23  , 1057954  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 8  , 8  , 370000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 021  , 3  , 6  , Chilton County  , 47  , 47  , 4077000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 47  , 47  , 4077000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 023  , 3  , 6  , Choctaw County  , 5  , 5  , 379670  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 44  , 1644676  , 5  , 5  , 379670  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 44  , 1644676
9499  ,     01  , 025  , 3  , 6  , Clarke County  , 42  , 42  , 3193845  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 14  , 14  , 1072500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 027  , 3  , 6  , Clay County  , 13  , 13  , 685000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 13  , 13  , 685000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 029  , 3  , 6  , Cleburne County  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 031  , 3  , 6  , Coffee County  , 132  , 132  , 9859700  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 132  , 132  , 9859700  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 033  , 3  , 6  , Colbert County  , 158  , 158  , 11201060  , 6  , 12  , 357000  , 5  , 17  , 350000  , 3  , 24  , 800000  , 134  , 134  , 9666560  , 3  , 6  , 210000  , 2  , 8  , 200000  , 3  , 24  , 800000
9499  ,     01  , 035  , 3  , 6  , Conecuh County  , 9  , 9  , 367440  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 8  , 275000  , 9  , 9  , 367440  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 8  , 275000
9499  ,     01  , 037  , 3  , 6  , Coosa County  , 3  , 3  , 121339  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 039  , 3  , 6  , Covington County  , 34  , 34  , 2445278  , 1  , 2  , 30000  , 0  , 0  , 0  , 0  , 0  , 0  , 33  , 33  , 2365278  , 1  , 2  , 30000  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 041  , 3  , 6  , Crenshaw County  , 6  , 6  , 417000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 6  , 417000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 043  , 3  , 6  , Cullman County  , 91  , 91  , 6320975  , 2  , 4  , 90000  , 1  , 4  , 60000  , 10  , 142  , 2391670  , 91  , 91  , 6320975  , 2  , 4  , 90000  , 1  , 4  , 60000  , 10  , 142  , 2391670
9499  ,     01  , 045  , 3  , 6  , Dale County  , 80  , 80  , 6494411  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 80  , 80  , 6494411  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 047  , 3  , 6  , Dallas County  , 21  , 21  , 1090818  , 5  , 10  , 173333  , 5  , 17  , 386362  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9499  ,     01  , 049  , 3  , 6  , DeKalb County  , 72  , 72  , 5042100  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 20  , 800000  , 72  , 72  , 5042100  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 20  , 800000
