Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202204,01,001,3,6,Autauga County                                              ,117,117,38914410,0,0,0,0,0,0,0,0,0,117,117,38914410,0,0,0,0,0,0,0,0,0
202204,01,003,3,6,Baldwin County                                              ,1157,1157,317192405,0,0,0,0,0,0,2,17,1213413,935,935,273794740,0,0,0,0,0,0,0,0,0
202204,01,005,3,6,Barbour County                                              ,6,6,3060900,0,0,0,0,0,0,0,0,0,6,6,3060900,0,0,0,0,0,0,0,0,0
202204,01,007,3,6,Bibb County                                                 ,5,5,1825000,0,0,0,0,0,0,0,0,0,5,5,1825000,0,0,0,0,0,0,0,0,0
202204,01,009,3,6,Blount County                                               ,7,7,1352225,0,0,0,0,0,0,0,0,0,6,6,1114510,0,0,0,0,0,0,0,0,0
202204,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,013,3,6,Butler County                                               ,2,2,567293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,015,3,6,Calhoun County                                              ,33,33,5346052,0,0,0,0,0,0,0,0,0,28,28,4794700,0,0,0,0,0,0,0,0,0
202204,01,017,3,6,Chambers County                                             ,4,4,592290,0,0,0,0,0,0,0,0,0,4,4,592290,0,0,0,0,0,0,0,0,0
202204,01,019,3,6,Cherokee County                                             ,9,9,1395750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,021,3,6,Chilton County                                              ,120,120,26409793,0,0,0,0,0,0,0,0,0,119,119,26201720,0,0,0,0,0,0,0,0,0
202204,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,025,3,6,Clarke County                                               ,3,3,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,027,3,6,Clay County                                                 ,1,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,029,3,6,Cleburne County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,031,3,6,Coffee County                                               ,58,58,12898930,0,0,0,0,0,0,0,0,0,43,43,9073600,0,0,0,0,0,0,0,0,0
202204,01,033,3,6,Colbert County                                              ,76,76,9275110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,035,3,6,Conecuh County                                              ,2,2,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,039,3,6,Covington County                                            ,5,5,850166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,041,3,6,Crenshaw County                                             ,2,2,362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202204,01,043,3,6,Cullman County                                              ,67,67,15909708,7,14,600000,0,0,0,0,0,0,60,60,14531458,7,14,600000,0,0,0,0,0,0
202204,01,045,3,6,Dale County                                                 ,12,12,2076408,0,0,0,0,0,0,0,0,0,4,4,717200,0,0,0,0,0,0,0,0,0
