Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202203,01,001,3,6,Autauga County                                              ,81,81,26118336,0,0,0,0,0,0,0,0,0,81,81,26118336,0,0,0,0,0,0,0,0,0
202203,01,003,3,6,Baldwin County                                              ,857,857,238596976,0,0,0,0,0,0,1,5,260417,703,703,211706812,0,0,0,0,0,0,0,0,0
202203,01,005,3,6,Barbour County                                              ,4,4,2523500,0,0,0,0,0,0,0,0,0,4,4,2523500,0,0,0,0,0,0,0,0,0
202203,01,007,3,6,Bibb County                                                 ,3,3,1075000,0,0,0,0,0,0,0,0,0,3,3,1075000,0,0,0,0,0,0,0,0,0
202203,01,009,3,6,Blount County                                               ,5,5,825000,0,0,0,0,0,0,0,0,0,5,5,825000,0,0,0,0,0,0,0,0,0
202203,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,013,3,6,Butler County                                               ,1,1,227483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,015,3,6,Calhoun County                                              ,22,22,3329382,0,0,0,0,0,0,0,0,0,17,17,2778030,0,0,0,0,0,0,0,0,0
202203,01,017,3,6,Chambers County                                             ,6,6,746415,0,0,0,0,0,0,0,0,0,1,1,221415,0,0,0,0,0,0,0,0,0
202203,01,019,3,6,Cherokee County                                             ,7,7,984500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,021,3,6,Chilton County                                              ,117,117,25587201,0,0,0,0,0,0,0,0,0,116,116,25401720,0,0,0,0,0,0,0,0,0
202203,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,025,3,6,Clarke County                                               ,3,3,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,027,3,6,Clay County                                                 ,1,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,029,3,6,Cleburne County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,031,3,6,Coffee County                                               ,43,43,9073600,0,0,0,0,0,0,0,0,0,43,43,9073600,0,0,0,0,0,0,0,0,0
202203,01,033,3,6,Colbert County                                              ,57,57,6972016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,035,3,6,Conecuh County                                              ,2,2,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,039,3,6,Covington County                                            ,4,4,605666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,041,3,6,Crenshaw County                                             ,2,2,362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202203,01,043,3,6,Cullman County                                              ,56,56,12562708,0,0,0,0,0,0,0,0,0,50,50,11324458,0,0,0,0,0,0,0,0,0
202203,01,045,3,6,Dale County                                                 ,9,9,1380867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
