Survey , FIPS , FIPS , Region , Division , County ,   , 1-unit ,   ,   , 2-unit ,   ,   , 34unit ,   ,   , 5-unit ,   ,   , 1-unit rep ,   ,   , 2-unit rep ,   ,   , 34-unit rep ,   ,   , 5-unit rep ,   ,  
Date , State , County , Code , Code , Name , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  ,  Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value 

9599  ,     01  , 001  , 3  , 6  , Autauga County  , 219  , 219  , 11103535  , 0  , 0  , 0  , 0  , 0  , 0  , 5  , 40  , 778045  , 204  , 204  , 10296483  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 32  , 600000
9599  ,     01  , 003  , 3  , 6  , Baldwin County  , 1609  , 1609  , 177983684  , 75  , 150  , 7021628  , 5  , 20  , 1096680  , 41  , 1324  , 98500340  , 1430  , 1430  , 167231662  , 38  , 76  , 4949628  , 4  , 16  , 936200  , 40  , 1279  , 96784541
9599  ,     01  , 005  , 3  , 6  , Barbour County  , 44  , 44  , 3489607  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 44  , 44  , 3489607  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 007  , 3  , 6  , Bibb County  , 10  , 10  , 881500  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 24  , 936000  , 10  , 10  , 881500  , 0  , 0  , 0  , 0  , 0  , 0  , 1  , 24  , 936000
9599  ,     01  , 009  , 3  , 6  , Blount County  , 42  , 42  , 3568355  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 42  , 42  , 3568355  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 011  , 3  , 6  , Bullock County  , 2  , 2  , 143000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 2  , 143000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 013  , 3  , 6  , Butler County  , 19  , 19  , 1157480  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 16  , 16  , 1062480  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 015  , 3  , 6  , Calhoun County  , 182  , 182  , 14903718  , 2  , 4  , 114000  , 1  , 4  , 100000  , 9  , 85  , 3664475  , 66  , 66  , 7260484  , 2  , 4  , 114000  , 1  , 4  , 100000  , 4  , 60  , 2740000
9599  ,     01  , 017  , 3  , 6  , Chambers County  , 16  , 16  , 1465900  , 2  , 4  , 100000  , 0  , 0  , 0  , 0  , 0  , 0  , 16  , 16  , 1465900  , 2  , 4  , 100000  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 019  , 3  , 6  , Cherokee County  , 17  , 17  , 1314848  , 3  , 6  , 234000  , 0  , 0  , 0  , 0  , 0  , 0  , 17  , 17  , 1314848  , 3  , 6  , 234000  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 021  , 3  , 6  , Chilton County  , 32  , 32  , 1956000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 32  , 32  , 1956000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 023  , 3  , 6  , Choctaw County  , 4  , 4  , 322608  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 4  , 322608  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 025  , 3  , 6  , Clarke County  , 32  , 32  , 2393420  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 6  , 423600  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 027  , 3  , 6  , Clay County  , 7  , 7  , 655600  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 7  , 7  , 655600  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 029  , 3  , 6  , Cleburne County  , 8  , 8  , 612000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 8  , 8  , 612000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 031  , 3  , 6  , Coffee County  , 165  , 165  , 11102230  , 0  , 0  , 0  , 0  , 0  , 0  , 8  , 56  , 1861740  , 165  , 165  , 11102230  , 0  , 0  , 0  , 0  , 0  , 0  , 8  , 56  , 1861740
9599  ,     01  , 033  , 3  , 6  , Colbert County  , 149  , 149  , 10924785  , 8  , 16  , 476000  , 9  , 31  , 656000  , 2  , 21  , 700000  , 9  , 9  , 578000  , 0  , 0  , 0  , 2  , 8  , 181000  , 0  , 0  , 0
9599  ,     01  , 035  , 3  , 6  , Conecuh County  , 2  , 2  , 73400  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 2  , 73400  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 037  , 3  , 6  , Coosa County  , 2  , 2  , 80892  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 039  , 3  , 6  , Covington County  , 17  , 17  , 1355700  , 2  , 4  , 144000  , 0  , 0  , 0  , 0  , 0  , 0  , 16  , 16  , 1275700  , 2  , 4  , 144000  , 0  , 0  , 0  , 0  , 0  , 0
9599  ,     01  , 041  , 3  , 6  , Crenshaw County  , 3  , 3  , 289000  , 0  , 0  , 0  , 0  , 0  , 0  , 5  , 32  , 1100000  , 3  , 3  , 289000  , 0  , 0  , 0  , 0  , 0  , 0  , 5  , 32  , 1100000
