Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2007,01,001,3,6,Autauga County                ,260,260,43451952,0,0,0,0,0,0,0,0,0,260,260,43451952,0,0,0,0,0,0,0,0,0
2007,01,003,3,6,Baldwin County                ,1992,1992,336417488,7,14,1589550,5,18,2704518,27,247,18053511,1008,1008,197612136,7,14,1589550,5,18,2704518,27,247,18053511
2007,01,005,3,6,Barbour County                ,25,25,3662773,0,0,0,0,0,0,0,0,0,22,22,3215480,0,0,0,0,0,0,0,0,0
2007,01,007,3,6,Bibb County                   ,9,9,1372048,1,2,130000,0,0,0,0,0,0,9,9,1372048,1,2,130000,0,0,0,0,0,0
2007,01,009,3,6,Blount County                 ,32,32,4769363,0,0,0,1,4,151000,0,0,0,32,32,4769363,0,0,0,1,4,151000,0,0,0
2007,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,01,013,3,6,Butler County                 ,31,31,5016567,0,0,0,0,0,0,0,0,0,31,31,5016567,0,0,0,0,0,0,0,0,0
2007,01,015,3,6,Calhoun County                ,264,264,33383056,1,2,75000,0,0,0,13,206,7500000,264,264,33383056,1,2,75000,0,0,0,13,206,7500000
2007,01,017,3,6,Chambers County               ,24,24,2147579,0,0,0,1,4,450000,39,725,38098848,14,14,963579,0,0,0,1,4,450000,39,725,38098848
2007,01,019,3,6,Cherokee County               ,34,34,4874260,0,0,0,0,0,0,0,0,0,34,34,4874260,0,0,0,0,0,0,0,0,0
2007,01,021,3,6,Chilton County                ,86,86,11498376,0,0,0,0,0,0,0,0,0,86,86,11498376,0,0,0,0,0,0,0,0,0
2007,01,023,3,6,Choctaw County                ,1,1,200000,0,0,0,0,0,0,0,0,0,1,1,200000,0,0,0,0,0,0,0,0,0
2007,01,025,3,6,Clarke County                 ,22,22,3789135,0,0,0,1,4,250000,0,0,0,21,21,3609135,0,0,0,1,4,250000,0,0,0
2007,01,027,3,6,Clay County                   ,6,6,731564,0,0,0,0,0,0,0,0,0,6,6,731564,0,0,0,0,0,0,0,0,0
2007,01,029,3,6,Cleburne County               ,7,7,170000,0,0,0,0,0,0,0,0,0,7,7,170000,0,0,0,0,0,0,0,0,0
2007,01,031,3,6,Coffee County                 ,336,336,38697228,0,0,0,0,0,0,7,112,3894800,334,334,38429728,0,0,0,0,0,0,7,112,3894800
2007,01,033,3,6,Colbert County                ,174,174,20492641,0,0,0,0,0,0,8,94,4904000,169,169,19775641,0,0,0,0,0,0,8,94,4904000
2007,01,035,3,6,Conecuh County                ,4,4,433271,0,0,0,0,0,0,5,48,3600000,4,4,433271,0,0,0,0,0,0,5,48,3600000
2007,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,01,039,3,6,Covington County              ,15,15,2109477,0,0,0,0,0,0,2,198,17658655,15,15,2109477,0,0,0,0,0,0,2,198,17658655
2007,01,041,3,6,Crenshaw County               ,8,8,1081000,0,0,0,0,0,0,0,0,0,8,8,1081000,0,0,0,0,0,0,0,0,0
2007,01,043,3,6,Cullman County                ,91,91,11711838,0,0,0,2,8,800000,2,48,4800000,52,52,9585666,0,0,0,2,8,800000,2,48,4800000
2007,01,045,3,6,Dale County                   ,76,76,7528420,0,0,0,1,4,200000,0,0,0,75,75,7178420,0,0,0,1,4,200000,0,0,0
