Survey , FIPS , FIPS , Region , Division , County ,   , 1-unit ,   ,   , 2-unit ,   ,   , 34unit ,   ,   , 5-unit ,   ,   , 1-unit rep ,   ,   , 2-unit rep ,   ,   , 34-unit rep ,   ,   , 5-unit rep ,   ,  
Date , State , County , Code , Code , Name , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  ,  Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value 

9399  ,     01  , 001  , 3  , 6  , Autauga County  , 209  , 209  , 11331123  , 0  , 0  , 0  , 0  , 0  , 0  , 7  , 56  , 1048400  , 209  , 209  , 11331123  , 0  , 0  , 0  , 0  , 0  , 0  , 7  , 56  , 1048400
9399  ,     01  , 003  , 3  , 6  , Baldwin County  , 1964  , 1964  , 147348608  , 45  , 90  , 3356385  , 5  , 20  , 922800  , 33  , 490  , 19771324  , 1892  , 1892  , 143876245  , 14  , 28  , 1620385  , 5  , 20  , 922800  , 33  , 490  , 19771324
9399  ,     01  , 005  , 3  , 6  , Barbour County  , 57  , 57  , 4551394  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 57  , 57  , 4551394  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9399  ,     01  , 007  , 3  , 6  , Bibb County  , 2  , 2  , 65700  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 35  , 972222  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9399  ,     01  , 009  , 3  , 6  , Blount County  , 22  , 22  , 2212480  , 1  , 2  , 60160  , 0  , 0  , 0  , 0  , 0  , 0  , 22  , 22  , 2212480  , 1  , 2  , 60160  , 0  , 0  , 0  , 0  , 0  , 0
9399  ,     01  , 011  , 3  , 6  , Bullock County  , 4  , 4  , 149333  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9399  ,     01  , 013  , 3  , 6  , Butler County  , 22  , 22  , 1595130  , 0  , 0  , 0  , 2  , 8  , 1057600  , 0  , 0  , 0  , 22  , 22  , 1595130  , 0  , 0  , 0  , 2  , 8  , 1057600  , 0  , 0  , 0
9399  ,     01  , 015  , 3  , 6  , Calhoun County  , 165  , 165  , 11126859  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 24  , 887500  , 159  , 159  , 10752217  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 24  , 887500
9399  ,     01  , 017  , 3  , 6  , Chambers County  , 13  , 13  , 620500  , 1  , 2  , 20000  , 0  , 0  , 0  , 0  , 0  , 0  , 13  , 13  , 620500  , 1  , 2  , 20000  , 0  , 0  , 0  , 0  , 0  , 0
9399  ,     01  , 019  , 3  , 6  , Cherokee County  , 22  , 22  , 923727  , 0  , 0  , 0  , 5  , 20  , 450000  , 0  , 0  , 0  , 9  , 9  , 327500  , 0  , 0  , 0  , 5  , 20  , 450000  , 0  , 0  , 0
9399  ,     01  , 021  , 3  , 6  , Chilton County  , 30  , 30  , 2603500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 30  , 30  , 2603500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9399  ,     01  , 023  , 3  , 6  , Choctaw County  , 2  , 2  , 144984  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 2  , 144984  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
