Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202306,01,001,3,6,Autauga County                                              ,134,134,50178489,0,0,0,0,0,0,0,0,0,134,134,50178489,0,0,0,0,0,0,0,0,0
202306,01,003,3,6,Baldwin County                                              ,1583,1583,461309928,5,10,1527900,3,12,2538773,16,384,42327095,1530,1530,452637816,5,10,1527900,3,12,2538773,16,384,42327095
202306,01,005,3,6,Barbour County                                              ,21,21,5289800,20,40,3552700,0,0,0,0,0,0,21,21,5289800,20,40,3552700,0,0,0,0,0,0
202306,01,007,3,6,Bibb County                                                 ,1,1,384000,0,0,0,0,0,0,0,0,0,1,1,384000,0,0,0,0,0,0,0,0,0
202306,01,009,3,6,Blount County                                               ,9,9,1624355,1,2,75000,0,0,0,0,0,0,1,1,60000,1,2,75000,0,0,0,0,0,0
202306,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,013,3,6,Butler County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,015,3,6,Calhoun County                                              ,37,37,5361585,0,0,0,0,0,0,0,0,0,33,33,4908070,0,0,0,0,0,0,0,0,0
202306,01,017,3,6,Chambers County                                             ,11,11,1662657,0,0,0,0,0,0,0,0,0,8,8,1295157,0,0,0,0,0,0,0,0,0
202306,01,019,3,6,Cherokee County                                             ,2,2,141000,0,0,0,0,0,0,0,0,0,2,2,141000,0,0,0,0,0,0,0,0,0
202306,01,021,3,6,Chilton County                                              ,12,12,3903695,0,0,0,0,0,0,0,0,0,12,12,3903695,0,0,0,0,0,0,0,0,0
202306,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,025,3,6,Clarke County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,027,3,6,Clay County                                                 ,5,5,618144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,029,3,6,Cleburne County                                             ,1,1,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,031,3,6,Coffee County                                               ,53,53,12869730,0,0,0,0,0,0,0,0,0,52,52,12282230,0,0,0,0,0,0,0,0,0
202306,01,033,3,6,Colbert County                                              ,69,69,8726716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,035,3,6,Conecuh County                                              ,1,1,149500,0,0,0,0,0,0,0,0,0,1,1,149500,0,0,0,0,0,0,0,0,0
202306,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,039,3,6,Covington County                                            ,7,7,1521997,0,0,0,0,0,0,0,0,0,2,2,471000,0,0,0,0,0,0,0,0,0
202306,01,041,3,6,Crenshaw County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202306,01,043,3,6,Cullman County                                              ,74,74,17168435,4,8,748000,0,0,0,3,16,4100000,61,61,14507794,4,8,748000,0,0,0,3,16,4100000
202306,01,045,3,6,Dale County                                                 ,25,25,2800538,0,0,0,0,0,0,0,0,0,22,22,2281350,0,0,0,0,0,0,0,0,0
