Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202212,01,001,3,6,Autauga County                                              ,210,210,67761868,0,0,0,0,0,0,0,0,0,210,210,67761868,0,0,0,0,0,0,0,0,0
202212,01,003,3,6,Baldwin County                                              ,3124,3124,917619587,16,32,5113700,1,4,784685,11,252,19803996,2921,2921,881339988,16,32,5113700,1,4,784685,10,240,18851000
202212,01,005,3,6,Barbour County                                              ,20,20,6878600,0,0,0,0,0,0,0,0,0,20,20,6878600,0,0,0,0,0,0,0,0,0
202212,01,007,3,6,Bibb County                                                 ,9,9,3225000,0,0,0,0,0,0,0,0,0,9,9,3225000,0,0,0,0,0,0,0,0,0
202212,01,009,3,6,Blount County                                               ,21,21,3844970,0,0,0,0,0,0,0,0,0,17,17,2894110,0,0,0,0,0,0,0,0,0
202212,01,011,3,6,Bullock County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,013,3,6,Butler County                                               ,3,3,907103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,015,3,6,Calhoun County                                              ,74,74,12737342,1,2,125000,0,0,0,0,0,0,61,61,11100490,1,2,125000,0,0,0,0,0,0
202212,01,017,3,6,Chambers County                                             ,15,15,2408279,0,0,0,0,0,0,0,0,0,15,15,2408279,0,0,0,0,0,0,0,0,0
202212,01,019,3,6,Cherokee County                                             ,55,55,5584600,0,0,0,0,0,0,0,0,0,50,50,4523100,0,0,0,0,0,0,0,0,0
202212,01,021,3,6,Chilton County                                              ,163,163,34041170,0,0,0,0,0,0,0,0,0,163,163,34041170,0,0,0,0,0,0,0,0,0
202212,01,023,3,6,Choctaw County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,025,3,6,Clarke County                                               ,3,3,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,027,3,6,Clay County                                                 ,4,4,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,029,3,6,Cleburne County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,031,3,6,Coffee County                                               ,172,172,41710328,0,0,0,0,0,0,0,0,0,48,48,10087600,0,0,0,0,0,0,0,0,0
202212,01,033,3,6,Colbert County                                              ,100,100,13197950,0,0,0,0,0,0,0,0,0,53,53,6920000,0,0,0,0,0,0,0,0,0
202212,01,035,3,6,Conecuh County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,037,3,6,Coosa County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,039,3,6,Covington County                                            ,9,9,2106166,0,0,0,0,0,0,0,0,0,4,4,1126000,0,0,0,0,0,0,0,0,0
202212,01,041,3,6,Crenshaw County                                             ,2,2,362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202212,01,043,3,6,Cullman County                                              ,278,278,53126474,12,24,1670000,0,0,0,0,0,0,264,264,51027903,12,24,1670000,0,0,0,0,0,0
202212,01,045,3,6,Dale County                                                 ,36,36,5193340,0,0,0,0,0,0,0,0,0,25,25,3362850,0,0,0,0,0,0,0,0,0
