Survey,State,6-Digit,County,Place,MSA/,PMSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CMSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2000,02,009000,013,0070,9999,9999, ,99501      ,4,9,12,,Akutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,041000,020,0140,0380,9999, ,995196650  ,4,9,12,,Anchorage Borough,821,821,159930828,105,210,28057352,7,26,3720175,14,133,11146524,821,821,159930828,105,210,28057352,7,26,3720175,14,133,11146524
2000,02,049000,232,0160,9999,9999, ,99820      ,4,9,12,,Angoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,069000,000,    ,9999,9999, ,99519      ,4,9,0,,Balance of State-Part 1 Anchorage,72,72,12544724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,073000,000,    ,9999,9999, ,99707      ,4,9,0,,Balance of State-Part 2 Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,077000,000,    ,9999,9999, ,99801      ,4,9,12,,Balance of State-Part 3 Juneau,81,81,17116052,2,4,817769,1,4,364312,1,6,465000,81,81,17116052,2,4,817769,1,4,364312,1,6,465000
2000,02,085000,050,0310,9999,9999, ,99559      ,4,9,12,,Bethel,50,50,6321430,0,0,0,0,0,0,0,0,0,50,50,6321430,0,0,0,0,0,0,0,0,0
2000,02,097000,060,    ,9999,9999, ,99633      ,4,9,12,,Bristol Bay Borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,133000,261,0820,9999,9999, ,99574      ,4,9,12,,Cordova,3,3,530971,0,0,0,0,0,0,0,0,0,3,3,530971,0,0,0,0,0,0,0,0,0
2000,02,137000,201,0830,9999,9999, ,99921      ,4,9,12,,Craig,1,1,129086,0,0,0,0,0,0,0,0,0,1,1,129086,0,0,0,0,0,0,0,0,0
2000,02,177000,090,1080,9999,9999, ,99701      ,4,9,0,,Fairbanks,11,11,1010064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,181000,090,    ,9999,9999, ,99707      ,4,9,12,,Fairbanks North Star Borough Unincorporated Area,112,112,11568522,0,0,0,0,0,0,0,0,0,112,112,11568522,0,0,0,0,0,0,0,0,0
2000,02,209000,100,1280,9999,9999, ,99827      ,4,9,12,,Haines,9,9,824000,0,0,0,0,0,0,0,0,0,9,9,824000,0,0,0,0,0,0,0,0,0
2000,02,221000,122,1370,9999,9999, ,99603      ,4,9,10,,Homer,40,40,4150580,0,0,0,0,0,0,0,0,0,37,37,3828680,0,0,0,0,0,0,0,0,0
2000,02,253000,110,    ,9999,9999, ,99801      ,4,9,9,,Juneau Borough,86,86,17691237,4,8,1257253,1,4,364312,0,0,0,62,62,13539264,1,2,420706,1,4,364312,0,0,0
2000,02,277000,122,1630,9999,9999, ,99611      ,4,9,12,,Kenai,23,23,3356000,1,2,244000,3,10,627000,0,0,0,23,23,3356000,1,2,244000,3,10,627000,0,0,0
2000,02,289000,130,    ,9999,9999, ,99901      ,4,9,10,,Ketchikan Gateway Borough,31,31,4220840,4,8,768942,0,0,0,0,0,0,27,27,3745807,3,6,586667,0,0,0,0,0,0
2000,02,297000,013,1670,9999,9999, ,99612      ,4,9,1,,King Cove,1,1,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,317000,150,1750,9999,9999, ,99615      ,4,9,12,,Kodiak City-Kodiak Island Borough,46,46,6348092,4,8,809019,0,0,0,0,0,0,46,46,6348092,4,8,809019,0,0,0,0,0,0
2000,02,413000,180,2370,9999,9999, ,99762      ,4,9,12,,Nome,3,3,611978,0,0,0,0,0,0,0,0,0,3,3,611978,0,0,0,0,0,0,0,0,0
2000,02,425000,090,2410,9999,9999, ,99705      ,4,9,12,,North Pole,1,1,120800,0,0,0,0,0,0,0,0,0,1,1,120800,0,0,0,0,0,0,0,0,0
2000,02,429000,185,    ,9999,9999, ,99723      ,4,9,12,,North Slope Borough Unincorporated Area,11,11,1526068,0,0,0,0,0,0,0,0,0,11,11,1526068,0,0,0,0,0,0,0,0,0
2000,02,437000,185,2436,9999,9999, ,99789      ,4,9,0,,Nuiqsut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,457000,170,2510,9999,9999, ,996456952  ,4,9,12,,Palmer,21,21,2910113,1,2,282530,1,3,184154,2,16,1287536,21,21,2910113,1,2,282530,1,3,184154,2,16,1287536
2000,02,461000,232,2550,9999,9999, ,99832      ,4,9,12,,Pelican,1,1,10000,0,0,0,0,0,0,0,0,0,1,1,10000,0,0,0,0,0,0,0,0,0
2000,02,465000,280,2585,9999,9999, ,99833      ,4,9,12,,Petersburg,4,4,373660,0,0,0,0,0,0,0,0,0,4,4,373660,0,0,0,0,0,0,0,0,0
2000,02,505000,013,2900,9999,9999, ,99661      ,4,9,12,,Sand Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,525000,122,2950,9999,9999, ,99663      ,4,9,12,,Seldovia,1,1,7000,0,0,0,0,0,0,0,0,0,1,1,7000,0,0,0,0,0,0,0,0,0
2000,02,529000,122,2960,9999,9999, ,99664      ,4,9,12,,Seward,5,5,1023000,0,0,0,0,0,0,0,0,0,5,5,1023000,0,0,0,0,0,0,0,0,0
2000,02,557000,220,    ,9999,9999, ,99835      ,4,9,0,,Sitka Borough,28,28,2552984,5,10,728135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,561000,232,3050,9999,9999, ,99840      ,4,9,12,,Skagway,15,15,1187500,0,0,0,0,0,0,1,10,295000,15,15,1187500,0,0,0,0,0,0,1,10,295000
2000,02,565000,122,3070,9999,9999, ,99669      ,4,9,12,,Soldotna,22,22,2874269,0,0,0,0,0,0,1,6,205882,22,22,2874269,0,0,0,0,0,0,1,6,205882
2000,02,597000,232,3290,9999,9999, ,99841      ,4,9,12,,Tenakee Springs,6,6,1174374,0,0,0,0,0,0,0,0,0,6,6,1174374,0,0,0,0,0,0,0,0,0
