Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep,
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8499,16,39000,17,9999,,4,8,12,12,PRIEST RIVER . . . . . . . . . . .,2,2,20000,0,0,0,0,0,0,0,0,0,2,2,20000,0,0,0,0,0,0,0,0,0
8499,16,39200,55,9999,,4,8,12,12,RATHDRUM . . . . . . . . . . . . .,4,4,200000,0,0,0,0,0,0,0,0,0,4,4,200000,0,0,0,0,0,0,0,0,0
8499,16,39500,65,9999,,4,8,12,12,REXBURG. . . . . . . . . . . . . .,11,11,821000,0,0,0,1,4,65000,1,12,110000,11,11,821000,0,0,0,1,4,65000,1,12,110000
8499,16,39700,63,9999,,4,8,12,12,RICHFIELD. . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,40500,49,9999,,4,8,12,12,RIGGINS. . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,41500,67,9999,,4,8,12,12,RUPERT . . . . . . . . . . . . . .,4,4,175744,0,0,0,0,0,0,0,0,0,4,4,175744,0,0,0,0,0,0,0,0,0
8499,16,42000,43,9999,,4,8,0,0,ST. ANTHONY. . . . . . . . . . . .,1,1,41280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,42500,9,9999,,4,8,0,0,ST. MARIES . . . . . . . . . . . .,3,3,113260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,43000,59,9999,,4,8,0,0,SALMON # . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,43500,17,9999,,4,8,12,12,SANDPOINT. . . . . . . . . . . . .,9,9,358000,4,8,219000,1,3,69000,0,0,0,9,9,358000,4,8,219000,1,3,69000,0,0,0
8499,16,44000,11,9999,,4,8,12,12,SHELLEY. . . . . . . . . . . . . .,5,5,263506,0,0,0,0,0,0,0,0,0,5,5,263506,0,0,0,0,0,0,0,0,0
8499,16,44500,63,9999,,4,8,12,12,SHOSHONE . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,44800,79,9999,,4,8,12,12,SHOSHONE COUNTY. . . . . . . . . .,1,1,54424,0,0,0,0,0,0,0,0,0,1,1,54424,0,0,0,0,0,0,0,0,0
8499,16,45000,29,9999,,4,8,12,12,SODA SPRINGS # . . . . . . . . . .,3,3,140800,0,0,0,0,0,0,0,0,0,3,3,140800,0,0,0,0,0,0,0,0,0
8499,16,45100,37,9999,,4,8,0,0,STANLEY. . . . . . . . . . . . . .,3,3,62167,0,0,0,1,3,53470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,45300,65,9999,,4,8,12,12,SUGAR CITY . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,45400,13,9999,,4,8,12,12,SUN VALLEY . . . . . . . . . . . .,15,15,3532000,1,2,250000,1,3,552000,0,0,0,15,15,3532000,1,2,250000,1,3,552000,0,0,0
8499,16,45500,9,9999,,4,8,12,12,TENSED . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,46000,81,9999,,4,8,12,12,TETONIA. . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,46500,57,9999,,4,8,12,12,TROY . . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,47000,83,9999,,4,8,0,0,TWIN FALLS # . . . . . . . . . . .,114,114,6153200,1,2,84232,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,47100,83,9999,,4,8,12,12,TWIN FALLS CO. UNINC. AREA . . . .,24,24,1490134,0,0,0,0,0,0,0,0,0,24,24,1490134,0,0,0,0,0,0,0,0,0
8499,16,47200,19,9999,,4,8,12,12,UCON . . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,47400,85,9999,,4,8,12,12,VALLEY CO. UNINC. AREA . . . . . .,33,33,1702333,0,0,0,0,0,0,0,0,0,33,33,1702333,0,0,0,0,0,0,0,0,0
8499,16,47600,81,9999,,4,8,12,12,VICTOR . . . . . . . . . . . . . .,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
8499,16,47900,35,9999,,4,8,0,0,WEIPPE . . . . . . . . . . . . . .,3,3,111043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,48200,87,9999,,4,8,12,12,WEISER . . . . . . . . . . . . . .,2,2,61900,0,0,0,0,0,0,0,0,0,2,2,61900,0,0,0,0,0,0,0,0,0
8499,16,48400,47,9999,,4,8,12,12,WENDELL. . . . . . . . . . . . . .,3,3,105200,0,0,0,1,4,80000,0,0,0,3,3,105200,0,0,0,1,4,80000,0,0,0
8499,16,48500,27,9999,,4,8,12,12,WILDER . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,48600,61,9999,,4,8,12,12,WINCHESTER . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,16,48750,55,9999,,4,8,12,12,WORLEY . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,500,23,9999,,4,8,12,12,ANACONDA-DEER LODGE CO. #. . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,1000,31,9999,,4,8,12,12,BELGRADE TOWN. . . . . . . . . . .,32,32,929500,10,20,501500,9,36,717500,2,48,1290000,32,32,929500,10,20,501500,9,36,717500,2,48,1290000
8499,30,1500,13,3040,,4,8,0,0,BELT TOWN #. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,2000,15,9999,,4,8,12,12,BIG SANDY TOWN . . . . . . . . . .,3,3,166158,0,0,0,0,0,0,0,0,0,3,3,166158,0,0,0,0,0,0,0,0,0
8499,30,2500,97,9999,,4,8,12,12,BIG TIMBER . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,1,8,214000,0,0,0,0,0,0,0,0,0,1,8,214000
8499,30,3000,111,880,,4,8,12,12,BILLINGS # . . . . . . . . . . . .,591,591,41546844,36,72,3626599,25,97,3241822,37,312,9834872,591,591,41546844,36,72,3626599,25,97,3241822,37,312,9834872
8499,30,3500,43,9999,,4,8,12,12,BOULDER TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,4000,31,9999,,4,8,12,12,BOZEMAN. . . . . . . . . . . . . .,127,127,6223493,1,2,71000,21,79,2287124,21,178,5289684,127,127,6223493,1,2,71000,21,79,2287124,21,178,5289684
8499,30,4500,9,9999,,4,8,0,0,BRIDGER TOWN . . . . . . . . . . .,1,1,49536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,5000,75,9999,,4,8,12,12,BROADUS TOWN . . . . . . . . . . .,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
8499,30,5200,111,880,,4,8,0,0,BROADVIEW TOWN . . . . . . . . . .,3,3,134609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,5300,35,9999,,4,8,12,12,BROWNING TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,5500,93,9999,,4,8,12,12,BUTTE-SILVER BOW COUNTY #. . . . .,21,21,1621459,0,0,0,0,0,0,0,0,0,21,21,1621459,0,0,0,0,0,0,0,0,0
8499,30,6000,51,9999,,4,8,12,12,CHESTER TOWN . . . . . . . . . . .,1,1,16000,0,0,0,0,0,0,0,0,0,1,1,16000,0,0,0,0,0,0,0,0,0
8499,30,6500,5,9999,,4,8,12,12,CHINOOK. . . . . . . . . . . . . .,4,4,187000,0,0,0,0,0,0,1,12,312000,4,4,187000,0,0,0,0,0,0,1,12,312000
8499,30,7000,99,9999,,4,8,12,12,CHOTEAU. . . . . . . . . . . . . .,5,5,241440,0,0,0,1,4,23400,1,6,150000,5,5,241440,0,0,0,1,4,23400,1,6,150000
8499,30,7500,55,9999,,4,8,12,12,CIRCLE TOWN. . . . . . . . . . . .,1,1,70000,0,0,0,0,0,0,0,0,0,1,1,70000,0,0,0,0,0,0,0,0,0
8499,30,7700,67,9999,,4,8,12,12,CLYDE PARK TOWN. . . . . . . . . .,1,1,30000,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,0,0,0,0,0,0
8499,30,7900,29,9999,,4,8,12,12,COLUMBIA FALLS # . . . . . . . . .,10,10,272500,0,0,0,13,52,800000,0,0,0,10,10,272500,0,0,0,13,52,800000,0,0,0
8499,30,8000,95,9999,,4,8,0,0,COLUMBUS TOWN #. . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,8500,73,9999,,4,8,12,12,CONRAD . . . . . . . . . . . . . .,6,6,220572,0,0,0,0,0,0,0,0,0,6,6,220572,0,0,0,0,0,0,0,0,0
8499,30,8700,85,9999,,4,8,12,12,CULBERTSON TOWN. . . . . . . . . .,4,4,198000,0,0,0,0,0,0,0,0,0,4,4,198000,0,0,0,0,0,0,0,0,0
8499,30,9000,35,9999,,4,8,12,12,CUT BANK TOWN. . . . . . . . . . .,4,4,182000,0,0,0,0,0,0,0,0,0,4,4,182000,0,0,0,0,0,0,0,0,0
8499,30,9300,81,9999,,4,8,12,12,DARBY TOWN . . . . . . . . . . . .,4,4,144000,0,0,0,0,0,0,0,0,0,4,4,144000,0,0,0,0,0,0,0,0,0
8499,30,9500,77,9999,,4,8,12,12,DEER LODGE . . . . . . . . . . . .,4,4,267200,0,0,0,0,0,0,0,0,0,4,4,267200,0,0,0,0,0,0,0,0,0
8499,30,10000,27,9999,,4,8,12,12,DENTON TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,10200,71,9999,,4,8,0,0,DODSON TOWN #. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,10500,39,9999,,4,8,12,12,DRUMMOND TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,10700,99,9999,,4,8,12,12,DUTTON TOWN. . . . . . . . . . . .,2,2,46210,0,0,0,0,0,0,0,0,0,2,2,46210,0,0,0,0,0,0,0,0,0
8499,30,11000,49,9999,,4,8,0,0,EAST HELENA TOWN # . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,11500,11,9999,,4,8,12,12,EKALAKA TOWN . . . . . . . . . . .,1,1,75000,0,0,0,0,0,0,0,0,0,1,1,75000,0,0,0,0,0,0,0,0,0
8499,30,11700,57,9999,,4,8,11,11,ENNIS TOWN . . . . . . . . . . . .,4,4,203434,0,0,0,0,0,0,0,0,0,4,4,203434,0,0,0,0,0,0,0,0,0
8499,30,12000,99,9999,,4,8,0,0,FAIRFIELD #. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,12500,83,9999,,4,8,12,12,FAIRVIEW . . . . . . . . . . . . .,5,5,277795,0,0,0,0,0,0,0,0,0,5,5,277795,0,0,0,0,0,0,0,0,0
8499,30,13000,19,9999,,4,8,12,12,FLAXVILLE TOWN . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,13500,87,9999,,4,8,0,0,FORSYTH. . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,14000,15,9999,,4,8,12,12,FORT BENTON. . . . . . . . . . . .,4,4,203434,0,0,0,0,0,0,0,0,0,4,4,203434,0,0,0,0,0,0,0,0,0
8499,30,14500,105,9999,,4,8,12,12,GLASGOW. . . . . . . . . . . . . .,8,8,399000,0,0,0,0,0,0,0,0,0,8,8,399000,0,0,0,0,0,0,0,0,0
8499,30,15000,21,9999,,4,8,12,12,GLENDIVE . . . . . . . . . . . . .,1,1,80000,0,0,0,0,0,0,0,0,0,1,1,80000,0,0,0,0,0,0,0,0,0
8499,30,15500,13,3040,,4,8,12,12,GREAT FALLS. . . . . . . . . . . .,72,72,5911975,2,4,230905,2,8,366889,2,29,1575000,72,72,5911975,2,4,230905,2,8,366889,2,29,1575000
8499,30,16000,81,9999,,4,8,12,12,HAMILTON . . . . . . . . . . . . .,0,0,0,0,0,0,2,8,293000,0,0,0,0,0,0,0,0,0,2,8,293000,0,0,0
8499,30,16500,3,9999,,4,8,12,12,HARDIN . . . . . . . . . . . . . .,4,4,190254,0,0,0,0,0,0,0,0,0,4,4,190254,0,0,0,0,0,0,0,0,0
8499,30,17000,5,9999,,4,8,0,0,HARLEM # . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,17500,107,9999,,4,8,0,0,HARLOWTON #. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,18000,41,9999,,4,8,12,12,HAVRE. . . . . . . . . . . . . . .,11,11,729300,0,0,0,2,7,250800,0,0,0,11,11,729300,0,0,0,2,7,250800,0,0,0
8499,30,18500,49,9999,,4,8,12,12,HELENA . . . . . . . . . . . . . .,102,102,5694729,11,22,932640,9,34,1067523,3,30,951018,102,102,5694729,11,22,932640,9,34,1067523,3,30,951018
8499,30,19000,45,9999,,4,8,12,12,HOBSON TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,19500,89,9999,,4,8,12,12,HOT SPRINGS TOWN . . . . . . . . .,1,1,25000,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,0,0,0,0,0,0,0
8499,30,19700,103,9999,,4,8,12,12,HYSHAM TOWN. . . . . . . . . . . .,1,1,65000,0,0,0,0,0,0,0,0,0,1,1,65000,0,0,0,0,0,0,0,0,0
8499,30,20000,9,9999,,4,8,0,0,JOLIET TOWN #. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,20500,29,9999,,4,8,12,12,KALISPELL. . . . . . . . . . . . .,79,79,3322100,19,38,825000,3,12,366000,0,0,0,79,79,3322100,19,38,825000,3,12,366000,0,0,0
8499,30,21000,111,880,,4,8,0,0,LAUREL . . . . . . . . . . . . . .,36,36,1060381,0,0,0,0,3,0,8,46,803667,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,21500,27,9999,,4,8,12,12,LEWISTOWN. . . . . . . . . . . . .,12,12,515134,0,0,0,1,3,146500,0,0,0,12,12,515134,0,0,0,1,3,146500,0,0,0
8499,30,22000,53,9999,,4,8,12,12,LIBBY. . . . . . . . . . . . . . .,2,2,70000,1,2,63068,0,0,0,0,0,0,2,2,70000,1,2,63068,0,0,0,0,0,0
8499,30,22500,67,9999,,4,8,12,12,LIVINGSTON . . . . . . . . . . . .,2,2,203990,0,0,0,0,0,0,0,0,0,2,2,203990,0,0,0,0,0,0,0,0,0
8499,30,23000,71,9999,,4,8,12,12,MALTA. . . . . . . . . . . . . . .,23,23,717556,0,0,0,0,0,0,0,0,0,23,23,717556,0,0,0,0,0,0,0,0,0
8499,30,23500,31,9999,,4,8,12,12,MANHATTAN TOWN . . . . . . . . . .,12,12,666708,1,2,81898,0,0,0,0,0,0,12,12,666708,1,2,81898,0,0,0,0,0,0
8499,30,24000,91,9999,,4,8,0,0,MEDICINE LAKE TOWN . . . . . . . .,1,1,49536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,24500,65,9999,,4,8,0,0,MELSTONE TOWN #. . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,25000,17,9999,,4,8,12,12,MILES CITY # . . . . . . . . . . .,8,8,373860,0,0,0,2,8,191240,0,0,0,8,8,373860,0,0,0,2,8,191240,0,0,0
8499,30,25500,63,9999,,4,8,12,12,MISSOULA # . . . . . . . . . . . .,211,211,11251205,3,6,134676,7,28,725566,6,36,158746,211,211,11251205,3,6,134676,7,28,725566,6,36,158746
8499,30,25800,63,9999,,4,8,0,0,MISSOULA COUNTY #. . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,26000,105,9999,,4,8,12,12,NASHUA TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,26500,39,9999,,4,8,12,12,PHILIPSBURG TOWN . . . . . . . . .,3,3,95000,0,0,0,0,0,0,0,0,0,3,3,95000,0,0,0,0,0,0,0,0,0
8499,30,27500,91,9999,,4,8,12,12,PLENTYWOOD . . . . . . . . . . . .,8,8,501000,0,0,0,0,0,0,0,0,0,8,8,501000,0,0,0,0,0,0,0,0,0
8499,30,28000,47,9999,,4,8,12,12,POLSON . . . . . . . . . . . . . .,31,31,1108709,3,6,270000,0,0,0,0,0,0,31,31,1108709,3,6,270000,0,0,0,0,0,0
8499,30,28200,85,9999,,4,8,0,0,POPLAR # . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,28500,9,9999,,4,8,12,12,RED LODGE. . . . . . . . . . . . .,2,2,48900,0,0,0,0,0,0,0,0,0,2,2,48900,0,0,0,0,0,0,0,0,0
8499,30,29000,21,9999,,4,8,12,12,RICHEY TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,29500,47,9999,,4,8,12,12,RONAN. . . . . . . . . . . . . . .,5,5,141500,0,0,0,0,0,0,0,0,0,5,5,141500,0,0,0,0,0,0,0,0,0
8499,30,30000,65,9999,,4,8,12,12,ROUNDUP. . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,30400,47,9999,,4,8,0,0,ST. IGNATIUS # . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,31000,19,9999,,4,8,12,12,SCOBEY . . . . . . . . . . . . . .,5,5,195000,0,0,0,1,4,120000,0,0,0,5,5,195000,0,0,0,1,4,120000,0,0,0
8499,30,31200,101,9999,,4,8,12,12,SHELBY . . . . . . . . . . . . . .,4,4,159851,0,0,0,0,0,0,0,0,0,4,4,159851,0,0,0,0,0,0,0,0,0
8499,30,31500,57,9999,,4,8,12,12,SHERIDAN TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,32000,83,9999,,4,8,12,12,SIDNEY . . . . . . . . . . . . . .,5,5,380000,0,0,0,0,0,0,0,0,0,5,5,380000,0,0,0,0,0,0,0,0,0
8499,30,33000,81,9999,,4,8,12,12,STEVENSVILLE TOWN. . . . . . . . .,2,2,69000,0,0,0,0,0,0,0,0,0,2,2,69000,0,0,0,0,0,0,0,0,0
8499,30,33500,101,9999,,4,8,0,0,SUNBURST TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,34000,79,9999,,4,8,12,12,TERRY. . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,34500,89,9999,,4,8,12,12,THOMPSON FALLS TOWN. . . . . . . .,4,4,170500,0,0,0,0,0,0,0,0,0,4,4,170500,0,0,0,0,0,0,0,0,0
8499,30,35000,31,9999,,4,8,12,12,THREE FORKS TOWN . . . . . . . . .,4,4,160000,0,0,0,0,0,0,0,0,0,4,4,160000,0,0,0,0,0,0,0,0,0
8499,30,35500,7,9999,,4,8,0,0,TOWNSEND . . . . . . . . . . . . .,8,8,346599,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,36000,53,9999,,4,8,0,0,TROY # . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,36500,73,9999,,4,8,12,12,VALIER TOWN. . . . . . . . . . . .,4,4,154000,0,0,0,0,0,0,0,0,0,4,4,154000,0,0,0,0,0,0,0,0,0
8499,30,37000,57,9999,,4,8,12,12,VIRGINIA CITY TOWN . . . . . . . .,2,2,111118,0,0,0,0,0,0,0,0,0,2,2,111118,0,0,0,0,0,0,0,0,0
8499,30,37250,31,9999,,4,8,1,1,WEST YELLOWSTONE TOWN. . . . . . .,7,7,401866,0,0,0,0,6,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
8499,30,37500,29,9999,,4,8,12,12,WHITEFISH #. . . . . . . . . . . .,31,31,1815400,4,8,164099,2,7,345000,0,0,0,31,31,1815400,4,8,164099,2,7,345000,0,0,0
8499,30,38000,43,9999,,4,8,0,0,WHITEHALL TOWN # . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,38200,109,9999,,4,8,12,12,WIBAUX TOWN. . . . . . . . . . . .,1,1,55559,0,0,0,0,0,0,0,0,0,1,1,55559,0,0,0,0,0,0,0,0,0
8499,30,38400,27,9999,,4,8,0,0,WINIFRED TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,30,38500,85,9999,,4,8,0,0,WOLF POINT # . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,32,400,3,4120,,4,8,12,12,BOULDER CITY . . . . . . . . . . .,28,28,3204110,0,0,0,0,0,0,0,0,0,28,28,3204110,0,0,0,0,0,0,0,0,0
8499,32,500,17,9999,,4,8,12,12,CALIENTE . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,32,750,7,9999,,4,8,0,0,CARLIN . . . . . . . . . . . . . .,2,2,119994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,32,1000,510,9999,,4,8,12,12,CARSON CITY. . . . . . . . . . . .,193,193,13566225,2,4,158170,0,0,0,1,5,275486,193,193,13566225,2,4,158170,0,0,0,1,5,275486
8499,32,1500,1,9999,,4,8,12,12,CHURCHILL CO. UNINC. AREA. . . . .,47,47,3113104,0,0,0,0,0,0,0,0,0,47,47,3113104,0,0,0,0,0,0,0,0,0
8499,32,2000,3,4120,,4,8,12,12,CLARK CO. UNINC. AREA #. . . . . .,2506,2506,116675552,0,0,0,107,410,11689720,329,2659,83590795,2506,2506,116675552,0,0,0,107,410,11689720,329,2659,83590795
8499,32,2500,5,9999,,4,8,12,12,DOUGLAS COUNTY . . . . . . . . . .,370,370,43683276,28,56,2373059,9,36,1200000,0,0,0,370,370,43683276,28,56,2373059,9,36,1200000,0,0,0
8499,32,3000,7,9999,,4,8,12,12,ELKO . . . . . . . . . . . . . . .,52,52,3104000,5,10,616000,9,36,910000,0,0,0,52,52,3104000,5,10,616000,9,36,910000,0,0,0
8499,32,3500,7,9999,,4,8,12,12,ELKO CO. UNINC. AREA . . . . . . .,51,51,3189446,4,8,309824,31,124,3062536,10,80,1884393,51,51,3189446,4,8,309824,31,124,3062536,10,80,1884393
8499,32,4000,1,9999,,4,8,12,12,FALLON . . . . . . . . . . . . . .,28,28,1355112,4,8,331478,1,4,100000,1,7,224269,28,28,1355112,4,8,331478,1,4,100000,1,7,224269
8499,32,4300,23,9999,,4,8,12,12,GABBS. . . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,32,5000,3,4120,,4,8,12,12,HENDERSON. . . . . . . . . . . . .,587,587,42003802,0,0,0,1,4,124000,21,343,9531068,587,587,42003802,0,0,0,1,4,124000,21,343,9531068
8499,32,5200,13,9999,,4,8,12,12,HUMBOLDT CO. UNINC. AREA . . . . .,4,4,299842,0,0,0,0,0,0,0,0,0,4,4,299842,0,0,0,0,0,0,0,0,0
8499,32,5350,15,9999,,4,8,12,12,LANDER COUNTY. . . . . . . . . . .,2,2,50092,0,0,0,0,0,0,0,0,0,2,2,50092,0,0,0,0,0,0,0,0,0
8499,32,5500,3,4120,,4,8,12,12,LAS VEGAS. . . . . . . . . . . . .,1371,1371,56380358,64,128,1792191,44,176,5167948,118,1104,28157294,1371,1371,56380358,64,128,1792191,44,176,5167948,118,1104,28157294
8499,32,6000,27,9999,,4,8,12,12,LOVELOCK . . . . . . . . . . . . .,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
8499,32,6200,19,9999,,4,8,2,2,LYON CO. UNINC. AREA . . . . . . .,74,74,2875569,1,2,25829,0,0,0,0,0,0,5,5,210400,0,0,0,0,0,0,0,0,0
8499,32,6250,3,4120,,4,8,6,6,MESQUITE . . . . . . . . . . . . .,7,7,255347,0,0,0,0,0,0,0,0,0,7,7,255347,0,0,0,0,0,0,0,0,0
8499,32,6300,21,9999,,4,8,0,0,MINERAL COUNTY . . . . . . . . . .,5,5,132505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,32,6500,3,4120,,4,8,12,12,NORTH LAS VEGAS. . . . . . . . . .,76,76,4053319,2,4,138290,42,168,5692204,0,0,0,76,76,4053319,2,4,138290,42,168,5692204,0,0,0
8499,32,6900,27,9999,,4,8,1,1,PERSHING CO. UNINC. AREA . . . . .,6,6,256909,0,0,0,0,0,0,0,0,0,1,1,48166,0,0,0,0,0,0,0,0,0
8499,32,7000,31,6720,,4,8,12,12,RENO . . . . . . . . . . . . . . .,667,667,49166542,6,12,347032,32,123,3970846,121,1173,26461316,667,667,49166542,6,12,347032,32,123,3970846,121,1173,26461316
8499,32,7500,31,6720,,4,8,12,12,SPARKS . . . . . . . . . . . . . .,10,10,460702,0,0,0,1,3,110000,24,328,5916193,10,10,460702,0,0,0,1,3,110000,24,328,5916193
8499,32,7800,29,9999,,4,8,12,12,STOREY COUNTY. . . . . . . . . . .,31,31,2940530,0,0,0,0,0,0,0,0,0,31,31,2940530,0,0,0,0,0,0,0,0,0
