Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep,
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8499,6,101000,37,4480,,4,9,12,12,MONROVIA . . . . . . . . . . . . .,10,10,565572,0,0,0,9,34,1247820,15,161,7205724,10,10,565572,0,0,0,9,34,1247820,15,161,7205724
8499,6,102000,71,6780,,4,9,12,12,MONTCLAIR. . . . . . . . . . . . .,41,41,3154697,0,0,0,0,0,0,0,0,0,41,41,3154697,0,0,0,0,0,0,0,0,0
8499,6,102500,37,4480,,4,9,12,12,MONTEBELLO . . . . . . . . . . . .,48,48,3780443,3,6,346140,15,58,2618035,8,52,2093555,48,48,3780443,3,6,346140,15,58,2618035,8,52,2093555
8499,6,103000,53,7120,,4,9,12,12,MONTEREY . . . . . . . . . . . . .,141,141,8064000,5,10,371000,5,17,601000,20,155,4448000,141,141,8064000,5,10,371000,5,17,601000,20,155,4448000
8499,6,103100,53,7120,,4,9,12,12,MONTEREY CO. UNINC. AREA . . . . .,414,414,47001533,3,6,382696,0,0,0,0,0,0,414,414,47001533,3,6,382696,0,0,0,0,0,0
8499,6,103300,85,7400,,4,9,12,12,MONTE SERENO . . . . . . . . . . .,5,5,361795,0,0,0,0,0,0,0,0,0,5,5,361795,0,0,0,0,0,0,0,0,0
8499,6,103500,37,4480,,4,9,12,12,MONTEREY PARK. . . . . . . . . . .,13,13,1105350,8,16,1618823,5,18,1441800,3,21,1570000,13,13,1105350,8,16,1618823,5,18,1441800,3,21,1570000
8499,6,103600,111,6000,,4,9,12,12,MOORPARK . . . . . . . . . . . . .,515,515,50712335,53,106,5555528,2,8,350413,8,72,2925825,515,515,50712335,53,106,5555528,2,8,350413,8,72,2925825
8499,6,103700,85,7400,,4,9,12,12,MORGAN HILL. . . . . . . . . . . .,139,139,12869686,2,4,195692,3,10,459852,5,25,782688,139,139,12869686,2,4,195692,3,10,459852,5,25,782688
8499,6,103800,79,9999,,4,9,12,12,MORRO BAY. . . . . . . . . . . . .,45,45,3882507,1,2,68058,2,7,623650,2,16,846523,45,45,3882507,1,2,68058,2,7,623650,2,16,846523
8499,6,104000,85,7400,,4,9,12,12,MOUNTAIN VIEW. . . . . . . . . . .,12,12,832741,3,6,355240,5,19,995800,5,28,1364000,12,12,832741,3,6,355240,5,19,995800,5,28,1364000
8499,6,104500,93,9999,,4,9,12,12,MOUNT SHASTA . . . . . . . . . . .,9,9,381040,0,0,0,0,0,0,2,24,536000,9,9,381040,0,0,0,0,0,0,2,24,536000
8499,6,105000,55,8720,,4,9,12,12,NAPA . . . . . . . . . . . . . . .,226,226,15680559,1,2,82533,1,4,167905,10,233,6236316,226,226,15680559,1,2,82533,1,4,167905,10,233,6236316
8499,6,105500,55,8720,,4,9,12,12,NAPA CO. UNINC. AREA . . . . . . .,114,114,18959292,0,0,0,1,3,138240,0,0,0,114,114,18959292,0,0,0,1,3,138240,0,0,0
8499,6,106000,73,7320,,4,9,12,12,NATIONAL CITY. . . . . . . . . . .,2,2,194306,3,6,318112,4,16,1049612,3,24,1495521,2,2,194306,3,6,318112,4,16,1049612,3,24,1495521
8499,6,106500,71,6780,,4,9,12,12,NEEDLES. . . . . . . . . . . . . .,27,27,1203872,0,0,0,1,4,429000,9,46,1813320,27,27,1203872,0,0,0,1,4,429000,9,46,1813320
8499,6,107500,57,9999,,4,9,12,12,NEVADA BAL. OF CO. . . . . . . . .,902,902,29922921,2,4,111655,3,12,285092,0,0,0,902,902,29922921,2,4,111655,3,12,285092,0,0,0
8499,6,108000,1,5775,,4,9,12,12,NEWARK . . . . . . . . . . . . . .,109,109,7887131,0,0,0,0,0,0,10,308,12496893,109,109,7887131,0,0,0,0,0,0,10,308,12496893
8499,6,108500,99,5170,,4,9,12,12,NEWMAN . . . . . . . . . . . . . .,1,1,72359,0,0,0,0,0,0,0,0,0,1,1,72359,0,0,0,0,0,0,0,0,0
8499,6,109000,59,360,,4,9,12,12,NEWPORT BEACH. . . . . . . . . . .,108,108,19742576,29,58,5094000,0,0,0,25,255,15000496,108,108,19742576,29,58,5094000,0,0,0,25,255,15000496
8499,6,109300,65,6780,,4,9,11,11,NORCO. . . . . . . . . . . . . . .,18,18,1400764,0,0,0,0,0,0,0,0,0,15,15,1078837,0,0,0,0,0,0,0,0,0
8499,6,110000,37,4480,,4,9,12,12,NORWALK. . . . . . . . . . . . . .,2,2,140000,2,4,254980,3,10,510290,9,59,3520700,2,2,140000,2,4,254980,3,10,510290,9,59,3520700
8499,6,110500,41,7360,,4,9,12,12,NOVATO . . . . . . . . . . . . . .,382,382,28706590,0,0,0,0,0,0,0,0,0,382,382,28706590,0,0,0,0,0,0,0,0,0
8499,6,111000,99,5170,,4,9,12,12,OAKDALE. . . . . . . . . . . . . .,136,136,7133200,4,8,261400,1,4,129800,14,161,5280500,136,136,7133200,4,8,261400,1,4,129800,14,161,5280500
8499,6,111500,1,5775,,4,9,12,12,OAKLAND. . . . . . . . . . . . . .,115,115,13929602,4,8,546080,7,25,1030584,7,97,5838895,115,115,13929602,4,8,546080,7,25,1030584,7,97,5838895
8499,6,112000,73,7320,,4,9,12,1,OCEANSIDE. . . . . . . . . . . . .,1075,1075,77035748,20,40,2180891,26,84,1276975,82,827,34170570,1075,1075,77035748,20,40,2180891,26,84,1276975,82,827,34170570
8499,6,112500,111,6000,,4,9,12,12,OJAI . . . . . . . . . . . . . . .,12,12,1745280,0,0,0,1,4,239032,1,5,298794,12,12,1745280,0,0,0,1,4,239032,1,5,298794
8499,6,113000,71,6780,,4,9,12,12,ONTARIO. . . . . . . . . . . . . .,250,250,15679419,1,2,96489,16,57,2738724,16,114,4111726,250,250,15679419,1,2,96489,16,57,2738724,16,114,4111726
8499,6,113500,59,360,,4,9,12,12,ORANGE . . . . . . . . . . . . . .,372,372,36667970,18,36,2312133,16,59,3234206,40,251,11242552,372,372,36667970,18,36,2312133,16,59,3234206,40,251,11242552
8499,6,114000,59,360,,4,9,12,12,ORANGE CO. UNINC. AREA . . . . . .,4723,4723,282735146,6,12,1043681,30,120,4997489,42,654,22774366,4723,4723,282735146,6,12,1043681,30,120,4997489,42,654,22774366
8499,6,114500,19,2840,,4,9,9,9,ORANGE COVE. . . . . . . . . . . .,7,7,313408,0,0,0,0,0,0,3,17,752700,3,3,113345,0,0,0,0,0,0,0,0,0
8499,6,115000,21,9999,,4,9,12,12,ORLAND . . . . . . . . . . . . . .,7,7,338420,0,0,0,0,0,0,0,0,0,7,7,338420,0,0,0,0,0,0,0,0,0
8499,6,115500,7,1620,,4,9,12,12,OROVILLE . . . . . . . . . . . . .,8,8,561279,7,14,178516,0,0,0,0,0,0,8,8,561279,7,14,178516,0,0,0,0,0,0
8499,6,116000,111,6000,,4,9,12,12,OXNARD . . . . . . . . . . . . . .,160,160,14496781,4,8,709298,17,62,5733444,10,77,5111147,160,160,14496781,4,8,709298,17,62,5733444,10,77,5111147
8499,6,116500,81,7360,,4,9,12,12,PACIFICA . . . . . . . . . . . . .,22,22,2318653,3,6,913151,0,0,0,0,0,0,22,22,2318653,3,6,913151,0,0,0,0,0,0
8499,6,117000,53,7120,,4,9,12,12,PACIFIC GROVE. . . . . . . . . . .,41,41,3487700,2,4,282600,0,0,0,0,0,0,41,41,3487700,2,4,282600,0,0,0,0,0,0
8499,6,117300,37,4480,,4,9,12,12,PALMDALE . . . . . . . . . . . . .,1257,1257,71462896,0,0,0,4,13,415350,29,380,11297594,1257,1257,71462896,0,0,0,4,13,415350,29,380,11297594
8499,6,117400,65,6780,,4,9,12,12,PALM DESERT. . . . . . . . . . . .,877,877,82723672,0,0,0,11,43,2332360,42,384,24715089,877,877,82723672,0,0,0,11,43,2332360,42,384,24715089
8499,6,117500,65,6780,,4,9,12,12,PALM SPRINGS . . . . . . . . . . .,71,71,6165340,43,86,4923173,31,124,5495016,121,1034,48525115,71,71,6165340,43,86,4923173,31,124,5495016,121,1034,48525115
8499,6,118000,85,7400,,4,9,12,12,PALO ALTO. . . . . . . . . . . . .,60,60,6819303,3,6,380000,0,0,0,14,165,10496791,60,60,6819303,3,6,380000,0,0,0,14,165,10496791
8499,6,118500,37,4480,,4,9,12,12,PALOS VERDES ESTATES . . . . . . .,13,13,5936150,0,0,0,0,0,0,0,0,0,13,13,5936150,0,0,0,0,0,0,0,0,0
8499,6,118800,7,1620,,4,9,12,12,PARADISE TOWN. . . . . . . . . . .,95,95,6181590,19,38,901121,10,40,771860,0,0,0,95,95,6181590,19,38,901121,10,40,771860,0,0,0
8499,6,119000,37,4480,,4,9,12,12,PARAMOUNT. . . . . . . . . . . . .,4,4,261000,1,2,70000,1,3,115000,4,166,3880079,4,4,261000,1,2,70000,1,3,115000,4,166,3880079
8499,6,119500,19,2840,,4,9,12,12,PARLIER. . . . . . . . . . . . . .,20,20,772050,0,0,0,0,0,0,0,0,0,20,20,772050,0,0,0,0,0,0,0,0,0
8499,6,120000,37,4480,,4,9,12,9,PASADENA . . . . . . . . . . . . .,214,214,12337899,10,20,1028526,8,28,498987,17,131,6461434,214,214,12337899,10,20,1028526,8,28,498987,17,131,6461434
8499,6,120300,79,9999,,4,9,12,12,PASO ROBLES. . . . . . . . . . . .,111,111,7587900,17,34,1228333,23,78,2837000,8,78,1704300,111,111,7587900,17,34,1228333,23,78,2837000,8,78,1704300
8499,6,120500,99,5170,,4,9,12,12,PATTERSON. . . . . . . . . . . . .,34,34,1009363,0,0,0,10,40,735000,0,0,0,34,34,1009363,0,0,0,10,40,735000,0,0,0
8499,6,121000,65,6780,,4,9,12,12,PERRIS . . . . . . . . . . . . . .,205,205,12877471,2,4,96433,1,3,192442,12,192,3675893,205,205,12877471,2,4,96433,1,3,192442,12,192,3675893
8499,6,121500,97,7500,,4,9,12,12,PETALUMA . . . . . . . . . . . . .,241,241,14337422,3,6,276909,0,0,0,83,492,16864266,241,241,14337422,3,6,276909,0,0,0,83,492,16864266
8499,6,122000,37,4480,,4,9,7,7,PICO RIVERA. . . . . . . . . . . .,46,46,2562644,0,0,0,0,0,0,13,80,4178998,21,21,864397,0,0,0,0,0,0,0,0,0
8499,6,122500,1,5775,,4,9,12,12,PIEDMONT . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,6,123000,13,5775,,4,9,12,12,PINOLE . . . . . . . . . . . . . .,91,91,10455659,0,0,0,0,0,0,0,0,0,91,91,10455659,0,0,0,0,0,0,0,0,0
8499,6,123500,79,9999,,4,9,12,12,PISMO BEACH. . . . . . . . . . . .,212,212,17550260,1,2,118569,2,6,308319,5,25,842840,212,212,17550260,1,2,118569,2,6,308319,5,25,842840
8499,6,124000,13,5775,,4,9,12,12,PITTSBURG. . . . . . . . . . . . .,154,154,11173900,0,0,0,0,0,0,37,450,15387428,154,154,11173900,0,0,0,0,0,0,37,450,15387428
8499,6,124500,59,360,,4,9,12,12,PLACENTIA. . . . . . . . . . . . .,91,91,9305393,1,2,103917,0,0,0,10,80,2776315,91,91,9305393,1,2,103917,0,0,0,10,80,2776315
8499,6,125000,61,6920,,4,9,12,12,PLACER CO. UNINC. AREA . . . . . .,737,737,59869306,21,42,3307463,0,0,0,8,66,2514493,737,737,59869306,21,42,3307463,0,0,0,8,66,2514493
8499,6,125500,17,6920,,4,9,12,12,PLACERVILLE. . . . . . . . . . . .,26,26,1612524,1,2,90000,0,0,0,0,0,0,26,26,1612524,1,2,90000,0,0,0,0,0,0
8499,6,125800,13,5775,,4,9,12,12,PLEASANT HILL. . . . . . . . . . .,190,190,11386512,0,0,0,11,39,1844052,16,144,3934640,190,190,11386512,0,0,0,11,39,1844052,16,144,3934640
8499,6,126000,1,5775,,4,9,12,12,PLEASANTON . . . . . . . . . . . .,1018,1018,85742474,0,0,0,0,0,0,39,349,10841199,1018,1018,85742474,0,0,0,0,0,0,39,349,10841199
8499,6,126500,63,9999,,4,9,12,12,PLUMAS CO. UNINC. AREA . . . . . .,153,153,10849074,0,0,0,1,3,124762,1,10,454955,153,153,10849074,0,0,0,1,3,124762,1,10,454955
8499,6,127000,37,4480,,4,9,12,12,POMONA . . . . . . . . . . . . . .,299,299,26519512,11,22,1047665,20,76,3773786,13,94,4761000,299,299,26519512,11,22,1047665,20,76,3773786,13,94,4761000
8499,6,127500,107,8780,,4,9,12,12,PORTERVILLE. . . . . . . . . . . .,170,170,7567000,7,14,370000,8,28,839000,11,74,1758000,170,170,7567000,7,14,370000,8,28,839000,11,74,1758000
8499,6,128000,111,6000,,4,9,12,12,PORT HUENEME . . . . . . . . . . .,46,46,3539814,0,0,0,0,0,0,0,0,0,46,46,3539814,0,0,0,0,0,0,0,0,0
8499,6,128100,63,9999,,4,9,12,12,PORTOLA. . . . . . . . . . . . . .,3,3,200000,0,0,0,0,0,0,6,41,1000000,3,3,200000,0,0,0,0,0,0,6,41,1000000
8499,6,128200,81,7360,,4,9,12,12,PORTOLA VALLEY TOWN. . . . . . . .,30,30,4127000,0,0,0,0,0,0,0,0,0,30,30,4127000,0,0,0,0,0,0,0,0,0
8499,6,128225,73,7320,,4,9,12,12,POWAY. . . . . . . . . . . . . . .,295,295,28552993,0,0,0,18,70,4145234,12,257,9150073,295,295,28552993,0,0,0,18,70,4145234,12,257,9150073
8499,6,128250,71,6780,,4,9,12,12,RANCHO CUCAMONGA . . . . . . . . .,1174,1174,69000400,15,30,1579400,41,156,8253800,122,1300,50962680,1174,1174,69000400,15,30,1579400,41,156,8253800,122,1300,50962680
8499,6,128300,65,6780,,4,9,12,12,RANCHO MIRAGE. . . . . . . . . . .,68,68,12263963,74,148,21446864,27,98,5225145,12,69,2503440,68,68,12263963,74,148,21446864,27,98,5225145,12,69,2503440
8499,6,128400,37,4480,,4,9,12,12,RANCHO PALOS VERDES. . . . . . . .,140,140,33995730,5,10,1255000,0,0,0,0,0,0,140,140,33995730,5,10,1255000,0,0,0,0,0,0
8499,6,128500,103,9999,,4,9,12,12,RED BLUFF. . . . . . . . . . . . .,85,85,4223321,0,0,0,1,3,99725,0,0,0,85,85,4223321,0,0,0,1,3,99725,0,0,0
8499,6,129000,89,6690,,4,9,7,7,REDDING. . . . . . . . . . . . . .,425,425,26568981,3,6,216584,23,89,2924283,16,299,8809861,256,256,16345540,3,6,216584,13,51,1609305,8,240,6747313
8499,6,129500,71,6780,,4,9,12,12,REDLANDS . . . . . . . . . . . . .,284,284,20391450,1,2,52000,53,206,9159700,26,217,8779500,284,284,20391450,1,2,52000,53,206,9159700,26,217,8779500
8499,6,130000,37,4480,,4,9,12,12,REDONDO BEACH. . . . . . . . . . .,128,128,13137158,51,102,10562485,30,102,9006910,9,63,5576328,128,128,13137158,51,102,10562485,30,102,9006910,9,63,5576328
8499,6,130500,81,7360,,4,9,12,11,REDWOOD CITY . . . . . . . . . . .,198,198,15464778,11,22,1958759,3,12,570000,7,74,2780000,198,198,15464778,11,22,1958759,3,12,570000,7,74,2780000
8499,6,131000,19,2840,,4,9,12,12,REEDLEY. . . . . . . . . . . . . .,28,28,1370288,1,2,70840,13,49,2196606,9,115,4338511,28,28,1370288,1,2,70840,13,49,2196606,9,115,4338511
8499,6,131500,71,6780,,4,9,12,12,RIALTO . . . . . . . . . . . . . .,856,856,54620782,2,4,104286,2,8,203420,23,740,19199821,856,856,54620782,2,4,104286,2,8,203420,23,740,19199821
8499,6,132000,13,5775,,4,9,12,12,RICHMOND . . . . . . . . . . . . .,151,151,13638794,2,4,183000,25,91,4542744,4,34,1299560,151,151,13638794,2,4,183000,25,91,4542744,4,34,1299560
8499,6,132100,29,680,,4,9,12,12,RIDGECREST . . . . . . . . . . . .,169,169,9107133,13,26,746654,39,120,4006261,0,0,0,169,169,9107133,13,26,746654,39,120,4006261,0,0,0
8499,6,132300,23,9999,,4,9,12,12,RIO DELL . . . . . . . . . . . . .,8,8,468424,4,8,384000,6,24,750000,2,16,408000,8,8,468424,4,8,384000,6,24,750000,2,16,408000
8499,6,132500,95,8720,,4,9,12,12,RIO VISTA. . . . . . . . . . . . .,1,1,68000,0,0,0,0,0,0,5,40,1032640,1,1,68000,0,0,0,0,0,0,5,40,1032640
8499,6,133000,77,8120,,4,9,12,12,RIPON. . . . . . . . . . . . . . .,195,195,9553140,0,0,0,2,6,225100,2,20,499326,195,195,9553140,0,0,0,2,6,225100,2,20,499326
8499,6,133500,99,5170,,4,9,12,12,RIVERBANK. . . . . . . . . . . . .,86,86,4463446,3,6,192398,1,4,149000,5,36,703340,86,86,4463446,3,6,192398,1,4,149000,5,36,703340
8499,6,134000,65,6780,,4,9,12,12,RIVERSIDE. . . . . . . . . . . . .,736,736,64366000,35,70,5426000,45,163,6368000,172,2178,77057000,736,736,64366000,35,70,5426000,45,163,6368000,172,2178,77057000
8499,6,134500,65,6780,,4,9,12,12,RIVERSIDE CO. UNINC. AREA #. . . .,8351,8351,575072384,61,122,3569018,38,142,5386195,80,694,22730319,8351,8351,575072384,61,122,3569018,38,142,5386195,80,694,22730319
8499,6,135000,61,6920,,4,9,12,12,ROCKLIN. . . . . . . . . . . . . .,161,161,14971282,2,4,217768,0,0,0,0,0,0,161,161,14971282,2,4,217768,0,0,0,0,0,0
8499,6,135200,97,7500,,4,9,12,12,ROHNERT PARK . . . . . . . . . . .,341,341,22280695,5,10,513280,0,0,0,28,344,10958880,341,341,22280695,5,10,513280,0,0,0,28,344,10958880
8499,6,135500,37,4480,,4,9,12,12,ROLLING HILLS. . . . . . . . . . .,7,7,2979000,0,0,0,0,0,0,0,0,0,7,7,2979000,0,0,0,0,0,0,0,0,0
8499,6,136000,37,4480,,4,9,12,12,ROLLING HILLS ESTATES. . . . . . .,2,2,426000,0,0,0,0,0,0,0,0,0,2,2,426000,0,0,0,0,0,0,0,0,0
8499,6,136500,37,4480,,4,9,12,12,ROSEMEAD . . . . . . . . . . . . .,67,67,4538701,2,4,170040,1,4,147456,1,5,184300,67,67,4538701,2,4,170040,1,4,147456,1,5,184300
8499,6,137000,61,6920,,4,9,12,12,ROSEVILLE. . . . . . . . . . . . .,533,533,52523215,8,16,1055694,1,3,100350,18,257,9126703,533,533,52523215,8,16,1055694,1,3,100350,18,257,9126703
8499,6,137500,41,7360,,4,9,12,12,ROSS TOWN. . . . . . . . . . . . .,1,1,450000,0,0,0,0,0,0,0,0,0,1,1,450000,0,0,0,0,0,0,0,0,0
8499,6,138000,67,6920,,4,9,12,9,SACRAMENTO . . . . . . . . . . . .,2076,2076,121995745,149,298,14931511,16,56,1455374,171,1693,57005652,2076,2076,121995745,149,298,14931511,16,56,1455374,171,1693,57005652
8499,6,138500,67,6920,,4,9,12,12,SACRAMENTO CO. UNINC. AREA . . . .,3121,3121,222147302,27,54,2676738,53,197,7825130,252,3186,110501098,3121,3121,222147302,27,54,2676738,53,197,7825130,252,3186,110501098
8499,6,139000,55,8720,,4,9,12,12,ST. HELENA . . . . . . . . . . . .,14,14,1699970,7,14,1166434,5,15,1197410,0,0,0,14,14,1699970,7,14,1166434,5,15,1197410,0,0,0
8499,6,139500,53,7120,,4,9,12,12,SALINAS. . . . . . . . . . . . . .,403,403,25626743,13,26,1369552,7,24,1023983,56,620,20324307,403,403,25626743,13,26,1369552,7,24,1023983,56,620,20324307
8499,6,140000,41,7360,,4,9,3,3,SAN ANSELMO TOWN . . . . . . . . .,10,10,1056127,1,2,80973,0,3,0,1,5,24262,1,1,37089,0,0,0,0,0,0,0,0,0
8499,6,140500,69,9999,,4,9,12,12,SAN BENITO CO. UNINC. AREA . . . .,65,65,5319996,0,0,0,0,0,0,0,0,0,65,65,5319996,0,0,0,0,0,0,0,0,0
8499,6,141000,71,6780,,4,9,12,12,SAN BERNARDINO . . . . . . . . . .,616,616,35650127,9,18,672928,30,117,4820808,139,1242,38412271,616,616,35650127,9,18,672928,30,117,4820808,139,1242,38412271
8499,6,141500,71,6780,,4,9,11,11,SAN BERNARDINO CO. UNINC. AREA . .,4604,4604,352913719,182,364,16225339,71,272,10977835,205,1225,46861799,4380,4380,335414674,172,344,15302200,71,272,10977835,190,1143,43538508
8499,6,142000,81,7360,,4,9,12,12,SAN BRUNO. . . . . . . . . . . . .,4,4,467720,0,0,0,0,0,0,0,0,0,4,4,467720,0,0,0,0,0,0,0,0,0
8499,6,142500,111,6000,,4,9,12,12,SAN BUENAVENTURA . . . . . . . . .,319,319,22052385,12,24,1925700,35,132,5836112,18,135,7904147,319,319,22052385,12,24,1925700,35,132,5836112,18,135,7904147
8499,6,143000,81,7360,,4,9,12,12,SAN CARLOS . . . . . . . . . . . .,28,28,3583916,0,0,0,1,3,313333,1,6,505770,28,28,3583916,0,0,0,1,3,313333,1,6,505770
8499,6,143500,59,360,,4,9,12,12,SAN CLEMENTE . . . . . . . . . . .,455,455,45970500,0,0,0,10,37,2310000,3,40,1721000,455,455,45970500,0,0,0,10,37,2310000,3,40,1721000
8499,6,143700,53,7120,,4,9,12,12,SAND CITY. . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,6,144000,73,7320,,4,9,12,12,SAN DIEGO. . . . . . . . . . . . .,4447,4447,445491391,258,516,33271633,321,1180,63889587,628,7272,307371652,4447,4447,445491391,258,516,33271633,321,1180,63889587,628,7272,307371652
8499,6,144500,73,7320,,4,9,12,12,SAN DIEGO BAL. OF CO.. . . . . . .,3095,3095,347820618,302,604,32318408,66,249,13941773,323,3401,134337211,3095,3095,347820618,302,604,32318408,66,249,13941773,323,3401,134337211
8499,6,144800,37,4480,,4,9,12,12,SAN DIMAS. . . . . . . . . . . . .,304,304,23976300,1,2,95000,0,0,0,0,0,0,304,304,23976300,1,2,95000,0,0,0,0,0,0
8499,6,145000,37,4480,,4,9,12,12,SAN FERNANDO . . . . . . . . . . .,4,4,193000,0,0,0,0,0,0,0,0,0,4,4,193000,0,0,0,0,0,0,0,0,0
8499,6,145500,75,7360,,4,9,12,12,SAN FRANCISCO. . . . . . . . . . .,409,409,41106341,72,144,17102959,33,104,10327084,27,656,55767443,409,409,41106341,72,144,17102959,33,104,10327084,27,656,55767443
8499,6,146000,37,4480,,4,9,6,6,SAN GABRIEL. . . . . . . . . . . .,13,13,625041,1,2,70721,0,0,0,18,194,7619702,10,10,463020,0,0,0,0,0,0,12,145,5707000
8499,6,146500,19,2840,,4,9,12,12,SANGER . . . . . . . . . . . . . .,42,42,2157664,4,8,231756,12,38,1608661,1,5,207507,42,42,2157664,4,8,231756,12,38,1608661,1,5,207507
8499,6,147000,65,6780,,4,9,12,12,SAN JACINTO. . . . . . . . . . . .,101,101,5183939,0,0,0,1,4,135800,3,32,864570,101,101,5183939,0,0,0,1,4,135800,3,32,864570
8499,6,147500,77,8120,,4,9,12,12,SAN JOAQUIN CO. UNINC. AREA. . . .,340,340,24208027,6,12,582768,0,0,0,0,0,0,340,340,24208027,6,12,582768,0,0,0,0,0,0
8499,6,148000,19,2840,,4,9,12,12,SAN JOAQUIN. . . . . . . . . . . .,8,8,332000,0,0,0,0,0,0,0,0,0,8,8,332000,0,0,0,0,0,0,0,0,0
8499,6,148500,85,7400,,4,9,12,12,SAN JOSE . . . . . . . . . . . . .,2334,2334,150644130,49,98,5268088,37,142,7891039,214,2136,83808515,2334,2334,150644130,49,98,5268088,37,142,7891039,214,2136,83808515
8499,6,149000,69,9999,,4,9,12,12,SAN JUAN BAUTISTA. . . . . . . . .,23,23,747500,0,0,0,0,0,0,0,0,0,23,23,747500,0,0,0,0,0,0,0,0,0
8499,6,149300,59,360,,4,9,12,12,SAN JUAN CAPISTRANO. . . . . . . .,168,168,29995964,0,0,0,0,0,0,0,0,0,168,168,29995964,0,0,0,0,0,0,0,0,0
8499,6,149500,1,5775,,4,9,12,12,SAN LEANDRO. . . . . . . . . . . .,11,11,1154211,1,2,96370,2,6,455608,2,35,1856165,11,11,1154211,1,2,96370,2,6,455608,2,35,1856165
8499,6,150000,79,9999,,4,9,12,12,SAN LUIS OBISPO. . . . . . . . . .,205,205,15239425,37,74,2684300,23,86,2510115,30,216,8184458,205,205,15239425,37,74,2684300,23,86,2510115,30,216,8184458
8499,6,150500,79,9999,,4,9,11,11,SAN LUIS OBISPO CO. UNINC. AREA. .,922,922,89166128,10,20,994882,32,120,4833740,11,89,3527526,861,861,83672993,8,16,789795,31,117,4672615,10,84,3209711
8499,6,150750,73,7320,,4,9,12,12,SAN MARCOS . . . . . . . . . . . .,231,231,13802034,1,2,94128,2,8,265680,22,346,11210623,231,231,13802034,1,2,94128,2,8,265680,22,346,11210623
8499,6,151000,37,4480,,4,9,12,12,SAN MARINO . . . . . . . . . . . .,5,5,968000,0,0,0,0,0,0,0,0,0,5,5,968000,0,0,0,0,0,0,0,0,0
8499,6,151500,81,7360,,4,9,12,12,SAN MATEO. . . . . . . . . . . . .,82,82,8369000,1,2,186000,0,0,0,37,460,21431437,82,82,8369000,1,2,186000,0,0,0,37,460,21431437
8499,6,152000,81,7360,,4,9,12,12,SAN MATEO CO. UNINC. AREA #. . . .,115,115,11417993,3,6,225000,1,3,125000,1,6,366500,115,115,11417993,3,6,225000,1,3,125000,1,6,366500
8499,6,152500,13,5775,,4,9,12,12,SAN PABLO. . . . . . . . . . . . .,17,17,806244,0,0,0,5,19,235129,2,10,123751,17,17,806244,0,0,0,5,19,235129,2,10,123751
8499,6,153000,41,7360,,4,9,12,12,SAN RAFAEL . . . . . . . . . . . .,16,16,2379000,0,0,0,36,142,6501000,12,104,4818000,16,16,2379000,0,0,0,36,142,6501000,12,104,4818000
8499,6,153500,59,360,,4,9,12,11,SANTA ANA. . . . . . . . . . . . .,369,369,18385049,4,8,421089,1,4,199190,33,787,32573606,369,369,18385049,4,8,421089,1,4,199190,33,787,32573606
8499,6,154000,83,7480,,4,9,12,12,SANTA BARBARA. . . . . . . . . . .,89,89,11260288,41,82,5534752,31,116,5192456,9,82,3872840,89,89,11260288,41,82,5534752,31,116,5192456,9,82,3872840
8499,6,154500,83,7480,,4,9,12,12,SANTA BARBARA BAL. OF CO.. . . . .,583,583,70724400,58,116,6996400,19,72,3051100,18,196,8259400,583,583,70724400,58,116,6996400,19,72,3051100,18,196,8259400
8499,6,155000,85,7400,,4,9,12,12,SANTA CLARA. . . . . . . . . . . .,69,69,5281720,1,2,88516,8,25,996095,10,98,3947987,69,69,5281720,1,2,88516,8,25,996095,10,98,3947987
8499,6,155500,85,7400,,4,9,12,12,SANTA CLARA CO. UNINC. AREA. . . .,148,148,22997313,0,0,0,0,0,0,0,0,0,148,148,22997313,0,0,0,0,0,0,0,0,0
8499,6,156000,87,7485,,4,9,12,12,SANTA CRUZ . . . . . . . . . . . .,60,60,6882701,8,16,978260,5,15,820490,0,0,0,60,60,6882701,8,16,978260,5,15,820490,0,0,0
8499,6,156500,87,7485,,4,9,12,12,SANTA CRUZ CO. UNINC. AREA . . . .,485,485,46634193,10,20,1203543,7,28,1502806,5,30,1404874,485,485,46634193,10,20,1203543,7,28,1502806,5,30,1404874
8499,6,157000,37,4480,,4,9,12,12,SANTA FE SPRINGS . . . . . . . . .,1,1,76000,0,0,0,7,26,1186000,5,44,1777000,1,1,76000,0,0,0,7,26,1186000,5,44,1777000
8499,6,157500,83,7480,,4,9,10,10,SANTA MARIA. . . . . . . . . . . .,343,343,30095000,7,14,672881,4,14,538145,34,226,8561859,238,238,21499174,6,12,555824,4,14,538145,33,221,8529004
