Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8599,02,000500,020,0380,9999,4,9,12,12,ANCHORAGE BOROUGH. . . . . . . . .,1467,1467,153933134,70,140,11492367,71,265,18250107,67,584,37209822,1467,1467,153933134,70,140,11492367,71,265,18250107,67,584,37209822
8599,02,001000,261,9999,9999,4,9,12,12,CORDOVA #. . . . . . . . . . . . .,2,2,250000,0,0,0,0,0,0,0,0,0,2,2,250000,0,0,0,0,0,0,0,0,0
8599,02,002000,090,9999,9999,4,9,3,3,FAIRBANKS. . . . . . . . . . . . .,139,139,7679936,10,20,1174204,41,160,6292094,7,38,1984033,8,8,653293,7,14,772588,13,52,2425185,3,18,963663
8599,02,002100,090,9999,9999,4,9,12,12,FAIRBANKS NORTH STAR BORO UNINC. .,138,138,9806400,24,48,2356000,2,7,400000,2,142,7000000,138,138,9806400,24,48,2356000,2,7,400000,2,142,7000000
8599,02,002300,110,9999,9999,4,9,12,12,JUNEAU BOROUGH . . . . . . . . . .,142,142,14697400,2,4,300900,7,27,1607780,3,27,1811880,142,142,14697400,2,4,300900,7,27,1607780,3,27,1811880
8599,02,002400,100,9999,9999,4,9,12,12,HAINES . . . . . . . . . . . . . .,6,6,476348,0,0,0,0,0,0,0,0,0,6,6,476348,0,0,0,0,0,0,0,0,0
8599,02,002600,122,9999,9999,4,9,12,12,HOMER (N). . . . . . . . . . . . .,57,57,4233000,7,14,660000,2,8,427000,2,24,2761000,57,57,4233000,7,14,660000,2,8,427000,2,24,2761000
8599,02,002800,150,9999,9999,4,9,12,12,KODIAK . . . . . . . . . . . . . .,31,31,2766107,0,0,0,5,15,899179,0,0,0,31,31,2766107,0,0,0,5,15,899179,0,0,0
8599,02,003200,122,9999,9999,4,9,12,12,KENAI. . . . . . . . . . . . . . .,79,79,6511100,7,14,643000,14,54,2344000,0,0,0,79,79,6511100,7,14,643000,14,54,2344000,0,0,0
8599,02,003500,130,9999,9999,4,9,12,12,KETCHIKAN. . . . . . . . . . . . .,27,27,1946340,1,2,104000,0,0,0,0,0,0,27,27,1946340,1,2,104000,0,0,0,0,0,0
8599,02,003700,130,9999,9999,4,9,12,12,KETCHIKAN GATEWAY BORO. UNINC. ARE,78,78,3933452,6,12,462708,0,0,0,0,0,0,78,78,3933452,6,12,462708,0,0,0,0,0,0
8599,02,004000,150,9999,9999,4,9,12,12,KODIAK ISLAND BOROUGH UNINC. AREA.,62,62,7375099,3,6,477960,1,3,313040,0,0,0,62,62,7375099,3,6,477960,1,3,313040,0,0,0
8599,02,004300,090,9999,9999,4,9,12,12,NORTH POLE (N) . . . . . . . . . .,8,8,455932,2,4,222299,1,4,150000,0,0,0,8,8,455932,2,4,222299,1,4,150000,0,0,0
8599,02,004500,170,9999,9999,4,9,12,12,PALMER . . . . . . . . . . . . . .,56,56,3101367,3,6,255900,1,4,167000,4,38,1129700,56,56,3101367,3,6,255900,1,4,167000,4,38,1129700
8599,02,004700,280,9999,9999,4,9,11,11,PETERSBURG . . . . . . . . . . . .,7,7,538370,1,2,112000,0,0,0,0,0,0,6,6,449270,1,2,112000,0,0,0,0,0,0
8599,02,005000,122,9999,9999,4,9,12,12,SELDOVIA . . . . . . . . . . . . .,6,6,248032,0,0,0,0,0,0,0,0,0,6,6,248032,0,0,0,0,0,0,0,0,0
8599,02,005500,122,9999,9999,4,9,12,12,SEWARD . . . . . . . . . . . . . .,7,7,422000,0,0,0,6,24,936000,2,13,1200000,7,7,422000,0,0,0,6,24,936000,2,13,1200000
8599,02,006000,220,9999,9999,4,9,0,0,SITKA BOROUGH. . . . . . . . . . .,33,33,2896934,8,16,849378,2,7,145733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,02,006100,231,9999,9999,4,9,12,12,SKAGWAY. . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,02,006200,122,9999,9999,4,9,12,12,SOLDOTNA . . . . . . . . . . . . .,24,24,1978493,7,14,719000,8,32,1425600,5,84,2915000,24,24,1978493,7,14,719000,8,32,1425600,5,84,2915000
8599,02,006500,261,9999,9999,4,9,12,12,VALDEZ # . . . . . . . . . . . . .,1,1,125000,0,0,0,0,0,0,0,0,0,1,1,125000,0,0,0,0,0,0,0,0,0
8599,02,007000,280,9999,9999,4,9,12,12,WRANGELL . . . . . . . . . . . . .,6,6,225000,0,0,0,0,0,0,0,0,0,6,6,225000,0,0,0,0,0,0,0,0,0
8599,04,000200,001,9999,9999,4,8,12,12,APACHE CO. UNINC. AREA . . . . . .,88,88,3520000,0,0,0,0,0,0,0,0,0,88,88,3520000,0,0,0,0,0,0,0,0,0
8599,04,000300,021,9999,9999,4,8,12,12,APACHE JUNCTION. . . . . . . . . .,79,79,4137214,1,2,46883,9,36,1508419,18,136,1844020,79,79,4137214,1,2,46883,9,36,1508419,18,136,1844020
8599,04,000500,013,6200,9999,4,8,12,12,AVONDALE . . . . . . . . . . . . .,9,9,295075,0,0,11400,2,7,161000,21,226,6440505,9,9,295075,0,0,11400,2,7,161000,21,226,6440505
8599,04,000700,003,9999,9999,4,8,12,12,BENSON . . . . . . . . . . . . . .,3,3,188000,0,0,0,0,0,0,0,0,0,3,3,188000,0,0,0,0,0,0,0,0,0
8599,04,001100,003,9999,9999,4,8,12,12,BISBEE . . . . . . . . . . . . . .,6,6,445000,0,0,0,0,0,0,0,0,0,6,6,445000,0,0,0,0,0,0,0,0,0
8599,04,001500,013,6200,9999,4,8,12,12,BUCKEYE TOWN . . . . . . . . . . .,6,6,225000,0,0,0,0,0,0,0,0,0,6,6,225000,0,0,0,0,0,0,0,0,0
8599,04,001700,015,9999,9999,4,8,6,6,BULLHEAD . . . . . . . . . . . . .,59,59,3724310,0,0,0,0,0,0,2,27,483236,59,59,3724310,0,0,0,0,0,0,2,27,483236
8599,04,001800,013,6200,9999,4,8,3,3,CAREFREE TOWN. . . . . . . . . . .,14,14,2676800,1,2,388080,3,9,1746360,0,0,0,14,14,2676800,1,2,388080,3,9,1746360,0,0,0
8599,04,002000,021,9999,9999,4,8,12,12,CASA GRANDE. . . . . . . . . . . .,60,60,4990798,0,0,0,8,31,904613,40,818,18440894,60,60,4990798,0,0,0,8,31,904613,40,818,18440894
8599,04,002500,013,6200,9999,4,8,12,12,CHANDLER . . . . . . . . . . . . .,2957,2957,165521207,5,10,585200,5,19,558252,125,1843,50943525,2957,2957,165521207,5,10,585200,5,19,558252,125,1843,50943525
8599,04,002600,025,9999,9999,4,8,12,12,CHINO VALLEY TOWN. . . . . . . . .,166,166,6142000,0,0,0,0,0,0,0,0,0,166,166,6142000,0,0,0,0,0,0,0,0,0
8599,04,002700,025,9999,9999,4,8,12,12,CLARKDALE TOWN . . . . . . . . . .,46,46,3118132,0,0,0,9,34,942432,0,0,0,46,46,3118132,0,0,0,9,34,942432,0,0,0
8599,04,003300,003,9999,9999,4,8,12,12,COCHISE CO. UNINC. AREA. . . . . .,205,205,10640352,0,0,0,1,4,236000,1,5,225000,205,205,10640352,0,0,0,1,4,236000,1,5,225000
8599,04,003400,005,9999,9999,4,8,12,12,COCONINO CO. UNINC. AREA . . . . .,323,323,16685589,0,0,0,0,0,0,0,0,0,323,323,16685589,0,0,0,0,0,0,0,0,0
8599,04,003500,021,9999,9999,4,8,0,0,COOLIDGE . . . . . . . . . . . . .,1,1,50000,0,0,0,0,0,0,1,14,326666,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,003700,025,9999,9999,4,8,12,12,COTTONWOOD TOWN. . . . . . . . . .,36,36,1709921,5,10,257114,6,23,521401,6,126,2863702,36,36,1709921,5,10,257114,6,23,521401,6,126,2863702
8599,04,004000,003,9999,9999,4,8,12,12,DOUGLAS. . . . . . . . . . . . . .,3,3,214069,0,0,0,1,4,117020,0,0,0,3,3,214069,0,0,0,1,4,117020,0,0,0
8599,04,004100,011,9999,9999,4,8,0,0,DUNCAN TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,004200,001,9999,9999,4,8,12,12,EAGAR TOWN . . . . . . . . . . . .,42,42,2353891,0,0,0,0,0,0,0,0,0,42,42,2353891,0,0,0,0,0,0,0,0,0
8599,04,004400,013,6200,9999,4,8,11,11,EL MIRAGE TOWN . . . . . . . . . .,6,6,307310,0,0,0,0,0,0,0,0,0,6,6,307310,0,0,0,0,0,0,0,0,0
8599,04,004500,021,9999,9999,4,8,12,12,ELOY . . . . . . . . . . . . . . .,2,2,37000,2,4,22000,0,0,0,0,0,0,2,2,37000,2,4,22000,0,0,0,0,0,0
8599,04,005000,005,9999,9999,4,8,12,12,FLAGSTAFF. . . . . . . . . . . . .,366,366,22771511,19,38,2176090,4,13,347900,16,516,6971734,366,366,22771511,19,38,2176090,4,13,347900,16,516,6971734
8599,04,005500,021,9999,9999,4,8,12,12,FLORENCE TOWN. . . . . . . . . . .,2,2,80000,0,0,0,1,4,65000,0,0,0,2,2,80000,0,0,0,1,4,65000,0,0,0
8599,04,005600,005,9999,9999,4,8,12,12,FREDONIA TOWN. . . . . . . . . . .,1,1,25000,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,0,0,0,0,0,0,0
8599,04,005800,007,9999,9999,4,8,12,12,GILA BAL. OF CO. # . . . . . . . .,203,203,9419900,0,0,0,0,0,0,0,0,0,203,203,9419900,0,0,0,0,0,0,0,0,0
8599,04,005900,013,6200,9999,4,8,12,12,GILA BEND TOWN . . . . . . . . . .,2,2,80000,0,0,0,0,0,0,0,0,0,2,2,80000,0,0,0,0,0,0,0,0,0
8599,04,006000,013,6200,9999,4,8,12,12,GILBERT TOWN . . . . . . . . . . .,507,507,31490739,78,156,5768996,10,40,972937,61,752,17569113,507,507,31490739,78,156,5768996,10,40,972937,61,752,17569113
8599,04,006500,013,6200,9999,4,8,12,12,GLENDALE . . . . . . . . . . . . .,1591,1591,100723562,3,6,157950,8,26,2992190,99,1604,43201412,1591,1591,100723562,3,6,157950,8,26,2992190,99,1604,43201412
8599,04,007000,007,9999,9999,4,8,12,12,GLOBE. . . . . . . . . . . . . . .,5,5,101000,0,0,0,0,0,0,0,0,0,5,5,101000,0,0,0,0,0,0,0,0,0
8599,04,007500,013,6200,9999,4,8,12,12,GOODYEAR TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,007600,009,9999,9999,4,8,12,12,GRAHAM CO. UNINC. AREA . . . . . .,24,24,732130,0,0,0,0,0,0,0,0,0,24,24,732130,0,0,0,0,0,0,0,0,0
8599,04,007650,011,9999,9999,4,8,12,12,GREENLEE BAL. OF CO. # . . . . . .,2,2,22000,0,0,0,0,0,0,0,0,0,2,2,22000,0,0,0,0,0,0,0,0,0
8599,04,007675,013,6200,9999,4,8,6,6,GUADALUPE TOWN . . . . . . . . . .,16,16,286738,0,0,0,0,0,0,0,0,0,10,10,122692,0,0,0,0,0,0,0,0,0
8599,04,007700,007,9999,9999,4,8,12,12,HAYDEN TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,007900,017,9999,9999,4,8,12,12,HOLBROOK . . . . . . . . . . . . .,5,5,299245,0,0,0,0,0,0,0,0,0,5,5,299245,0,0,0,0,0,0,0,0,0
8599,04,008000,003,9999,9999,4,8,12,12,HUACHUCA CITY TOWN . . . . . . . .,0,0,0,16,32,600000,0,0,0,0,0,0,0,0,0,16,32,600000,0,0,0,0,0,0
8599,04,008500,025,9999,9999,4,8,12,12,JEROME TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,008700,021,9999,9999,4,8,12,12,KEARNY TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,009000,015,9999,9999,4,8,12,12,KINGMAN. . . . . . . . . . . . . .,156,156,5637353,2,4,113840,0,0,0,0,0,0,156,156,5637353,2,4,113840,0,0,0,0,0,0
8599,04,009100,015,9999,9999,4,8,12,12,LAKE HAVASU CITY . . . . . . . . .,481,481,19087721,1,2,64407,8,30,540655,22,269,6174577,481,481,19087721,1,2,64407,8,30,540655,22,269,6174577
8599,04,009200,012,9999,9999,4,8,0,0,LA PAZ CO. UNINC. AREA # . . . . .,12,12,648757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,009350,019,8520,9999,4,8,12,12,MARANA TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,009500,013,6200,9999,4,8,12,12,MARICOPA CO. UNINC. AREA . . . . .,3562,3562,193550640,0,0,0,9,31,997520,58,948,31356537,3562,3562,193550640,0,0,0,9,31,997520,58,948,31356537
8599,04,010000,013,6200,9999,4,8,12,12,MESA . . . . . . . . . . . . . . .,3029,3029,199224998,49,98,4312906,117,458,18437156,408,4824,140313805,3029,3029,199224998,49,98,4312906,117,458,18437156,408,4824,140313805
8599,04,010500,007,9999,9999,4,8,12,12,MIAMI TOWN . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,04,010800,015,9999,9999,4,8,12,12,MOHAVE CO. UNINC. AREA . . . . . .,287,287,13753728,0,0,0,13,49,1124204,7,168,3643759,287,287,13753728,0,0,0,13,49,1124204,7,168,3643759
8599,04,010900,017,9999,9999,4,8,12,12,NAVAJO BAL. OF CO. # . . . . . . .,351,351,12524471,0,0,0,0,0,0,0,0,0,351,351,12524471,0,0,0,0,0,0,0,0,0
