Survey,State,6-Digit,County,Place,CSA,CBSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2003,06,272000,099,1790,999,33700,1,95353      ,4,9,12,,Modesto,864,864,141505374,7,14,1387491,4,12,1054444,2,34,2658090,864,864,141505374,7,14,1387491,4,12,1054444,2,34,2658090
2003,06,273000,049,    ,999,99999, ,96101      ,4,9,12,,Modoc County Unincorporated Area,17,17,1709455,0,0,0,0,0,0,0,0,0,17,17,1709455,0,0,0,0,0,0,0,0,0
2003,06,274000,051,    ,999,99999, ,93517      ,4,9,0,,Mono County Unincorporated Area,41,41,5690950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,275000,037,1800,348,31100, ,91016      ,4,9,12,,Monrovia,38,38,6293164,1,2,164000,0,0,0,0,0,0,38,38,6293164,1,2,164000,0,0,0,0,0,0
2003,06,276000,093,1805,999,99999, ,96094      ,4,9,0,,Montague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,277000,071,1815,348,40140, ,91763      ,4,9,12,,Montclair,3,3,714198,0,0,0,0,0,0,0,0,0,3,3,714198,0,0,0,0,0,0,0,0,0
2003,06,278000,085,1835,488,41940, ,95030      ,4,9,12,,Monte Sereno,5,5,4903060,0,0,0,0,0,0,0,0,0,5,5,4903060,0,0,0,0,0,0,0,0,0
2003,06,279000,037,1820,348,31100, ,90640      ,4,9,12,,Montebello,3,3,350813,0,0,0,0,0,0,0,0,0,3,3,350813,0,0,0,0,0,0,0,0,0
2003,06,280000,053,1825,999,41500,1,93940      ,4,9,12,,Monterey,3,3,1376432,0,0,0,0,0,0,1,17,1357000,3,3,1376432,0,0,0,0,0,0,1,17,1357000
2003,06,281000,053,    ,999,41500, ,93902      ,4,9,12,,Monterey County Unincorporated Area,197,197,91883702,0,0,0,0,0,0,0,0,0,197,197,91883702,0,0,0,0,0,0,0,0,0
2003,06,282000,037,1830,348,31100, ,91754      ,4,9,12,,Monterey Park,69,69,18041731,0,0,0,0,0,0,1,42,4497942,69,69,18041731,0,0,0,0,0,0,1,42,4497942
2003,06,283000,111,1840,348,37100, ,93021      ,4,9,12,,Moorpark,51,51,21197265,0,0,0,0,0,0,15,198,11451338,51,51,21197265,0,0,0,0,0,0,15,198,11451338
2003,06,285000,065,1849,348,40140, ,925520805  ,4,9,12,,Moreno Valley,1987,1987,376020392,0,0,0,0,0,0,29,448,41627196,1987,1987,376020392,0,0,0,0,0,0,29,448,41627196
2003,06,286000,085,1850,488,41940, ,95037      ,4,9,12,,Morgan Hill,239,239,72178304,0,0,0,0,0,0,5,72,7369706,239,239,72178304,0,0,0,0,0,0,5,72,7369706
2003,06,287000,079,1855,999,42020, ,93442      ,4,9,12,,Morro Bay,65,65,13070293,3,6,789363,0,0,0,0,0,0,65,65,13070293,3,6,789363,0,0,0,0,0,0
2003,06,288000,093,1870,999,99999, ,96067      ,4,9,12,,Mount Shasta,15,15,2044154,2,4,458109,1,3,243165,0,0,0,15,15,2044154,2,4,458109,1,3,243165,0,0,0
2003,06,289000,085,1863,488,41940, ,94039      ,4,9,12,,Mountain View,90,90,14160185,1,2,378320,0,0,0,0,0,0,90,90,14160185,1,2,378320,0,0,0,0,0,0
2003,06,290000,065,1877,348,40140, ,92362      ,4,9,12,,Murrieta,1530,1530,287962006,45,90,8862364,30,96,14717234,86,697,54064180,1530,1530,287962006,45,90,8862364,30,96,14717234,86,697,54064180
2003,06,291000,055,1884,488,34900,1,94558      ,4,9,12,,Napa,128,128,32085158,2,4,453000,1,3,220963,5,30,2334011,128,128,32085158,2,4,453000,1,3,220963,5,30,2334011
2003,06,292000,055,    ,488,34900, ,94559      ,4,9,12,,Napa County Unincorporated Area,116,116,57816407,0,0,0,0,0,0,0,0,0,116,116,57816407,0,0,0,0,0,0,0,0,0
2003,06,293000,073,1885,999,41740, ,919504397  ,4,9,12,,National City,21,21,4022765,0,0,0,0,0,0,0,0,0,21,21,4022765,0,0,0,0,0,0,0,0,0
2003,06,294000,071,1890,348,40140, ,92363      ,4,9,12,,Needles,13,13,2136536,0,0,0,0,0,0,0,0,0,13,13,2136536,0,0,0,0,0,0,0,0,0
2003,06,296000,057,    ,999,99999, ,95959      ,4,9,12,,Nevada County Unincorporated Area,416,416,58951300,0,0,0,0,0,0,0,0,0,416,416,58951300,0,0,0,0,0,0,0,0,0
2003,06,297000,001,1900,488,41860, ,94560      ,4,9,12,,Newark,0,0,0,1,2,357362,0,0,0,0,0,0,0,0,0,1,2,357362,0,0,0,0,0,0
2003,06,298000,099,1910,999,33700, ,95360      ,4,9,12,,Newman,180,180,27062777,0,0,0,13,52,3653501,0,0,0,180,180,27062777,0,0,0,13,52,3653501,0,0,0
2003,06,299000,059,1912,348,31100, ,92660      ,4,9,11,,Newport Beach,140,140,64193910,15,30,6351462,1,3,565724,0,0,0,131,131,59689967,14,28,5987086,0,0,0,0,0,0
2003,06,300000,065,1919,348,40140, ,92860      ,4,9,0,,Norco,91,91,25126486,0,0,0,0,0,0,6,30,2040522,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,301000,037,1950,348,31100, ,90650      ,4,9,12,,Norwalk,2,2,253137,0,0,0,0,0,0,0,0,0,2,2,253137,0,0,0,0,0,0,0,0,0
2003,06,302000,041,1955,488,41860, ,94945      ,4,9,12,,Novato,457,457,105080711,2,4,573648,0,0,0,2,25,3343218,457,457,105080711,2,4,573648,0,0,0,2,25,3343218
2003,06,303000,099,1965,999,33700, ,95361      ,4,9,12,,Oakdale,166,166,26200405,4,8,473792,0,0,0,0,0,0,166,166,26200405,4,8,473792,0,0,0,0,0,0
2003,06,304000,001,1970,488,41860,1,94612      ,4,9,12,,Oakland,304,304,85266989,16,32,4682520,6,21,2611189,39,728,86752380,304,304,85266989,16,32,4682520,6,21,2611189,39,728,86752380
2003,06,304100,013,1975,488,41860, ,94561      ,4,9,12,,Oakley,261,261,81065308,0,0,0,0,0,0,0,0,0,261,261,81065308,0,0,0,0,0,0,0,0,0
2003,06,305000,073,1990,999,41740, ,92054      ,4,9,12,,Oceanside,579,579,140407757,1,2,357550,23,89,11889175,37,366,33205010,579,579,140407757,1,2,357550,23,89,11889175,37,366,33205010
2003,06,306000,111,1995,348,37100, ,93023      ,4,9,12,,Ojai,33,33,7651351,0,0,0,0,0,0,0,0,0,33,33,7651351,0,0,0,0,0,0,0,0,0
2003,06,307000,071,2005,348,40140, ,91767      ,4,9,12,,Ontario,87,87,17808386,4,8,488320,1,3,230526,1,91,5493500,87,87,17808386,4,8,488320,1,3,230526,1,91,5493500
2003,06,308000,059,2015,348,31100, ,92866      ,4,9,12,,Orange,145,145,29290039,2,4,340890,1,4,206850,0,0,0,145,145,29290039,2,4,340890,1,4,206850,0,0,0
2003,06,309000,059,    ,348,31100, ,927035000  ,4,9,12,,Orange County Unincorporated Area,1529,1529,229548982,0,0,0,0,0,0,7,103,9321781,1529,1529,229548982,0,0,0,0,0,0,7,103,9321781
2003,06,310000,019,2020,260,23420, ,93646      ,4,9,12,,Orange Cove,1,1,150000,0,0,0,0,0,0,10,78,3851045,1,1,150000,0,0,0,0,0,0,10,78,3851045
2003,06,312000,021,2035,999,99999, ,95963      ,4,9,12,,Orland,24,24,2802005,0,0,0,12,37,2927952,1,14,639382,24,24,2802005,0,0,0,12,37,2927952,1,14,639382
2003,06,313000,007,2045,999,17020, ,95965      ,4,9,12,,Oroville,72,72,7501849,2,4,232936,0,0,0,0,0,0,72,72,7501849,2,4,232936,0,0,0,0,0,0
2003,06,314000,111,2050,348,37100, ,93030      ,4,9,12,,Oxnard,905,905,220693427,4,8,1857236,1,3,410021,2,120,7592242,905,905,220693427,4,8,1857236,1,3,410021,2,120,7592242
2003,06,315000,053,2065,999,41500, ,939503396  ,4,9,12,,Pacific Grove,6,6,2257315,0,0,0,0,0,0,0,0,0,6,6,2257315,0,0,0,0,0,0,0,0,0
2003,06,316000,081,2060,488,41860, ,94044      ,4,9,11,,Pacifica,7,7,2097928,0,0,0,1,4,481736,0,0,0,6,6,1756510,0,0,0,1,4,481736,0,0,0
2003,06,317000,065,2080,348,40140,1,92260      ,4,9,12,,Palm Desert,237,237,65066139,0,0,0,1,3,207022,6,98,11785467,237,237,65066139,0,0,0,1,3,207022,6,98,11785467
2003,06,318000,065,2085,348,40140,1,92263      ,4,9,12,,Palm Springs,607,607,127653191,2,4,361633,0,0,0,0,0,0,607,607,127653191,2,4,361633,0,0,0,0,0,0
2003,06,319000,037,2072,348,31100, ,93550      ,4,9,12,,Palmdale,957,957,176387021,0,0,0,0,0,0,0,0,0,957,957,176387021,0,0,0,0,0,0,0,0,0
2003,06,320000,085,2090,488,41940,1,94301      ,4,9,12,,Palo Alto,58,58,21987548,0,0,0,0,0,0,7,52,5700000,58,58,21987548,0,0,0,0,0,0,7,52,5700000
2003,06,321000,037,2095,348,31100, ,90274      ,4,9,12,,Palos Verdes Estates,27,27,19863301,0,0,0,0,0,0,0,0,0,27,27,19863301,0,0,0,0,0,0,0,0,0
2003,06,322000,007,2100,999,17020,1,95969      ,4,9,12,,Paradise town,93,93,14459419,0,0,0,0,0,0,0,0,0,93,93,14459419,0,0,0,0,0,0,0,0,0
2003,06,323000,037,2105,348,31100, ,90723      ,4,9,12,,Paramount,13,13,1640432,0,0,0,0,0,0,0,0,0,13,13,1640432,0,0,0,0,0,0,0,0,0
2003,06,324000,019,2120,260,23420, ,93648      ,4,9,12,,Parlier,2,2,332075,0,0,0,0,0,0,14,140,10945075,2,2,332075,0,0,0,0,0,0,14,140,10945075
2003,06,325000,037,2125,348,31100,1,911011704  ,4,9,12,,Pasadena,113,113,19776788,1,2,480000,0,0,0,12,925,89485342,113,113,19776788,1,2,480000,0,0,0,12,925,89485342
2003,06,326000,079,0885,999,42020,1,93446      ,4,9,12,,Paso Robles,394,394,79473396,2,4,426432,12,38,1951511,0,0,0,394,394,79473396,2,4,426432,12,38,1951511,0,0,0
2003,06,327000,099,2130,999,33700, ,95363      ,4,9,2,,Patterson,204,204,30899797,0,0,0,0,0,0,0,0,0,15,15,2378649,0,0,0,0,0,0,0,0,0
2003,06,328000,065,2138,348,40140, ,925702200  ,4,9,12,,Perris,1269,1269,188772979,0,0,0,0,0,0,0,0,0,1269,1269,188772979,0,0,0,0,0,0,0,0,0
2003,06,329000,097,2140,488,42220,1,94953      ,4,9,12,,Petaluma,155,155,38986694,0,0,0,0,0,0,2,104,9010017,155,155,38986694,0,0,0,0,0,0,2,104,9010017
2003,06,330000,037,2145,348,31100, ,906601016  ,4,9,12,,Pico Rivera,17,17,3121171,0,0,0,0,0,0,0,0,0,17,17,3121171,0,0,0,0,0,0,0,0,0
2003,06,331000,001,2150,488,41860, ,94611      ,4,9,12,,Piedmont,1,1,3500000,0,0,0,0,0,0,0,0,0,1,1,3500000,0,0,0,0,0,0,0,0,0
2003,06,332000,013,2160,488,41860, ,94564      ,4,9,12,,Pinole,21,21,4375178,0,0,0,0,0,0,0,0,0,21,21,4375178,0,0,0,0,0,0,0,0,0
2003,06,333000,079,2170,999,42020, ,93449      ,4,9,12,,Pismo Beach,42,42,8035865,1,2,245665,0,0,0,0,0,0,42,42,8035865,1,2,245665,0,0,0,0,0,0
2003,06,334000,013,2175,488,41860, ,94565      ,4,9,12,,Pittsburg,482,482,92996818,0,0,0,0,0,0,12,296,15906378,482,482,92996818,0,0,0,0,0,0,12,296,15906378
2003,06,335000,059,2195,348,31100, ,92870      ,4,9,12,,Placentia,75,75,17207750,4,8,633533,1,3,354473,12,446,38460045,75,75,17207750,4,8,633533,1,3,354473,12,446,38460045
2003,06,336000,061,    ,472,40900, ,95603      ,4,9,12,,Placer County Unincorporated Area,818,818,153186351,16,32,2908342,0,0,0,0,0,0,818,818,153186351,16,32,2908342,0,0,0,0,0,0
2003,06,337000,017,2200,472,40900, ,95667      ,4,9,12,,Placerville,25,25,5650737,3,6,760865,0,0,0,0,0,0,25,25,5650737,3,6,760865,0,0,0,0,0,0
2003,06,338000,013,2210,488,41860, ,94523      ,4,9,12,,Pleasant Hill,3,3,825150,0,0,0,7,21,6599316,0,0,0,3,3,825150,0,0,0,7,21,6599316,0,0,0
2003,06,339000,001,2215,488,41860, ,94566      ,4,9,12,,Pleasanton,253,253,87152969,0,0,0,0,0,0,0,0,0,253,253,87152969,0,0,0,0,0,0,0,0,0
2003,06,340000,063,    ,999,99999, ,959719366  ,4,9,12,,Plumas County Unincorporated Area,214,214,33008263,0,0,0,0,0,0,0,0,0,214,214,33008263,0,0,0,0,0,0,0,0,0
2003,06,341000,005,2220,999,99999, ,95669      ,4,9,12,,Plymouth,21,21,1825076,1,2,161439,0,0,0,0,0,0,21,21,1825076,1,2,161439,0,0,0,0,0,0
2003,06,343000,037,2230,348,31100, ,91766      ,4,9,12,,Pomona,93,93,16423991,0,0,0,0,0,0,5,174,12960294,93,93,16423991,0,0,0,0,0,0,5,174,12960294
2003,06,344000,111,2250,348,37100, ,93041      ,4,9,12,,Port Hueneme,24,24,3962042,0,0,0,0,0,0,0,0,0,24,24,3962042,0,0,0,0,0,0,0,0,0
2003,06,345000,107,2245,999,47300,1,93257      ,4,9,12,,Porterville,225,225,23187750,8,16,826470,0,0,0,11,81,4000000,225,225,23187750,8,16,826470,0,0,0,11,81,4000000
2003,06,346000,063,2255,999,99999, ,96122      ,4,9,12,,Portola,15,15,1702248,0,0,0,0,0,0,0,0,0,15,15,1702248,0,0,0,0,0,0,0,0,0
2003,06,347000,081,2257,488,41860, ,94028      ,4,9,12,,Portola Valley town,7,7,8426230,0,0,0,0,0,0,0,0,0,7,7,8426230,0,0,0,0,0,0,0,0,0
2003,06,348000,073,2260,999,41740, ,920740789  ,4,9,12,,Poway,82,82,35249773,0,0,0,0,0,0,1,84,4954858,82,82,35249773,0,0,0,0,0,0,1,84,4954858
2003,06,349000,071,2278,348,40140, ,91730      ,4,9,12,,Rancho Cucamonga,1173,1173,284455603,12,24,1962150,0,0,0,50,663,45973127,1173,1173,284455603,12,24,1962150,0,0,0,50,663,45973127
2003,06,350000,065,2281,348,40140, ,92270      ,4,9,12,,Rancho Mirage,690,690,178269497,0,0,0,0,0,0,0,0,0,690,690,178269497,0,0,0,0,0,0,0,0,0
2003,06,351000,037,2284,348,31100, ,90274      ,4,9,12,,Rancho Palos Verdes,29,29,16769817,0,0,0,0,0,0,0,0,0,29,29,16769817,0,0,0,0,0,0,0,0,0
2003,06,351500,059,2288,348,31100, ,92688      ,4,9,0,,Rancho Santa Margarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,352000,103,2294,999,99999, ,96080      ,4,9,8,,Red Bluff,26,26,3012598,0,0,0,0,0,0,0,0,0,14,14,1743466,0,0,0,0,0,0,0,0,0
2003,06,353000,089,2296,999,39820,1,96001      ,4,9,12,,Redding,473,473,84625565,1,2,220711,6,23,1815332,9,104,5815971,473,473,84625565,1,2,220711,6,23,1815332,9,104,5815971
2003,06,354000,071,2297,348,40140, ,92373      ,4,9,12,,Redlands,337,337,76285819,4,8,911600,0,0,0,7,51,4538928,337,337,76285819,4,8,911600,0,0,0,7,51,4538928
2003,06,355000,037,2300,348,31100, ,90277      ,4,9,12,,Redondo Beach,191,191,49225069,0,0,0,0,0,0,0,0,0,191,191,49225069,0,0,0,0,0,0,0,0,0
2003,06,356000,081,2305,488,41860, ,940640391  ,4,9,12,,Redwood City,22,22,1958046,0,0,0,0,0,0,0,0,0,22,22,1958046,0,0,0,0,0,0,0,0,0
2003,06,357000,019,2315,260,23420, ,93654      ,4,9,12,,Reedley,181,181,21571377,0,0,0,1,4,225642,2,13,918250,181,181,21571377,0,0,0,1,4,225642,2,13,918250
2003,06,358000,071,2320,348,40140, ,92376      ,4,9,12,,Rialto,121,121,26887117,2,4,406504,0,0,0,0,0,0,121,121,26887117,2,4,406504,0,0,0,0,0,0
2003,06,359000,013,2330,488,41860, ,94804      ,4,9,6,,Richmond,201,201,43053390,0,0,0,3,9,1500080,13,215,19479227,77,77,16016643,0,0,0,3,9,1500080,11,205,18479227
2003,06,360000,029,2335,999,12540, ,93555      ,4,9,0,,Ridgecrest,13,13,1474215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,361000,023,2337,999,99999, ,95562      ,4,9,12,,Rio Dell,8,8,1113691,0,0,0,0,0,0,0,0,0,8,8,1113691,0,0,0,0,0,0,0,0,0
2003,06,362000,095,2350,488,46700, ,94571      ,4,9,12,,Rio Vista,228,228,33978463,0,0,0,0,0,0,0,0,0,228,228,33978463,0,0,0,0,0,0,0,0,0
2003,06,363000,077,2355,999,44700, ,95366      ,4,9,12,,Ripon,302,302,84832740,0,0,0,0,0,0,0,0,0,302,302,84832740,0,0,0,0,0,0,0,0,0
2003,06,364000,099,2360,999,33700, ,95367      ,4,9,12,,Riverbank,762,762,111998547,0,0,0,0,0,0,0,0,0,762,762,111998547,0,0,0,0,0,0,0,0,0
2003,06,365000,065,2370,348,40140,1,92522      ,4,9,12,,Riverside,689,689,139055599,3,6,403914,2,8,500823,40,1315,92526485,689,689,139055599,3,6,403914,2,8,500823,40,1315,92526485
2003,06,366000,065,    ,348,40140, ,925021090  ,4,9,12,,Riverside County Unincorporated Area,8906,8906,1621913242,4,8,364720,16,53,2830128,49,567,35511025,8906,8906,1621913242,4,8,364720,16,53,2830128,49,567,35511025
2003,06,367000,061,2375,472,40900, ,95677      ,4,9,12,,Rocklin,467,467,132228157,0,0,0,0,0,0,0,0,0,467,467,132228157,0,0,0,0,0,0,0,0,0
2003,06,368000,097,2377,488,42220, ,94928      ,4,9,12,,Rohnert Park,2,2,234000,0,0,0,0,0,0,4,207,19051622,2,2,234000,0,0,0,0,0,0,4,207,19051622
2003,06,369000,037,2385,348,31100, ,47132      ,4,9,0,,Rolling Hills,2,2,1095480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,370000,037,2387,348,31100, ,47132      ,4,9,0,,Rolling Hills Estates,6,6,3503989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,371000,037,2400,348,31100, ,92806      ,4,9,12,,Rosemead,65,65,16618888,0,0,0,0,0,0,0,0,0,65,65,16618888,0,0,0,0,0,0,0,0,0
2003,06,372000,061,2405,472,40900, ,95678      ,4,9,12,,Roseville,1467,1467,384045309,0,0,0,0,0,0,33,474,42747215,1467,1467,384045309,0,0,0,0,0,0,33,474,42747215
2003,06,373000,041,2407,488,41860, ,94957      ,4,9,12,,Ross town,3,3,4999845,0,0,0,0,0,0,0,0,0,3,3,4999845,0,0,0,0,0,0,0,0,0
2003,06,374000,067,2420,472,40900,1,958142308  ,4,9,12,,Sacramento,3603,3603,482848638,28,56,4278818,1,4,231269,248,2353,195708497,3603,3603,482848638,28,56,4278818,1,4,231269,248,2353,195708497
2003,06,375000,067,    ,472,40900, ,95814      ,4,9,12,,Sacramento County Unincorporated Area,2274,2274,372067654,27,54,5353392,0,0,0,66,890,69528143,2274,2274,372067654,27,54,5353392,0,0,0,66,890,69528143
2003,06,376000,053,2435,999,41500,1,93901      ,4,9,12,,Salinas,257,257,58769048,0,0,0,4,14,1559403,23,273,36998025,257,257,58769048,0,0,0,4,14,1559403,23,273,36998025
2003,06,377000,041,2445,488,41860, ,94960      ,4,9,11,,San Anselmo town,7,7,4017103,1,2,175000,0,0,0,0,0,0,6,6,3645000,1,2,175000,0,0,0,0,0,0
2003,06,378000,069,    ,488,41940, ,95023      ,4,9,12,,San Benito County Unincorporated Area,91,91,14060460,0,0,0,0,0,0,0,0,0,91,91,14060460,0,0,0,0,0,0,0,0,0
2003,06,379000,071,2450,348,40140,1,92418      ,4,9,12,,San Bernardino,185,185,25392072,0,0,0,0,0,0,3,132,10699650,185,185,25392072,0,0,0,0,0,0,3,132,10699650
2003,06,380000,071,    ,348,40140, ,924150187  ,4,9,12,,San Bernardino County Unincorporated Area,1370,1370,203197070,1,2,106332,1,3,77252,0,0,0,1370,1370,203197070,1,2,106332,1,3,77252,0,0,0
2003,06,381000,081,2455,488,41860, ,94066      ,4,9,12,,San Bruno,27,27,6967804,0,0,0,0,0,0,0,0,0,27,27,6967804,0,0,0,0,0,0,0,0,0
2003,06,382000,111,2460,348,37100,1,93002      ,4,9,12,,San Buenaventura,21,21,5630370,5,10,1123600,0,0,0,15,190,14909000,21,21,5630370,5,10,1123600,0,0,0,15,190,14909000
2003,06,383000,081,2465,488,41860, ,940703085  ,4,9,12,,San Carlos,5,5,2306000,0,0,0,0,0,0,0,0,0,5,5,2306000,0,0,0,0,0,0,0,0,0
2003,06,384000,059,2470,348,31100, ,92673      ,4,9,12,,San Clemente,665,665,178787597,1,2,278258,2,6,1309617,0,0,0,665,665,178787597,1,2,278258,2,6,1309617,0,0,0
2003,06,385000,073,2475,999,41740,1,92101      ,4,9,11,,San Diego,1926,1926,366862412,56,112,11373769,99,354,32005832,238,4169,332583903,1677,1677,315599724,51,102,10150840,94,337,30435157,231,3898,309911067
2003,06,386000,073,    ,999,41740, ,92123      ,4,9,12,,San Diego County Unincorporated Area,2163,2163,569507010,3,6,683343,0,0,0,34,300,18616991,2163,2163,569507010,3,6,683343,0,0,0,34,300,18616991
2003,06,387000,037,2477,348,31100, ,91773      ,4,9,12,,San Dimas,15,15,5502254,0,0,0,0,0,0,0,0,0,15,15,5502254,0,0,0,0,0,0,0,0,0
2003,06,388000,037,2480,348,31100, ,91340      ,4,9,12,,San Fernando,8,8,1234691,1,2,305900,1,3,178000,0,0,0,8,8,1234691,1,2,305900,1,3,178000,0,0,0
2003,06,389000,075,2485,488,41860,1,94103      ,4,9,12,,San Francisco,63,63,10367117,42,84,8319215,16,52,4577318,32,1231,95181165,63,63,10367117,42,84,8319215,16,52,4577318,32,1231,95181165
2003,06,390000,037,2490,348,31100, ,917780130  ,4,9,12,,San Gabriel,63,63,15162645,0,0,0,4,12,2178792,0,0,0,63,63,15162645,0,0,0,4,12,2178792,0,0,0
2003,06,391000,065,2500,348,40140, ,92583      ,4,9,8,,San Jacinto,431,431,63347659,0,0,0,0,0,0,0,0,0,305,305,46413503,0,0,0,0,0,0,0,0,0
2003,06,392000,019,2505,260,23420, ,93660      ,4,9,12,,San Joaquin,11,11,592091,0,0,0,0,0,0,0,0,0,11,11,592091,0,0,0,0,0,0,0,0,0
2003,06,393000,077,    ,999,44700, ,95205      ,4,9,12,,San Joaquin County Unincorporated Area,804,804,195425189,5,10,1782199,0,0,0,0,0,0,804,804,195425189,5,10,1782199,0,0,0,0,0,0
2003,06,394000,085,2510,488,41940,1,951101795  ,4,9,12,,San Jose,1135,1135,187090299,27,54,8551927,22,84,11701233,76,3063,281058875,1135,1135,187090299,27,54,8551927,22,84,11701233,76,3063,281058875
2003,06,395000,069,2515,488,41940, ,95045      ,4,9,12,,San Juan Bautista,4,4,420000,0,0,0,0,0,0,0,0,0,4,4,420000,0,0,0,0,0,0,0,0,0
2003,06,396000,059,2519,348,31100, ,92675      ,4,9,12,,San Juan Capistrano,26,26,10034432,0,0,0,0,0,0,0,0,0,26,26,10034432,0,0,0,0,0,0,0,0,0
2003,06,397000,001,2525,488,41860, ,94577      ,4,9,12,,San Leandro,58,58,14289285,1,2,294878,0,0,0,0,0,0,58,58,14289285,1,2,294878,0,0,0,0,0,0
2003,06,398000,079,2535,999,42020,1,934013249  ,4,9,12,,San Luis Obispo,154,154,27725578,2,4,326768,2,6,402562,10,134,9751020,154,154,27725578,2,4,326768,2,6,402562,10,134,9751020
2003,06,399000,079,    ,999,42020, ,93401      ,4,9,12,,San Luis Obispo County Unincorporated Area,1020,1020,209175279,0,0,0,8,27,2118747,2,10,500918,1020,1020,209175279,0,0,0,8,27,2118747,2,10,500918
2003,06,400000,073,2537,999,41740, ,920692918  ,4,9,12,,San Marcos,1230,1230,274533356,0,0,0,25,75,10771829,36,404,43419155,1230,1230,274533356,0,0,0,25,75,10771829,36,404,43419155
2003,06,401000,037,2545,348,31100, ,91108      ,4,9,12,,San Marino,8,8,5169369,0,0,0,0,0,0,0,0,0,8,8,5169369,0,0,0,0,0,0,0,0,0
2003,06,402000,081,2555,488,41860, ,944031388  ,4,9,12,,San Mateo,59,59,8803041,2,4,689624,0,0,0,2,93,18000000,59,59,8803041,2,4,689624,0,0,0,2,93,18000000
2003,06,403000,081,    ,488,41860, ,94063      ,4,9,12,,San Mateo County Unincorporated Area,187,187,54461523,1,2,347629,0,0,0,1,153,13791346,187,187,54461523,1,2,347629,0,0,0,1,153,13791346
2003,06,404000,013,2560,488,41860, ,94806      ,4,9,12,,San Pablo,145,145,24372330,0,0,0,1,3,300000,0,0,0,145,145,24372330,0,0,0,1,3,300000,0,0,0
2003,06,405000,041,2565,488,41860, ,94915      ,4,9,12,,San Rafael,36,36,9954808,1,2,340000,0,0,0,0,0,0,36,36,9954808,1,2,340000,0,0,0,0,0,0
2003,06,406000,013,2567,488,41860, ,94583      ,4,9,12,,San Ramon,0,0,0,0,0,0,0,0,0,1,39,3300000,0,0,0,0,0,0,0,0,0,1,39,3300000
2003,06,407000,053,2473,999,41500, ,93955      ,4,9,12,,Sand City,3,3,921000,0,0,0,0,0,0,0,0,0,3,3,921000,0,0,0,0,0,0,0,0,0
2003,06,408000,019,2495,260,23420, ,93657      ,4,9,12,,Sanger,202,202,24557476,0,0,0,1,4,178692,9,72,2855472,202,202,24557476,0,0,0,1,4,178692,9,72,2855472
2003,06,409000,059,2570,348,31100,1,92702      ,4,9,12,,Santa Ana,140,140,39023490,0,0,0,1,4,474970,6,40,6868298,140,140,39023490,0,0,0,1,4,474970,6,40,6868298
2003,06,410000,083,2575,999,42060,1,931021990  ,4,9,11,,Santa Barbara,52,52,16602627,4,8,1853611,5,15,2128954,3,20,4964000,46,46,15416085,4,8,1853611,3,9,1412300,3,20,4964000
2003,06,411000,083,    ,999,42060, ,93101      ,4,9,11,,Santa Barbara County Unincorporated Area,306,306,106634722,8,16,1762682,7,23,2458074,3,28,2671007,284,284,98486024,7,14,1538116,3,9,1315380,0,0,0
2003,06,412000,085,2580,488,41940,1,95050      ,4,9,12,,Santa Clara,243,243,51666772,0,0,0,0,0,0,11,870,95626812,243,243,51666772,0,0,0,0,0,0,11,870,95626812
2003,06,413000,085,    ,488,41940, ,95110      ,4,9,12,,Santa Clara County Unincorporated Area,93,93,30428531,2,4,621416,0,0,0,0,0,0,93,93,30428531,2,4,621416,0,0,0,0,0,0
2003,06,414000,037,2583,348,31100, ,91355      ,4,9,12,,Santa Clarita,595,595,162888027,0,0,0,1,3,584652,0,0,0,595,595,162888027,0,0,0,1,3,584652,0,0,0
2003,06,415000,087,2585,488,42100,1,95060      ,4,9,12,,Santa Cruz,63,63,9268037,3,6,1151095,1,3,314467,10,213,17434611,63,63,9268037,3,6,1151095,1,3,314467,10,213,17434611
2003,06,416000,087,    ,488,42100, ,95060      ,4,9,12,,Santa Cruz County Unincorporated Area,208,208,57196257,0,0,0,1,3,569354,0,0,0,208,208,57196257,0,0,0,1,3,569354,0,0,0
2003,06,417000,037,2590,348,31100, ,47132      ,4,9,0,,Santa Fe Springs,0,0,0,0,0,0,0,0,0,5,25,2200000,0,0,0,0,0,0,0,0,0,0,0,0
