Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2007,02,009000,013,0070,01090 ,01598 ,713 ,999,99999, , ,99503      ,4,9,0,Akutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,041000,020,0140,03000 ,03050 ,260283 ,999,11260, ,1,995196650  ,4,9,12,Municipality of Anchorage,309,309,104803878,72,144,29638637,30,119,17576406,19,263,29935001,309,309,104803878,72,144,29638637,30,119,17576406,19,263,29935001
2007,02,049000,232,0160,03440 ,33390 ,572 ,999,99999, , ,99820      ,4,9,2,Angoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,069000,000,    ,  ,  , ,999,99999,2, ,99501      ,4,9,0,Balance of State-Part 1 Anchorage,77,77,13415887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,073000,000,    ,  ,  , ,999,99999,2, ,99701      ,4,9,0,Balance of State-Part 2 Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,077000,000,    ,  ,  , ,999,99999,2, ,99801      ,4,9,0,Balance of State-Part 3 Juneau,79,79,16693434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,085000,050,0310,06520 ,45510 ,5471 ,999,99999, , ,99559      ,4,9,0,Bethel,33,33,4734174,1,2,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,097000,060,    ,  ,  ,1258 ,999,99999, , ,99633      ,4,9,12,Bristol Bay Borough,3,3,600000,0,0,0,0,0,0,0,0,0,3,3,600000,0,0,0,0,0,0,0,0,0
2007,02,133000,261,0820,17410 ,14420 ,2454 ,999,99999,2, ,99574      ,4,9,12,Cordova,11,11,1019000,0,0,0,0,0,0,0,0,0,11,11,1019000,0,0,0,0,0,0,0,0,0
2007,02,137000,201,0830,17740 ,64310 ,1397 ,999,99999, , ,99921      ,4,9,12,Craig,1,1,202573,5,10,1125408,0,0,0,0,0,0,1,1,202573,5,10,1125408,0,0,0,0,0,0
2007,02,177000,090,1080,24230 ,24450 ,30224 ,999,21820, ,1,99701      ,4,9,0,Fairbanks,9,9,826416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,02,181000,090,    ,  ,  , ,999,21820,2, ,99707      ,4,9,7,Fairbanks North Star Borough Unincorporated Area,67,67,11085998,6,12,1558000,4,13,1173000,0,0,0,30,30,3320600,1,2,350000,3,10,930000,0,0,0
