Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2012,02,009000,013,0070,01090 ,00000 ,713 ,999,99999, , ,99503      ,4,9,12,Akutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,041000,020,0140,03000 ,00000 ,260283 ,999,11260, ,1,995196650  ,4,9,12,Municipality of Anchorage,497,497,141435283,6,12,2383092,3,11,2113776,2,12,1892536,497,497,141435283,6,12,2383092,3,11,2113776,2,12,1892536
2012,02,049000,232,0160,03440 ,00000 ,572 ,999,99999, , ,998200189  ,4,9,0,Angoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,069000,000,    ,  ,  , ,999,99999,2, ,995196650  ,4,9,0,Balance of State-Part 1 Anchorage,51,51,12878110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,073000,000,    ,  ,  , ,999,99999,2, ,99701      ,4,9,0,Balance of State-Part 2 Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,077000,000,    ,  ,  , ,999,99999,2, ,99801      ,4,9,0,Balance of State-Part 3 Juneau,11,11,2282071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,085000,050,0310,06520 ,00000 ,5471 ,999,99999, , ,99559      ,4,9,12,Bethel,2,2,600000,0,0,0,0,0,0,0,0,0,2,2,600000,0,0,0,0,0,0,0,0,0
2012,02,097000,060,    ,99990 ,00000 ,1258 ,999,99999, , ,996330189  ,4,9,12,Bristol Bay Borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,133000,261,0820,17410 ,00000 ,2454 ,999,99999,2, ,99574      ,4,9,12,Cordova,4,4,420000,0,0,0,0,0,0,0,0,0,4,4,420000,0,0,0,0,0,0,0,0,0
2012,02,137000,201,0830,17740 ,00000 ,1397 ,999,99999, , ,99921      ,4,9,12,Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,177000,090,1080,24230 ,00000 ,30224 ,999,21820, ,1,99701      ,4,9,0,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,02,181000,090,    ,99990 ,00000 ,51046 ,999,21820,2, ,997071267  ,4,9,0,Fairbanks North Star Borough Unincorporated Area,45,45,8271044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
