Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8299,01,3,6,ALABAMA,4701,4701,148657,81,162,3301,80,307,6650,315,3521,70156,4672,4672,147601,81,162,3301,80,307,6650,315,3521,70156
8299,02,4,9,ALASKA,4273,4273,352771,388,776,40231,193,745,33739,177,2448,101806,4024,4024,330788,373,746,38356,189,729,32841,170,2382,98817
8299,04,4,8,ARIZONA,19545,19545,841420,257,514,13456,499,1827,43332,1017,14659,332946,19542,19542,841325,257,514,13456,499,1827,43332,1017,14659,332946
8299,05,3,7,ARKANSAS,2228,2228,100535,174,348,8210,199,770,18745,211,2979,68407,2219,2219,100241,174,348,8210,199,770,18745,211,2979,68407
8299,06,4,9,CALIFORNIA,50761,50761,3506723,1571,3142,160525,1498,5481,232760,2315,25647,1102713,49823,49823,3449492,1553,3106,159370,1482,5421,230679,2303,25534,1097910
8299,08,4,8,COLORADO,19207,19207,938441,260,520,22128,282,1074,36209,822,10987,306176,18835,18835,912446,252,504,21647,270,1036,35319,816,10925,303009
8299,09,1,1,CONNECTICUT,6403,6403,329486,112,224,5978,87,317,11028,201,3332,89912,6393,6393,329001,112,224,5978,87,317,11028,201,3332,89912
8299,10,3,5,DELAWARE,1525,1525,62785,96,192,1912,21,74,3194,78,1177,32266,1525,1525,62785,96,192,1912,21,74,3194,78,1177,32266
8299,11,3,5,DISTRICT OF COLUMBIA,29,29,1745,6,12,179,0,0,0,17,391,10206,29,29,1745,6,12,179,0,0,0,17,391,10206
8299,12,3,5,FLORIDA,56448,56448,2345437,2971,5942,151418,1989,7511,199880,2552,33912,1355450,55739,55739,2314234,2946,5892,149800,1967,7430,197610,2529,33591,1345185
8299,13,3,5,GEORGIA,25224,25224,1050231,815,1630,41691,461,1750,43470,836,10133,251804,25073,25073,1045122,809,1618,41443,460,1746,43343,825,10067,251016
8299,15,4,9,HAWAII,2132,2132,116086,20,40,4005,26,86,3737,121,3417,185374,1849,1849,103076,15,30,2205,24,80,3325,104,2879,145089
8299,16,4,8,IDAHO,2176,2176,97411,34,68,2537,15,53,2190,15,239,16540,2062,2062,92397,34,68,2537,15,53,2190,15,239,16540
8299,17,2,3,ILLINOIS,7980,7980,486414,294,588,21673,221,853,30593,430,9539,371047,7927,7927,484378,294,588,21673,221,853,30593,430,9539,371047
8299,18,2,3,INDIANA,6022,6022,316143,180,360,12943,228,844,23210,466,5256,112490,5974,5974,313746,180,360,12943,228,844,23210,462,5208,111450
8299,19,2,4,IOWA,3039,3039,137935,93,186,6810,101,393,10526,140,1653,40392,3031,3031,137510,93,186,6810,101,393,10526,140,1653,40392
8299,20,2,4,KANSAS,4226,4226,236083,435,870,31637,252,975,26029,201,2501,56259,4223,4223,235939,435,870,31637,252,975,26029,201,2501,56259
8299,21,3,6,KENTUCKY,4107,4107,171135,149,298,7064,126,487,11633,225,2622,59129,4012,4012,167548,147,294,7014,125,484,11578,204,2351,53643
8299,22,3,7,LOUISIANA,11351,11351,460057,416,832,18354,719,2825,68976,426,5308,123325,9883,9883,382368,415,830,18327,537,2103,50339,362,4814,110974
8299,23,1,1,MAINE,2178,2178,82960,39,78,4006,61,233,9208,68,657,20056,2086,2086,80542,39,78,4006,61,233,9208,68,657,20056
8299,24,3,5,MARYLAND,16672,16672,783724,80,160,3653,22,74,2809,226,4052,123023,16587,16587,779198,78,156,3590,21,71,2756,226,4052,123023
