Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201099,01,3,6,Alabama,8702,8702,1361842,54,108,10484,35,124,10326,130,2327,164323,8182,8182,1281143,54,108,10484,25,94,8624,118,2193,158496
201099,02,4,9,Alaska,753,753,183990,17,34,5041,7,26,4978,10,91,10671,605,605,149621,14,28,3860,6,22,4396,9,70,8505
201099,04,4,8,Arizona,10755,10755,2235718,32,64,7258,27,88,11756,69,1463,169458,10674,10674,2216637,31,62,7108,27,88,11756,58,1145,121143
201099,05,3,7,Arkansas,4648,4648,754634,171,342,25969,65,247,13226,130,1940,86434,4399,4399,726697,160,320,24852,63,241,13226,127,1895,84950
201099,06,4,9,California,25693,25693,6607675,332,664,112897,303,1053,165102,850,16306,2234917,24593,24593,6333327,320,640,105981,289,1011,159933,786,15830,2174652
201099,08,4,8,Colorado,8790,8790,2299952,138,276,39918,40,136,16680,124,2389,251752,8322,8322,2202298,138,276,39918,33,115,14424,108,2298,246739
201099,09,1,1,Connecticut,2632,2632,677495,45,90,8801,19,66,7453,52,1144,167607,2379,2379,641213,45,90,8801,18,63,7073,41,1078,163546
201099,10,3,5,Delaware,2673,2673,337485,35,70,5856,5,18,2566,36,311,18228,2531,2531,322757,35,70,5856,5,18,2566,21,236,15384
201099,11,3,5,District of Columbia,177,177,30730,8,16,1406,16,51,4589,6,495,68745,177,177,30730,8,16,1406,16,51,4589,6,495,68745
201099,12,3,5,Florida,30040,30040,6932923,164,328,30675,171,586,113955,526,7725,745991,29274,29274,6800629,158,316,29417,165,564,109336,484,7417,715776
201099,13,3,5,Georgia,14779,14779,2454770,69,138,10169,51,182,24787,167,2166,169508,12953,12953,2167916,58,116,8541,34,125,22074,149,2049,161228
201099,15,4,9,Hawaii,1919,1919,587827,11,22,8619,3,11,2667,113,1490,173900,1919,1919,587827,11,22,8619,3,11,2667,113,1490,173900
201099,16,4,8,Idaho,3568,3568,677782,19,38,4466,13,48,3767,43,499,46427,3418,3418,647668,13,26,2662,13,48,3767,42,494,46103
201099,17,2,3,Illinois,7624,7624,1701148,155,310,40690,112,385,45220,186,3999,625328,6727,6727,1556576,138,276,36640,106,366,43880,151,3733,605851
201099,18,2,3,Indiana,9773,9773,1714875,199,398,33796,99,379,35216,146,2533,176887,9398,9398,1657914,190,380,32357,93,360,35216,146,2533,176887
201099,19,2,4,Iowa,5952,5952,1064939,135,270,29500,47,180,18147,68,1205,109491,5638,5638,1019481,125,250,26993,45,174,17247,58,1043,101086
201099,20,2,4,Kansas,3974,3974,720222,136,272,22779,17,60,5905,56,834,62678,3807,3807,696923,132,264,22121,17,60,5905,51,734,55177
201099,21,3,6,Kentucky,5983,5983,893156,126,252,18960,67,250,42047,112,1501,132502,5746,5746,863380,111,222,17257,58,221,40654,100,1441,129698
201099,22,3,7,Louisiana,10210,10210,1680965,166,332,27802,46,167,9762,57,634,46652,8573,8573,1451092,148,296,24265,42,155,9112,24,344,28833
201099,23,1,1,Maine,2812,2812,504064,34,68,7943,6,22,2277,20,132,10996,2102,2102,404744,29,58,7187,5,19,2040,8,65,7503
201099,24,3,5,Maryland,8489,8489,1612289,47,94,11774,0,0,0,78,3348,327806,8290,8290,1583135,47,94,11774,0,0,0,77,3340,326860
