Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9399,01,3,6,Alabama,12815,12815,1045697,125,250,8291,77,289,8296,252,2751,85168,11620,11620,955465,81,162,5886,61,237,7349,244,2687,83691
9399,02,4,9,Alaska,1352,1352,196478,30,60,4418,21,81,8978,12,164,18532,1311,1311,192749,23,46,3399,18,72,8240,11,159,18141
9399,04,4,8,Arizona,34714,34714,3592356,228,456,22851,173,610,30742,270,2876,132023,33950,33950,3512686,228,456,22851,173,610,30742,270,2876,132023
9399,05,3,7,Arkansas,6969,6969,553710,553,1106,42466,134,506,15571,115,1381,32674,6714,6714,539131,543,1086,42053,129,491,15323,113,1371,32302
9399,06,4,9,California,69568,69568,9088473,703,1406,119237,670,2390,175374,953,10977,811824,68831,68831,9016969,684,1368,116960,629,2260,168638,922,10791,803802
9399,08,4,8,Colorado,25855,25855,2882752,240,480,47696,96,350,25621,276,3228,139789,25166,25166,2808465,232,464,45596,93,340,24169,272,3200,138356
9399,09,1,1,Connecticut,7831,7831,873057,43,86,3712,17,60,2398,59,1270,50497,7680,7680,854313,35,70,3146,17,60,2398,52,1234,47580
9399,10,3,5,Delaware,4646,4646,301616,55,110,5033,9,33,1551,7,88,5043,4515,4515,292038,55,110,5033,9,33,1551,7,88,5043
9399,11,3,5,District of Columbia,99,99,15761,0,0,0,14,43,3796,1,163,1000,99,99,15761,0,0,0,14,43,3796,1,163,1000
9399,12,3,5,Florida,91261,91261,8291202,985,1970,119973,529,2006,122671,1336,19866,1124558,90834,90834,8249033,979,1958,119219,524,1987,121194,1321,19726,1116122
9399,13,3,5,Georgia,47599,47599,4057658,384,768,22894,91,341,11750,411,5166,209226,46446,46446,3985805,373,746,22380,78,294,10714,404,5126,208197
9399,15,4,9,Hawaii,4614,4614,566580,68,136,14936,29,110,6607,172,1764,91371,4387,4387,542029,65,130,14118,29,110,6607,169,1747,88992
9399,16,4,8,Idaho,8770,8770,815856,163,326,17882,234,907,38085,147,1564,56719,8153,8153,772914,161,322,17693,229,891,37630,146,1543,56299
9399,17,2,3,Illinois,36232,36232,4048223,779,1558,93588,441,1631,102842,412,5321,242745,34087,34087,3829219,709,1418,86196,431,1596,101261,391,5185,237872
9399,18,2,3,Indiana,25883,25883,2715278,475,950,49047,104,370,21292,274,3600,110592,25212,25212,2668727,450,900,46937,101,360,21030,271,3550,109133
9399,19,2,4,Iowa,7350,7350,752369,146,292,18009,88,331,18402,185,2594,93639,7208,7208,743120,146,292,18009,87,328,18402,185,2594,93639
9399,20,2,4,Kansas,8940,8940,932945,223,446,25085,60,236,9760,94,1413,60017,8820,8820,926700,223,446,25085,60,236,9760,94,1413,60017
9399,21,3,6,Kentucky,12357,12357,1060457,249,498,18444,192,719,22805,224,2333,71265,11466,11466,1006084,233,466,17337,171,651,21064,201,2106,64071
9399,22,3,7,Louisiana,10363,10363,831074,84,168,5969,19,70,2272,23,625,20058,10078,10078,814525,78,156,5588,17,64,2098,21,573,18584
9399,23,1,1,Maine,3638,3638,295412,17,34,1729,7,26,969,16,146,10459,3235,3235,266116,15,30,1601,6,23,864,11,120,9159
9399,24,3,5,Maryland,25393,25393,2140272,91,182,5875,3,10,733,272,4371,162409,25269,25269,2132912,91,182,5875,3,10,733,261,4284,159249
