Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9299,01,3,6,Alabama,11546,11546,875355,72,144,4773,40,144,3721,159,2071,56425,11246,11246,856844,72,144,4773,39,141,3634,156,2050,55550
9299,02,4,9,Alaska,1034,1034,134644,21,42,3183,3,11,618,2,17,1038,1034,1034,134644,21,42,3183,3,11,618,1,12,647
9299,04,4,8,Arizona,29179,29179,2977138,115,230,13231,112,410,22574,165,1974,99485,29130,29130,2973679,115,230,13231,112,410,22574,165,1974,99485
9299,05,3,7,Arkansas,6203,6203,464354,328,656,23936,96,358,9843,64,717,19089,6041,6041,453866,327,654,23848,93,349,9663,64,717,19089
9299,06,4,9,California,76332,76332,9889703,943,1886,157984,1084,3934,265261,1382,15629,1040477,75826,75826,9839511,930,1860,156299,1065,3875,262349,1355,15464,1031555
9299,08,4,8,Colorado,20691,20691,2290533,151,302,29068,61,232,19146,161,2259,100427,20560,20560,2277390,151,302,29068,61,232,19146,159,2244,99681
9299,09,1,1,Connecticut,7208,7208,782929,59,118,5561,22,82,5763,37,603,25786,7198,7198,782265,59,118,5561,21,79,5748,37,603,25786
9299,10,3,5,Delaware,4266,4266,266549,22,44,2017,15,56,2274,18,266,12727,4266,4266,266549,22,44,2017,15,56,2274,18,266,12727
9299,11,3,5,District of Columbia,92,92,14806,7,14,740,0,0,0,2,26,913,92,92,14806,7,14,740,0,0,0,2,26,913
9299,12,3,5,Florida,83710,83710,7535854,766,1532,78316,449,1722,101600,1083,15058,841792,83393,83393,7518622,765,1530,78246,448,1719,101511,1080,15030,840246
9299,13,3,5,Georgia,42087,42087,3408761,294,588,19403,73,265,8971,126,1626,60297,41819,41819,3394495,292,584,19310,73,265,8971,120,1595,59595
9299,15,4,9,Hawaii,4628,4628,559286,52,104,14924,39,155,13570,205,2922,259544,4445,4445,533624,51,102,14731,39,155,13570,205,2922,259544
9299,16,4,8,Idaho,7540,7540,672379,139,278,13939,156,601,24227,117,1178,40088,7512,7512,670941,138,276,13868,156,601,24227,117,1178,40088
9299,17,2,3,Illinois,32695,32695,3516408,716,1432,84660,350,1290,80533,382,5013,279960,32056,32056,3448367,699,1398,82000,344,1268,79377,379,4993,279265
9299,18,2,3,Indiana,24410,24410,2442151,454,908,43899,103,380,22591,220,3041,86189,24272,24272,2432533,452,904,43809,102,376,22591,219,3016,85486
9299,19,2,4,Iowa,7162,7162,675494,131,262,15211,130,500,24673,184,2596,96438,7104,7104,672086,131,262,15211,130,500,24673,184,2596,96438
9299,20,2,4,Kansas,8543,8543,836165,217,434,22619,37,145,5043,80,682,21401,8493,8493,833317,217,434,22619,37,145,5043,80,682,21401
9299,21,3,6,Kentucky,11608,11608,932920,244,488,16658,159,618,21310,190,1975,52794,11445,11445,924379,239,478,16290,153,597,20905,188,1957,52157
9299,22,3,7,Louisiana,8859,8859,683838,36,72,2870,8,29,670,51,790,23003,8830,8830,682572,36,72,2870,8,29,670,51,790,23003
9299,23,1,1,Maine,4004,4004,318465,46,92,5038,17,62,3317,9,169,7170,3829,3829,305959,46,92,5038,17,62,3317,9,169,7170
9299,24,3,5,Maryland,28075,28075,2341480,52,104,4935,39,152,6411,254,4081,158552,28070,28070,2341234,52,104,4935,39,152,6411,254,4081,158552
9299,25,1,1,Massachusetts,15162,15162,1674713,188,376,20466,29,103,8493,65,770,43677,14364,14364,1605321,175,350,18898,27,97,8436,38,614,35844
