Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2000,01,001,3,6,Autauga County                ,181,181,9854805,0,0,0,0,0,0,0,0,0,181,181,9854805,0,0,0,0,0,0,0,0,0
2000,01,003,3,6,Baldwin County                ,1841,1841,237144524,12,24,1818631,0,0,0,10,607,71423749,1733,1733,226725222,12,24,1818631,0,0,0,10,607,71423749
2000,01,005,3,6,Barbour County                ,27,27,2721322,0,0,0,0,0,0,1,40,1514892,27,27,2721322,0,0,0,0,0,0,1,40,1514892
2000,01,007,3,6,Bibb County                   ,4,4,310000,0,0,0,0,0,0,0,0,0,4,4,310000,0,0,0,0,0,0,0,0,0
2000,01,009,3,6,Blount County                 ,59,59,8547016,0,0,0,0,0,0,1,12,523800,59,59,8547016,0,0,0,0,0,0,1,12,523800
2000,01,011,3,6,Bullock County                ,1,1,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,013,3,6,Butler County                 ,8,8,1153720,0,0,0,0,0,0,6,96,3042000,8,8,1153720,0,0,0,0,0,0,6,96,3042000
2000,01,015,3,6,Calhoun County                ,252,252,40419969,0,0,0,10,39,1200000,8,45,2025000,231,231,39077000,0,0,0,10,39,1200000,8,45,2025000
2000,01,017,3,6,Chambers County               ,26,26,2081135,0,0,0,0,0,0,0,0,0,26,26,2081135,0,0,0,0,0,0,0,0,0
2000,01,019,3,6,Cherokee County               ,14,14,1358000,0,0,0,0,0,0,0,0,0,10,10,1125000,0,0,0,0,0,0,0,0,0
2000,01,021,3,6,Chilton County                ,45,45,4479894,0,0,0,0,0,0,0,0,0,33,33,3088817,0,0,0,0,0,0,0,0,0
2000,01,023,3,6,Choctaw County                ,1,1,75000,0,0,0,0,0,0,0,0,0,1,1,75000,0,0,0,0,0,0,0,0,0
2000,01,025,3,6,Clarke County                 ,11,11,1568000,0,0,0,0,0,0,0,0,0,11,11,1568000,0,0,0,0,0,0,0,0,0
2000,01,027,3,6,Clay County                   ,5,5,661720,0,0,0,0,0,0,0,0,0,5,5,661720,0,0,0,0,0,0,0,0,0
2000,01,029,3,6,Cleburne County               ,11,11,1197717,0,0,0,0,0,0,1,16,1092306,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,031,3,6,Coffee County                 ,108,108,10054000,0,0,0,0,0,0,0,0,0,108,108,10054000,0,0,0,0,0,0,0,0,0
2000,01,033,3,6,Colbert County                ,96,96,7703724,0,0,0,0,0,0,6,48,2149900,96,96,7703724,0,0,0,0,0,0,6,48,2149900
2000,01,035,3,6,Conecuh County                ,5,5,386761,0,0,0,0,0,0,0,0,0,5,5,386761,0,0,0,0,0,0,0,0,0
2000,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,039,3,6,Covington County              ,21,21,2268900,0,0,0,0,0,0,0,0,0,20,20,2188900,0,0,0,0,0,0,0,0,0
2000,01,041,3,6,Crenshaw County               ,2,2,320000,0,0,0,0,0,0,0,0,0,2,2,320000,0,0,0,0,0,0,0,0,0
2000,01,043,3,6,Cullman County                ,42,42,4166675,0,0,0,0,0,0,4,24,1075780,42,42,4166675,0,0,0,0,0,0,4,24,1075780
2000,01,045,3,6,Dale County                   ,44,44,3952874,1,2,120060,0,0,0,0,0,0,44,44,3952874,1,2,120060,0,0,0,0,0,0
