Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2005,01,001,3,6,Autauga County                ,313,313,41771399,0,0,0,0,0,0,0,0,0,313,313,41771399,0,0,0,0,0,0,0,0,0
2005,01,003,3,6,Baldwin County                ,4145,4145,563150129,18,36,4519266,1,4,355500,51,2530,432121457,4034,4034,552510246,18,36,4519266,1,4,355500,51,2530,432121457
2005,01,005,3,6,Barbour County                ,24,24,3200770,0,0,0,0,0,0,0,0,0,23,23,3085770,0,0,0,0,0,0,0,0,0
2005,01,007,3,6,Bibb County                   ,3,3,404550,0,0,0,0,0,0,0,0,0,3,3,404550,0,0,0,0,0,0,0,0,0
2005,01,009,3,6,Blount County                 ,47,47,6705770,1,2,36000,0,0,0,0,0,0,47,47,6705770,1,2,36000,0,0,0,0,0,0
2005,01,011,3,6,Bullock County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,01,013,3,6,Butler County                 ,19,19,2825022,0,0,0,0,0,0,6,33,1651000,19,19,2825022,0,0,0,0,0,0,6,33,1651000
2005,01,015,3,6,Calhoun County                ,258,258,30278997,0,0,0,2,8,180000,0,0,0,256,256,29928997,0,0,0,2,8,180000,0,0,0
2005,01,017,3,6,Chambers County               ,14,14,1519300,0,0,0,0,0,0,0,0,0,3,3,216900,0,0,0,0,0,0,0,0,0
2005,01,019,3,6,Cherokee County               ,27,27,2458465,0,0,0,0,0,0,0,0,0,27,27,2458465,0,0,0,0,0,0,0,0,0
2005,01,021,3,6,Chilton County                ,80,80,10385777,0,0,0,14,56,1892000,1,5,306122,80,80,10385777,0,0,0,14,56,1892000,0,0,0
2005,01,023,3,6,Choctaw County                ,5,5,600000,0,0,0,0,0,0,0,0,0,5,5,600000,0,0,0,0,0,0,0,0,0
2005,01,025,3,6,Clarke County                 ,13,13,1652240,0,0,0,0,0,0,0,0,0,13,13,1652240,0,0,0,0,0,0,0,0,0
2005,01,027,3,6,Clay County                   ,7,7,337105,0,0,0,0,0,0,0,0,0,7,7,337105,0,0,0,0,0,0,0,0,0
2005,01,029,3,6,Cleburne County               ,2,2,200000,0,0,0,0,0,0,2,32,1400000,2,2,200000,0,0,0,0,0,0,2,32,1400000
2005,01,031,3,6,Coffee County                 ,365,365,45680442,0,0,0,0,0,0,18,160,10706494,365,365,45680442,0,0,0,0,0,0,18,160,10706494
2005,01,033,3,6,Colbert County                ,145,145,14515811,0,0,0,1,3,105000,0,0,0,97,97,9838693,0,0,0,1,3,105000,0,0,0
2005,01,035,3,6,Conecuh County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,3,44,2200000,0,0,0,0,0,0,0,0,0,3,44,2200000
2005,01,039,3,6,Covington County              ,13,13,2004846,0,0,0,0,0,0,0,0,0,11,11,1614246,0,0,0,0,0,0,0,0,0
2005,01,041,3,6,Crenshaw County               ,7,7,1119000,0,0,0,0,0,0,4,32,1650000,6,6,844000,0,0,0,0,0,0,4,32,1650000
2005,01,043,3,6,Cullman County                ,90,90,8725193,1,2,85000,0,0,0,0,0,0,42,42,6108367,1,2,85000,0,0,0,0,0,0
2005,01,045,3,6,Dale County                   ,76,76,6898865,0,0,0,1,4,200000,0,0,0,48,48,5198020,0,0,0,1,4,200000,0,0,0
