Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2003,01,001,3,6,Autauga County                ,283,283,14819925,0,0,0,0,0,0,0,0,0,283,283,14819925,0,0,0,0,0,0,0,0,0
2003,01,003,3,6,Baldwin County                ,2932,2932,321346962,8,16,1133018,7,28,2698350,26,942,112176973,2932,2932,321346962,8,16,1133018,7,28,2698350,26,942,112176973
2003,01,005,3,6,Barbour County                ,15,15,1648340,0,0,0,0,0,0,0,0,0,15,15,1648340,0,0,0,0,0,0,0,0,0
2003,01,007,3,6,Bibb County                   ,2,2,140000,0,0,0,0,0,0,0,0,0,2,2,140000,0,0,0,0,0,0,0,0,0
2003,01,009,3,6,Blount County                 ,55,55,6663773,4,8,372240,0,0,0,0,0,0,55,55,6663773,4,8,372240,0,0,0,0,0,0
2003,01,011,3,6,Bullock County                ,1,1,93000,0,0,0,0,0,0,2,10,370110,1,1,93000,0,0,0,0,0,0,2,10,370110
2003,01,013,3,6,Butler County                 ,17,17,2671560,0,0,0,0,0,0,0,0,0,17,17,2671560,0,0,0,0,0,0,0,0,0
2003,01,015,3,6,Calhoun County                ,163,163,19803592,0,0,0,0,0,0,0,0,0,163,163,19803592,0,0,0,0,0,0,0,0,0
2003,01,017,3,6,Chambers County               ,11,11,1182945,0,0,0,0,0,0,0,0,0,11,11,1182945,0,0,0,0,0,0,0,0,0
2003,01,019,3,6,Cherokee County               ,24,24,1900000,0,0,0,0,0,0,0,0,0,24,24,1900000,0,0,0,0,0,0,0,0,0
2003,01,021,3,6,Chilton County                ,29,29,4267789,0,0,0,0,0,0,0,0,0,29,29,4267789,0,0,0,0,0,0,0,0,0
2003,01,023,3,6,Choctaw County                ,2,2,330000,0,0,0,0,0,0,0,0,0,2,2,330000,0,0,0,0,0,0,0,0,0
2003,01,025,3,6,Clarke County                 ,15,15,2938504,0,0,0,0,0,0,6,40,3000000,15,15,2938504,0,0,0,0,0,0,6,40,3000000
2003,01,027,3,6,Clay County                   ,2,2,259684,3,6,308419,0,0,0,0,0,0,2,2,259684,3,6,308419,0,0,0,0,0,0
2003,01,029,3,6,Cleburne County               ,5,5,531250,0,0,0,0,0,0,0,0,0,5,5,531250,0,0,0,0,0,0,0,0,0
2003,01,031,3,6,Coffee County                 ,204,204,23027784,0,0,0,0,0,0,0,0,0,204,204,23027784,0,0,0,0,0,0,0,0,0
2003,01,033,3,6,Colbert County                ,118,118,9066712,0,0,0,0,0,0,5,41,1836373,118,118,9066712,0,0,0,0,0,0,5,41,1836373
2003,01,035,3,6,Conecuh County                ,4,4,565000,0,0,0,0,0,0,0,0,0,4,4,565000,0,0,0,0,0,0,0,0,0
2003,01,037,3,6,Coosa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,01,039,3,6,Covington County              ,16,16,2115440,0,0,0,0,0,0,0,0,0,16,16,2115440,0,0,0,0,0,0,0,0,0
2003,01,041,3,6,Crenshaw County               ,13,13,1966702,0,0,0,0,0,0,0,0,0,13,13,1966702,0,0,0,0,0,0,0,0,0
2003,01,043,3,6,Cullman County                ,46,46,5882424,0,0,0,0,0,0,0,0,0,46,46,5882424,0,0,0,0,0,0,0,0,0
2003,01,045,3,6,Dale County                   ,64,64,5739759,0,0,0,1,4,245616,1,6,368424,64,64,5739759,0,0,0,1,4,245616,1,6,368424
