Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2011,02,009000,013,0070,01090 ,01598 ,713 ,999,99999, , ,99503      ,4,9,12,Akutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,041000,020,0140,03000 ,03050 ,260283 ,999,11260, ,1,995196650  ,4,9,12,Municipality of Anchorage,344,344,99332058,6,12,2339583,0,0,0,11,91,15574743,344,344,99332058,6,12,2339583,0,0,0,11,91,15574743
2011,02,049000,232,0160,03440 ,33390 ,572 ,999,99999, , ,998200189  ,4,9,7,Angoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,069000,000,    ,  ,  , ,999,99999,2, ,995196650  ,4,9,0,Balance of State-Part 1 Anchorage,46,46,11636457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,073000,000,    ,  ,  , ,999,99999,2, ,99701      ,4,9,0,Balance of State-Part 2 Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,077000,000,    ,  ,  , ,999,99999,2, ,99801      ,4,9,0,Balance of State-Part 3 Juneau,10,10,2074610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,085000,050,0310,06520 ,45510 ,5471 ,999,99999, , ,99559      ,4,9,12,Bethel,5,5,1150000,1,2,350000,0,0,0,0,0,0,5,5,1150000,1,2,350000,0,0,0,0,0,0
2011,02,097000,060,    ,  ,  ,1258 ,999,99999, , ,996330189  ,4,9,0,Bristol Bay Borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,133000,261,0820,17410 ,14420 ,2454 ,999,99999,2, ,99574      ,4,9,12,Cordova,4,4,587000,0,0,0,0,0,0,0,0,0,4,4,587000,0,0,0,0,0,0,0,0,0
2011,02,137000,201,0830,17740 ,64310 ,1397 ,999,99999, , ,99921      ,4,9,4,Craig,2,2,441112,0,0,0,0,0,0,0,0,0,1,1,222058,0,0,0,0,0,0,0,0,0
2011,02,177000,090,1080,24230 ,24450 ,30224 ,999,21820, ,1,99701      ,4,9,0,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,181000,090,    ,  ,  ,51046 ,999,21820,2, ,997071267  ,4,9,0,Fairbanks North Star Borough Unincorporated Area,32,32,5880618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,209000,100,    ,  ,  ,2392 ,999,99999, , ,99827      ,4,9,12,Haines borough,1,1,227053,0,0,0,0,0,0,0,0,0,1,1,227053,0,0,0,0,0,0,0,0,0
