Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9799,02,009000,013,9999,9999,4,9,0,,Akutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,041000,020,0380,9999,4,9,12,,Anchorage Borough,1041,1041,177631657,53,106,13006454,25,92,10559215,18,162,14467150,1041,1041,177631657,53,106,13006454,25,92,10559215,18,162,14467150
9799,02,049000,232,9999,9999,4,9,12,,Angoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,069000,000,9999,9999,4,9,0,,Balance of State-Part 1 Anchorage,66,66,11499332,5,10,951975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,073000,000,9999,9999,4,9,0,,Balance of State-Part 2 Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,077000,000,9999,9999,4,9,0,,Balance of State-Part 3 Juneau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,085000,050,9999,9999,4,9,12,,Bethel,55,55,6243392,5,10,1350000,1,3,270000,0,0,0,55,55,6243392,5,10,1350000,1,3,270000,0,0,0
9799,02,097000,060,9999,9999,4,9,7,,Bristol Bay Borough,1,1,105814,0,0,0,0,0,0,0,0,0,1,1,105814,0,0,0,0,0,0,0,0,0
9799,02,133000,261,9999,9999,4,9,12,,Cordova,2,2,131500,0,0,0,0,0,0,0,0,0,2,2,131500,0,0,0,0,0,0,0,0,0
9799,02,137000,201,9999,9999,4,9,12,,Craig,9,9,960756,0,0,0,1,4,269580,0,0,0,9,9,960756,0,0,0,1,4,269580,0,0,0
9799,02,149000,070,9999,9999,4,9,0,,Dillingham,10,10,1070204,0,0,0,0,0,0,7,35,1517810,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,177000,090,9999,9999,4,9,0,,Fairbanks,10,10,918240,0,0,0,2,6,438106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,181000,090,9999,9999,4,9,12,,Fairbanks North Star Borough Unincorporated Area,103,103,13239000,3,6,200000,0,0,0,1,7,400000,103,103,13239000,3,6,200000,0,0,0,1,7,400000
9799,02,209000,100,9999,9999,4,9,12,,Haines,11,11,1187219,0,0,0,0,0,0,0,0,0,11,11,1187219,0,0,0,0,0,0,0,0,0
9799,02,221000,122,9999,9999,4,9,12,,Homer,27,27,3106400,1,2,130000,0,0,0,0,0,0,27,27,3106400,1,2,130000,0,0,0,0,0,0
9799,02,253000,110,9999,9999,4,9,12,,Juneau Borough,73,73,1814253,9,18,1997394,2,7,730232,7,72,5617113,73,73,1814253,9,18,1997394,2,7,730232,7,72,5617113
9799,02,277000,122,9999,9999,4,9,12,,Kenai,36,36,4293400,1,2,147000,0,0,0,0,0,0,36,36,4293400,1,2,147000,0,0,0,0,0,0
9799,02,289000,130,9999,9999,4,9,12,,Ketchikan Gateway Borough,24,24,2562016,5,10,815730,0,0,0,0,0,0,24,24,2562016,5,10,815730,0,0,0,0,0,0
9799,02,297000,013,9999,9999,4,9,2,,King Cove,6,6,510000,0,0,0,1,3,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,317000,150,9999,9999,4,9,12,,Kodiak City-Kodiak Island Borough,31,31,3276935,3,6,717134,0,0,0,1,6,477853,31,31,3276935,3,6,717134,0,0,0,1,6,477853
9799,02,413000,180,9999,9999,4,9,12,,Nome,13,13,1241306,0,0,0,0,0,0,0,0,0,13,13,1241306,0,0,0,0,0,0,0,0,0
9799,02,425000,090,9999,9999,4,9,12,,North Pole,22,22,2873125,0,0,0,0,0,0,0,0,0,22,22,2873125,0,0,0,0,0,0,0,0,0
9799,02,429000,185,9999,9999,4,9,12,,North Slope Borough Unincorporated Area,86,86,9135089,21,42,3426066,0,0,0,0,0,0,86,86,9135089,21,42,3426066,0,0,0,0,0,0
9799,02,437000,185,9999,9999,4,9,5,,Nuiqsut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,457000,170,9999,9999,4,9,12,,Palmer,51,51,4849220,0,0,0,0,0,0,0,0,0,51,51,4849220,0,0,0,0,0,0,0,0,0
9799,02,461000,232,9999,9999,4,9,12,,Pelican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,465000,280,9999,9999,4,9,12,,Petersburg,38,38,3923204,2,4,497000,0,0,0,0,0,0,38,38,3923204,2,4,497000,0,0,0,0,0,0
9799,02,505000,013,9999,9999,4,9,12,,Sand Point,1,1,80000,0,0,0,0,0,0,0,0,0,1,1,80000,0,0,0,0,0,0,0,0,0
9799,02,525000,122,9999,9999,4,9,12,,Seldovia,4,4,265000,0,0,0,0,0,0,0,0,0,4,4,265000,0,0,0,0,0,0,0,0,0
9799,02,529000,122,9999,9999,4,9,12,,Seward,6,6,807350,0,0,0,0,0,0,0,0,0,6,6,807350,0,0,0,0,0,0,0,0,0
9799,02,557000,220,9999,9999,4,9,0,,Sitka Borough,31,31,2826518,9,18,1310643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,561000,232,9999,9999,4,9,12,,Skagway,5,5,241000,0,0,0,0,0,0,0,0,0,5,5,241000,0,0,0,0,0,0,0,0,0
9799,02,565000,122,9999,9999,4,9,12,,Soldotna,33,33,4507960,0,0,0,4,16,800000,0,0,0,33,33,4507960,0,0,0,4,16,800000,0,0,0
9799,02,597000,232,9999,9999,4,9,12,,Tenakee Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,625000,016,9999,9999,4,9,0,,Unalaska,3,3,410635,1,2,190750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,02,633000,261,9999,9999,4,9,12,,Valdez,32,32,5642239,0,0,0,0,0,0,3,20,1531556,32,32,5642239,0,0,0,0,0,0,3,20,1531556
9799,02,645000,170,9999,9999,4,9,12,,Wasilla,55,55,5892830,1,2,163146,0,0,0,0,0,0,55,55,5892830,1,2,163146,0,0,0,0,0,0
9799,02,653000,261,9999,9999,4,9,12,,Whittier,1,1,21000,0,0,0,0,0,0,0,0,0,1,1,21000,0,0,0,0,0,0,0,0,0
9799,02,657000,280,9999,9999,4,9,12,,Wrangell,3,3,350000,0,0,0,0,0,0,0,0,0,3,3,350000,0,0,0,0,0,0,0,0,0
9799,02,661000,282,9999,9999,4,9,12,,City and Borough of Yakutat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,04,001000,001,9999,9999,4,8,12,,Apache County Unincorporated Area,67,67,4585137,0,0,0,0,0,0,0,0,0,67,67,4585137,0,0,0,0,0,0,0,0,0
9799,04,009000,021,6200,9999,4,8,12,,Apache Junction,362,362,29038041,0,0,0,0,0,0,0,0,0,362,362,29038041,0,0,0,0,0,0,0,0,0
9799,04,013000,013,6200,9999,4,8,12,,Avondale,770,770,60112735,0,0,0,0,0,0,0,0,0,770,770,60112735,0,0,0,0,0,0,0,0,0
9799,04,017000,003,9999,9999,4,8,12,,Benson,11,11,543200,0,0,0,0,0,0,0,0,0,11,11,543200,0,0,0,0,0,0,0,0,0
9799,04,021000,003,9999,9999,4,8,12,,Bisbee,2,2,160000,0,0,0,0,0,0,0,0,0,2,2,160000,0,0,0,0,0,0,0,0,0
9799,04,025000,013,6200,9999,4,8,0,,Buckeye town,17,17,1446208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,04,029000,015,4120,9999,4,8,12,,Bullhead City,213,213,15959816,0,0,0,16,63,3194730,7,156,7122328,213,213,15959816,0,0,0,16,63,3194730,7,156,7122328
9799,04,033000,025,9999,9999,4,8,12,,Camp Verde town,47,47,4200014,0,0,0,0,0,0,0,0,0,47,47,4200014,0,0,0,0,0,0,0,0,0
9799,04,037000,013,6200,9999,4,8,12,,Carefree town,66,66,15750047,0,0,0,0,0,0,0,0,0,66,66,15750047,0,0,0,0,0,0,0,0,0
9799,04,041000,021,6200,9999,4,8,12,,Casa Grande,96,96,9195602,0,0,0,0,0,0,1,36,1142852,96,96,9195602,0,0,0,0,0,0,1,36,1142852
9799,04,045000,013,6200,9999,4,8,12,,Cave Creek town,59,59,9240022,0,0,0,1,4,187312,0,0,0,59,59,9240022,0,0,0,1,4,187312,0,0,0
9799,04,049000,013,6200,9999,4,8,12,,Chandler,2684,2684,284087608,2,4,136766,0,0,0,88,938,53229540,2684,2684,284087608,2,4,136766,0,0,0,88,938,53229540
9799,04,053000,025,9999,9999,4,8,12,,Chino Valley town,27,27,2703661,0,0,0,0,0,0,0,0,0,27,27,2703661,0,0,0,0,0,0,0,0,0
9799,04,057000,025,9999,9999,4,8,12,,Clarkdale town,45,45,4848768,0,0,0,0,0,0,0,0,0,45,45,4848768,0,0,0,0,0,0,0,0,0
9799,04,061000,011,9999,9999,4,8,12,,Clifton town,1,1,63500,0,0,0,0,0,0,0,0,0,1,1,63500,0,0,0,0,0,0,0,0,0
9799,04,065000,003,9999,9999,4,8,12,,Cochise County Unincorporated Area,275,275,22157040,2,4,195000,0,0,0,0,0,0,275,275,22157040,2,4,195000,0,0,0,0,0,0
9799,04,069000,005,2620,9999,4,8,12,,Coconino County Unincorporated Area,288,288,39370106,0,0,0,0,0,0,0,0,0,288,288,39370106,0,0,0,0,0,0,0,0,0
9799,04,073000,015,4120,9999,4,8,10,,Colorado City town,23,23,3042949,1,2,177505,0,0,0,0,0,0,18,18,2533059,1,2,177505,0,0,0,0,0,0
9799,04,077000,021,6200,9999,4,8,12,,Coolidge,2,2,229116,0,0,0,0,0,0,11,72,2679404,2,2,229116,0,0,0,0,0,0,11,72,2679404
9799,04,081000,025,9999,9999,4,8,12,,Cottonwood,115,115,14210256,2,4,245181,1,4,196256,9,82,4179928,115,115,14210256,2,4,245181,1,4,196256,9,82,4179928
9799,04,085000,003,9999,9999,4,8,0,,Douglas,27,27,1476020,0,0,0,0,0,0,12,65,2158467,0,0,0,0,0,0,0,0,0,0,0,0
9799,04,089000,011,9999,9999,4,8,12,,Duncan town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,04,093000,001,9999,9999,4,8,12,,Eagar town,23,23,2257400,0,0,0,0,0,0,0,0,0,23,23,2257400,0,0,0,0,0,0,0,0,0
9799,04,097000,013,6200,9999,4,8,12,,El Mirage,25,25,1784500,0,0,0,0,0,0,4,40,2200000,25,25,1784500,0,0,0,0,0,0,4,40,2200000
9799,04,101000,021,6200,9999,4,8,12,,Eloy,27,27,1358000,0,0,0,0,0,0,0,0,0,27,27,1358000,0,0,0,0,0,0,0,0,0
9799,04,105000,005,2620,9999,4,8,12,,Flagstaff,235,235,28902859,7,14,809677,2,7,423240,12,106,4767556,235,235,28902859,7,14,809677,2,7,423240,12,106,4767556
9799,04,109000,021,6200,9999,4,8,12,,Florence town,21,21,1337000,0,0,0,0,0,0,0,0,0,21,21,1337000,0,0,0,0,0,0,0,0,0
9799,04,113000,013,6200,9999,4,8,12,,Fountain Hills town,501,501,82285768,31,62,5791181,17,65,5861722,49,542,34416704,501,501,82285768,31,62,5791181,17,65,5861722,49,542,34416704
9799,04,117000,005,2620,9999,4,8,12,,Fredonia town,10,10,649000,0,0,0,0,0,0,0,0,0,10,10,649000,0,0,0,0,0,0,0,0,0
9799,04,121000,013,6200,9999,4,8,12,,Gila Bend town,4,4,195000,0,0,0,0,0,0,0,0,0,4,4,195000,0,0,0,0,0,0,0,0,0
9799,04,125000,007,9999,9999,4,8,12,,Gila County Unincorporated Area,134,134,11721298,0,0,0,0,0,0,0,0,0,134,134,11721298,0,0,0,0,0,0,0,0,0
9799,04,129000,013,6200,9999,4,8,12,,Gilbert town,4246,4246,507685302,0,0,0,0,0,0,20,264,15472070,4246,4246,507685302,0,0,0,0,0,0,20,264,15472070
9799,04,133000,013,6200,9999,4,8,12,,Glendale,2019,2019,249613020,0,0,0,1,4,253557,116,1424,54956829,2019,2019,249613020,0,0,0,1,4,253557,116,1424,54956829
9799,04,137000,007,9999,9999,4,8,12,,Globe,24,24,2374437,0,0,0,1,4,230000,0,0,0,24,24,2374437,0,0,0,1,4,230000,0,0,0
9799,04,141000,013,6200,9999,4,8,12,,Goodyear,840,840,87249112,0,0,0,12,36,7341016,13,155,8801782,840,840,87249112,0,0,0,12,36,7341016,13,155,8801782
9799,04,145000,009,9999,9999,4,8,12,,Graham County Unincorporated Area,58,58,4602357,0,0,0,0,0,0,0,0,0,58,58,4602357,0,0,0,0,0,0,0,0,0
9799,04,149000,011,9999,9999,4,8,12,,Greenlee County Unincorporated Area,5,5,562000,0,0,0,0,0,0,0,0,0,5,5,562000,0,0,0,0,0,0,0,0,0
9799,04,153000,013,6200,9999,4,8,2,,Guadalupe town,28,28,1807468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,04,157000,007,9999,9999,4,8,12,,Hayden town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,04,165000,017,9999,9999,4,8,12,,Holbrook,4,4,372791,2,4,168984,0,0,0,0,0,0,4,4,372791,2,4,168984,0,0,0,0,0,0
9799,04,169000,003,9999,9999,4,8,12,,Huachuca City town,7,7,572977,0,0,0,0,0,0,0,0,0,7,7,572977,0,0,0,0,0,0,0,0,0
9799,04,173000,025,9999,9999,4,8,12,,Jerome town,3,3,305000,0,0,0,0,0,0,0,0,0,3,3,305000,0,0,0,0,0,0,0,0,0
9799,04,181000,015,4120,9999,4,8,12,,Kingman,289,289,22188760,2,4,193117,0,0,0,0,0,0,289,289,22188760,2,4,193117,0,0,0,0,0,0
